ville,pays,region,latitude,longitude
Valence,USA,Cairo,40.748227318423396,14.09080763656154
Berne,Australie,Oriental,33.403250245834144,120.84506890107305
Lille,Suisse,Shanghai,52.43910812478269,2.2991831964496248
Chicago,Chine,Lazio,53.33439494870164,5.524804662749696
Lisbonne,Japon,Porto,50.412926709778766,-117.62642852864049
Beijing,Maroc,Catalonia,50.24648963075583,116.41809953126989
Birmingham,Canada,New York,48.52409261516898,2.1133162075977583
Tétouan,Portugal,Hamburg,34.675404641089536,102.85235628163241
Manchester,France,California,43.141782382838926,-83.29260531993147
Meknès,Belgique,Brussels,51.00482224926121,-93.95707834929117
Toronto,Royaume-Uni,England,46.55241266581139,15.355467567912667
Beijing,Belgique,Porto,42.87376743113861,-149.23468373759306
Lisbonne,USA,Victoria,45.20410975568298,-83.0312983696783
Madrid,France,Provence-Alpes-Côte d'Azur,55.12077377022268,1.642274681982618
Beijing,Allemagne,Pays de la Loire,53.643157843513734,11.324958372042097
Tunis,Maroc,Fès-Meknès,40.27395604508068,116.50199376977476
Manchester,Maroc,Cairo,46.49075677082861,23.039711249922952
Barcelone,Espagne,Tanger-Tétouan-Al Hoceïma,34.22203004140042,1.823603791558297
Lyon,Tunisie,Provence-Alpes-Côte d'Azur,31.934884817583413,130.73521397759004
Shanghai,USA,Florida,36.715379498190174,121.47956551899702
Shanghai,Allemagne,Catalonia,28.56950905189955,12.607498345179698
Melbourne,USA,Cairo,33.17426394355897,157.43334324712276
Marrakech,Égypte,Souss-Massa,30.840069492673898,3.0207780609157426
Seattle,Japon,Occitanie,40.90681658732345,-4.891329952044803
Tunis,Égypte,Geneva,30.395656293490358,11.318746513222413
Birmingham,Suisse,Geneva,34.68115728063725,10.2502129401534
Manchester,France,Andalusia,41.45512603713252,4.09225252102547
Osaka,Japon,Beijing,32.24356183129135,115.15033776010168
Tunis,Suisse,Flanders,45.49298421064017,-124.14306244144844
Ottawa,Chine,Porto,33.94422867302048,-1.4001308328980784
Florence,Italie,Porto,52.00084672150042,11.833695314759074
Meknès,Japon,Bern,44.669824993797,-4.138717351578796
Marrakech,Allemagne,Tunis,31.8135148318899,1.8294318278482908
Valence,France,Hesse,57.906736080272296,21.40061065825033
Marseille,USA,Tunis,35.287637467854154,-71.25602465128472
Lisbonne,Portugal,Washington,43.78871958131029,-90.56866537419256
Francfort,Chine,Casablanca-Settat,51.72401211558389,128.6519514964658
Strasbourg,Italie,Auvergne-Rhône-Alpes,27.52443802473389,4.961638948733132
Marrakech,France,Beijing,40.657975376140136,-15.406804905597458
Agadir,Maroc,Tanger-Tétouan-Al Hoceïma,36.57294713223505,-14.873402518315228
Meknès,Maroc,Porto,30.755889597886714,126.59023634698741
Montréal,Canada,Victoria,51.03420696494799,-121.87735506432512
Tunis,Tunisie,Nouvelle-Aquitaine,32.33140182246431,0.45146500753706564
Toronto,France,Lombardy,37.23331167978944,8.865116325096462
Los Angeles,Canada,Provence-Alpes-Côte d'Azur,39.98813826541459,149.99403588592378
Nice,France,Washington,34.92262330693169,2.180943377023517
Bordeaux,Maroc,Québec,35.516459424008175,-5.397430800092536
Casablanca,France,Souss-Massa,31.7712438088262,1.6985935575705007
Chicago,Tunisie,Illinois,51.41030057292277,2.323839317657268
Los Angeles,Australie,Île-de-France,25.74774767185411,138.20017842449823
Zurich,Canada,Ontario,34.921380054790504,-9.49322977189453
Lyon,Japon,Kansai,35.623263090294856,122.35316524271693
Genève,Italie,Shanghai,27.43526513606742,12.010943050838705
New York,USA,Île-de-France,38.867923339235965,-70.05004804429471
Lisbonne,Japon,Texas,55.41838992467434,6.878749078952069
Manchester,Maroc,Kansai,47.50876232009692,-91.39288431732538
Barcelone,Italie,Texas,49.21395596082562,8.656046091210015
Miami,Royaume-Uni,England,56.18932889240429,-1.2234079485141498
Édimbourg,Canada,Ontario,50.01839778850132,-75.55689523293894
Toronto,USA,Cairo,40.02932704782191,4.865873114098495
Osaka,France,Geneva,46.45171800232907,138.7498317463368
Los Angeles,France,Oriental,48.11645248408535,14.448522176131792
Londres,Portugal,Bern,37.304923293313195,-128.01745082841134
Los Angeles,France,Hauts-de-France,47.432628900093086,4.839926327846726
Nice,France,Bern,44.38437889978719,8.655075891274452
Rome,USA,British Columbia,-43.74481714144454,-76.23248103264014
San Francisco,Chine,Kansai,24.866873368171326,109.98598223833082
Toronto,Portugal,Ontario,40.342578993732005,31.31121080404404
Milan,Chine,Bern,42.045461048757254,-5.116397190346227
Tokyo,Suisse,Tanger-Tétouan-Al Hoceïma,33.667895003679035,6.826035915669774
Zurich,Italie,Scotland,41.924342154415655,12.239082543185589
Paris,France,Brussels,34.74640302843388,-0.12215615352329423
Tétouan,Maroc,Tanger-Tétouan-Al Hoceïma,34.48307600379193,103.92573521910796
Chicago,Canada,Tunis,51.25189032885407,-3.1015277637432903
Melbourne,Suisse,Brussels,32.343460531362055,-2.7180763749314636
Casablanca,Maroc,Tanger-Tétouan-Al Hoceïma,33.25332598459444,-14.60138651081227
Montréal,Allemagne,Campania,50.434239011238276,19.20002991689376
Zurich,Royaume-Uni,Beijing,44.48903878104152,113.69307375338968
Meknès,Australie,Lombardy,35.20372571536675,5.126502168580686
Tétouan,USA,Campania,34.04576716611402,121.42961010761199
Kenitra,Espagne,Berlin,46.77303269248374,8.682103484076706
Berlin,Canada,Beijing,48.762221570616624,-5.39048589125993
Boston,Espagne,Île-de-France,37.03068710072349,7.15904074679635
Bordeaux,Chine,Lombardy,48.35274325707458,116.16588123234169
Beijing,Italie,Massachusetts,48.63603730958864,138.26577041994486
Séville,Maroc,Fès-Meknès,50.61468449236602,-6.023749902006227
Valence,Belgique,Porto,29.00766167621196,124.56798087125976
San Francisco,Maroc,Fès-Meknès,34.35181431398499,-16.338700291226942
Valence,Allemagne,Tuscany,51.49436188458071,15.695967277373269
Montpellier,France,Campania,50.34548906725266,2.4637866679756373
Séville,Espagne,Flanders,34.24094302960701,5.322898355659847
Montréal,Maroc,Flanders,52.21208408185102,-3.2869499556434825
Toronto,Australie,Andalusia,51.427923180845006,141.46076828589776
Lisbonne,Allemagne,England,50.353842917520176,9.492794032463243
Tanger,Canada,Beijing,-34.14747127322968,128.288561450619
Montréal,Italie,Lombardy,28.630794641628196,-65.1809301639564
Anvers,Portugal,Tunis,42.59795263206552,1.9169966018080156
Los Angeles,Maroc,Tunis,40.753838652570295,153.31007136016154
Toronto,France,Ontario,41.30492761740799,-6.163902177156514
Montréal,Canada,Porto,47.089988723436036,-5.086053685206352
Hambourg,France,Casablanca-Settat,47.605769545257154,9.174274950982237
Munich,Belgique,Provence-Alpes-Côte d'Azur,55.206373967016006,10.51693670131965
Nantes,France,Campania,41.074498509286464,-86.40173576188226
Valence,Portugal,Lisbon,45.115137446956524,-94.44361417364593
Tokyo,France,Provence-Alpes-Côte d'Azur,42.95472398932615,11.833024047027145
Berlin,Tunisie,Victoria,52.29606077882437,10.197149669678335
Agadir,France,Flanders,41.157150498518966,5.527176927521516
Francfort,Suisse,Lombardy,31.228645259078377,-0.05774888339400275
Anvers,France,Andalusia,42.50559247042528,4.869385827627509
Le Caire,Maroc,Kansai,32.61967953363815,116.02238448050798
Melbourne,USA,Illinois,41.39296486324189,15.13443576385206
Melbourne,Canada,Texas,30.230777635995178,127.99845911153872
Chicago,Japon,Lazio,35.604596672862684,-4.672310783881832
Calgary,France,Beijing,53.1934732800506,-71.27185789385157
Ottawa,Italie,Alberta,37.74055338038983,-113.01990007229551
Porto,Japon,Scotland,34.059820991818505,-4.037197006507379
Paris,Belgique,Lazio,36.885316654285305,8.073658190521872
Calgary,Suisse,Washington,51.4730046760105,-8.365233000769905
Birmingham,Belgique,Pays de la Loire,53.528843049116,7.409999430895361
Kyoto,Allemagne,Bern,50.08690370808549,-75.40675885755576
Genève,Allemagne,Valencia,53.03550068588409,7.893429765790239
Lille,Égypte,Valencia,45.022930194287895,2.678065371596472
Lille,Espagne,Beijing,44.143468671485344,13.473899877514985
Marrakech,Allemagne,Occitanie,44.29076361204768,22.0808421875691
Rabat,France,Occitanie,52.348477442781245,5.035505944953993
Florence,Italie,Madrid,31.91503405746444,-59.92379188723092
Shanghai,Australie,Kansai,36.63134298400835,103.09914708385564
Beijing,Chine,California,48.95864208245093,113.92775358138105
