id,nom,espece,race,age,poids,sexe,couleur_pelage
ANI_000368,Tweety,Lapin,Berger Allemand,2,0.75,Femelle,Blanc
ANI_000346,Leo,Chien,Géant des Flandres,2,0.13,Mâle,Rayé
ANI_001559,Bella,Chien,Yorkshire,4,5.49,Mâle,Rayé
ANI_001140,Tigrou,Lapin,Néon,5,0.29,Femelle,Rayé
ANI_000948,Splash,Poisson,Betta,5,5.26,Femelle,Blanc
ANI_001787,Mittens,Chien,Frison,1,5.78,Femelle,Blanc
ANI_001294,Bella,Chien,Berger Allemand,4,15.92,Mâle,Tricolore
ANI_000228,Rainbow,Lapin,Betta,2,0.26,Mâle,Roux
ANI_001206,Blaze,Cheval,Nain,1,0.26,Femelle,Tacheté
ANI_000042,Minou,Poisson,Frison,11,24.83,Mâle,Beige
ANI_000711,Clover,Lapin,Husky,18,1.48,Mâle,Rayé
ANI_000007,Daisy,Poisson,Guppy,3,5.26,Mâle,Roux
ANI_001761,Blue,Poisson,Bélier,10,34.83,Femelle,Noir
ANI_000277,Charlie,Chat,Quarter Horse,0,4.11,Femelle,Marron
ANI_001352,Cleo,Cheval,Frison,8,1.19,Mâle,Rayé
ANI_001134,Bubbles,Chat,Guppy,1,3.32,Femelle,Blanc
ANI_000790,Nemo,Cheval,Inséparable,5,0.29,Mâle,Marron
ANI_001063,Clover,Chien,Berger Allemand,5,641.41,Mâle,Noir
ANI_001439,Goldie,Chat,Canari,3,0.33,Femelle,Marron
ANI_000510,Bunny,Oiseau,Beagle,3,663.51,Femelle,Tacheté
ANI_001689,Daisy,Lapin,Angora,5,732.26,Mâle,Beige
ANI_000234,Blue,Poisson,Poisson Rouge,1,0.31,Femelle,Rayé
ANI_001275,Buddy,Cheval,Persan,7,578.71,Femelle,Rayé
ANI_001853,Marshmallow,Cheval,Calopsitte,8,6.93,Femelle,Marron
ANI_000980,Bugs,Chien,Husky,10,0.43,Mâle,Blanc
ANI_000910,Rainbow,Oiseau,Guppy,1,602.82,Femelle,Roux
