nom_molecule,formule_chimique,masse_molaire,categorie,concentration
Vitamine C,C27H46O,135.7289542978462,Médicament,6.115543439902436
Benzène,H2SO4,165.38436870452867,Vitamine,-4.609244905370834
Dioxyde de Carbone,C3H6O,30.844725694153777,Vitamine,293.60883887079456
Vitamine C,(C2H4)n,21.520151061916913,Acide Fort,29.15143014509621
Benzène,C7H8,11.942408191970834,Gaz,15.653339479939369
Acide Sulfurique,O2,22.730893875004078,Glucide,114.00217214137041
Eau,CH4,35.07870397321626,Base Faible,81.7762291215917
Ammoniaque,NaOH,133.68069671998623,Acide Carboxylique,24.521289829289657
Polyéthylène,H2O,178.36129012647737,Médicament,21.721651365324032
Ammoniaque,(C2H4)n,10.581123582883428,Base Faible,59.04971118168479
Ammoniaque,(C2H4)n,151.5729198298433,Polymère,89.79604901856649
Oxygène,C8H9NO2,36.463266697333914,Hydrocarbure,-4.233594791201349
Caféine,C9H8O4,139.54813856592867,Base Faible,11.161883377050318
Ammoniaque,(C3H6)n,2.267210948812565,Polymère,390.4810203553209
Benzène,H2O,6.737915020796365,Alcaloïde,-8.21447338945229
Méthane,C7H8,65.91859191396787,Hydrocarbure Aromatique,24.88201883784633
Vitamine C,H2O,156.68653657781988,Médicament,3.818826641801169
Polyéthylène,C27H46O,26.466064114442837,Alcool,3.7908222491978716
Acide Sulfurique,CH3COOH,27.98016417265172,Glucide,0.5826800115879518
Caféine,C6H8O6,8.131843018837689,Polymère,10.421771744516128
Éthanol,C13H18O2,14.586620383837488,Base Forte,22.839657010172953
Cholestérol,C3H6O,128.27419327046812,Gaz,12.969775707472348
Acide Chlorhydrique,C6H8O6,19.98495368391014,Vitamine,892.2670719072014
Dioxyde de Carbone,HCl,33.35303799161079,Gaz,-14.871900141406343
Eau,NH3,188.65854063904033,Polymère,27.129233956207568
Acétone,C8H10N4O2,-1.4919356577916858,Médicament,-0.730741572547104
Hydroxyde de Sodium,O2,27.159116179873337,Acide Fort,121.18943166186702
Ammoniaque,HCl,100.57165349544557,Base Faible,10.218055884581219
Aspirine,C8H10N4O2,52.870618195428264,Hydrocarbure,10.933398440686835
Cholestérol,C27H46O,178.5636522519467,Hydrocarbure Aromatique,15.892113969893302
Hydroxyde de Sodium,CH4,3.2122638759343367,Acide Fort,11.48577183086557
Acide Acétique,C2H5OH,17.593298186784516,Gaz,81.7948766279286
Ammoniaque,CO2,205.460203956099,Acide Fort,8.545448244394436
Caféine,C8H10N4O2,194.06482755949023,Polymère,223.53367652899095
Toluène,CO2,37.26779314240279,Alcool,66.32074122601449
Eau,(C2H4)n,200.55410775300345,Hydrocarbure Aromatique,-14.513182915787688
Méthane,HCl,49.98586437519453,Alcaloïde,97.82856255430283
Vitamine C,(C2H4)n,0.3190992522309486,Hydrocarbure,8.13924660582233
Polyéthylène,C6H8O6,25.7754375406881,Alcaloïde,15.476348036011892
Ammoniaque,O2,148.22368933733185,Gaz,10.54177101788711
Glucose,CH3COOH,82.35084531298538,Acide Fort,5.345059782459277
Méthane,C9H8O4,149.14062766773787,Acide Fort,48.22147509471966
Acide Sulfurique,C8H10N4O2,108.30462120208202,Hydrocarbure Aromatique,26.607756077222398
Acide Acétique,HCl,145.8741786946715,Polymère,126.43890851246306
Polyéthylène,(C3H6)n,113.7205056025758,Hydrocarbure,554.0007988468354
Méthane,C7H8,81.17214095186512,Acide Carboxylique,21.40814082457459
Paracétamol,CH3COOH,138.48892178424362,Acide Fort,85.03764176438551
Paracétamol,CH4,289.7669083965329,Vitamine,237.6268894198301
Ammoniaque,H2SO4,13.032746482359649,Glucide,113.47593453803253
Eau,NH3,41.134608529766865,Base Forte,29.416246582242646
Ammoniaque,C8H9NO2,403.60964997422315,Inorganique,19.730984061678225
Dioxyde de Carbone,(C2H3Cl)n,159.02352167089768,Acide Fort,127.50304618327247
Polypropylène,N2,159.88666024062636,Gaz,77.47727159768803
Éthanol,C9H8O4,13.099904984386757,Stéroïde,23.094563592313616
Azote,NaOH,6.151529301225846,Acide Carboxylique,92.7327359050503
Caféine,C13H18O2,18.283196311151336,Alcaloïde,83.83609112206645
Méthane,CH4,71.66001542996167,Cétone,21.286708953695758
Méthane,(C2H3Cl)n,62.82816098527958,Gaz,12.125482383453496
Polyéthylène,C6H8O6,21.192098142720717,Glucide,2.1735061686161146
PVC,C6H6,48.43944733274521,Acide Fort,48.47974720291127
Oxygène,NH3,37.94817898615103,Alcaloïde,72.20551006157123
Eau,NH3,161.70853696331432,Acide Fort,64.46994847795311
Méthane,C8H10N4O2,214.95410205989862,Alcaloïde,102.13005310599857
Polyéthylène,(C2H3Cl)n,17.3301701129771,Polymère,12.153561541766713
Benzène,HCl,108.56630631536598,Acide Fort,14.078159437983452
Glucose,H2SO4,118.6573546465275,Stéroïde,-8.734616579671169
Acide Acétique,CO2,383.28125680348114,Hydrocarbure Aromatique,12.722899333316164
PVC,(C2H3Cl)n,142.9651455133789,Polymère,67.70680768614538
Eau,C6H8O6,9.012503721154427,Gaz,116.91141803737867
Ammoniaque,H2O,42.465146581077015,Médicament,15.244684939078375
Acide Chlorhydrique,C6H6,45.30655669056159,Glucide,20.450834495773282
Paracétamol,C9H8O4,26.010243029603032,Hydrocarbure Aromatique,3.1057863752423476
Cholestérol,(C2H4)n,47.37470691139353,Acide Carboxylique,13.507671737457462
Caféine,N2,6.8519312774852,Vitamine,9.084897053131858
Aspirine,CH4,25.91419744205531,Alcool,8.665214879006864
Ammoniaque,C7H8,19.66025770934401,Hydrocarbure,37.31859111917406
Cholestérol,NH3,4.006228127923038,Gaz,1084.6434547186682
Ammoniaque,CH3COOH,206.6640781522296,Alcaloïde,-22.986433960298022
Benzène,C6H6,11.027471255019329,Stéroïde,-1.7272133932763944
Hydroxyde de Sodium,O2,168.77307033230556,Gaz,59.812877996581115
Vitamine C,C6H8O6,35.57942282083754,Gaz,16.057306643317272
Benzène,(C3H6)n,15.394144092335484,Alcaloïde,6.908455074362706
Hydroxyde de Sodium,C8H10N4O2,9.431165446313663,Médicament,105.70423218369224
Polyéthylène,C2H5OH,8.625802607378901,Glucide,0.855580413882195
Polypropylène,C13H18O2,187.5122614611075,Acide Fort,107.63725106862825
Acide Sulfurique,H2SO4,31.1435813405337,Glucide,18.468820241728476
Vitamine C,(C2H3Cl)n,19.13197237015495,Polymère,7.179143437019041
Acétone,C13H18O2,25.65706071674783,Hydrocarbure Aromatique,91.05774903907093
Hydroxyde de Sodium,O2,12.050964876653811,Alcool,97.71747205619579
Paracétamol,HCl,151.91405766327432,Cétone,1.5723892429600461
Glucose,H2O,142.34011121961376,Stéroïde,-6.607535839834772
Hydroxyde de Sodium,HCl,15.300480525845359,Gaz,105.33328913386836
Ibuprofène,C6H8O6,53.93036753969362,Médicament,82.11080815225009
Acétone,C27H46O,35.444351380319524,Acide Fort,21.445110923384007
Polyéthylène,C7H8,2.467175792379038,Vitamine,8.577037065784893
Aspirine,C6H8O6,212.83044209041736,Stéroïde,312.14317545289157
Acide Acétique,H2SO4,20.602402747541824,Acide Fort,27.65014951946281
Acide Chlorhydrique,C6H8O6,-9.67590162174794,Base Faible,8.251621630476748
Éthanol,C6H6,231.33211041547412,Hydrocarbure Aromatique,97.86742937419842
Benzène,C27H46O,-2.219838075601885,Cétone,1.1907717747116084
Méthane,(C3H6)n,19.158956228825836,Acide Fort,11.157645211725178
Méthane,C27H46O,63.6889029824086,Base Faible,19.17849018130582
Acide Acétique,CH4,269.8414954922465,Acide Fort,-3.0862624511108736
Hydroxyde de Sodium,C6H12O6,121.95477127556782,Base Faible,35.11891027532953
Caféine,O2,188.75865305369553,Hydrocarbure Aromatique,-0.28202620493437625
Oxygène,C6H8O6,31.982700486120567,Base Faible,36.00929470328063
Acide Chlorhydrique,C2H5OH,28.721405882074,Polymère,16.709872263773235
Polyéthylène,C2H5OH,29.96959905475655,Polymère,120.77782544103692
Eau,HCl,110.08556052085207,Inorganique,5.00878130658118
Acide Sulfurique,NH3,192.45406153647147,Base Faible,38.28671727764163
Toluène,(C2H4)n,61.7742802759912,Alcool,-4.535394920922642
Benzène,C8H10N4O2,86.30748581423727,Hydrocarbure Aromatique,-0.4797839792667684
Acide Sulfurique,C9H8O4,31.050788241519,Polymère,14.610650092510873
Glucose,NH3,60.869819621250656,Hydrocarbure Aromatique,22.65475090526724
Oxygène,C8H10N4O2,203.5057337445715,Cétone,89.0513025752272
PVC,C8H10N4O2,139.1773996663158,Alcaloïde,-11.705482113119274
Méthane,H2SO4,11.410236663926646,Polymère,1.9093443948553022
Oxygène,H2O,37.13509127261969,Acide Carboxylique,93.34058830293475
Polyéthylène,C6H8O6,9.201167892176926,Gaz,16.59208166833704
Acide Chlorhydrique,CO2,27.21179708250841,Acide Fort,70.37509996115692
Toluène,C6H12O6,2.105827756025896,Base Faible,19.699273514297236
Hydroxyde de Sodium,H2SO4,214.24000633239305,Polymère,10.245170812395838
Azote,C7H8,47.09978924449006,Polymère,28.7194795976616
Azote,C6H8O6,17.01480132929915,Polymère,24.25151784674191
Ibuprofène,(C2H3Cl)n,62.25219371984606,Médicament,128.4492188584553
Aspirine,(C2H4)n,-10.965241844749379,Glucide,21.536814465042376
Acide Acétique,H2O,437.12863340456613,Vitamine,79.86563958025867
Acide Chlorhydrique,N2,49.961260494034136,Base Forte,56.478133522067
Aspirine,H2SO4,7.455245796203336,Alcaloïde,687.2716231503139
Azote,C13H18O2,71.16966439436588,Base Forte,17.079622683741754
Eau,C6H12O6,207.0175907076072,Cétone,0.03453613615634943
PVC,C2H5OH,14.495657904301407,Acide Fort,13.911405953127598
Acide Chlorhydrique,N2,165.66242059397112,Hydrocarbure,-17.244951416301873
Paracétamol,C6H8O6,-6.24721949853604,Inorganique,54.9197183197123
Oxygène,CO2,48.92666689381208,Médicament,14.603469494866395
Acétone,C13H18O2,2.192819637739536,Cétone,69.9783408413453
Eau,C8H9NO2,15.294381133867262,Médicament,593.6111492489861
Vitamine C,NH3,199.71469711272482,Hydrocarbure Aromatique,9.242590756745761
Caféine,NH3,23.674218777663754,Polymère,21.823891310995272
Benzène,CO2,12.195700932906842,Polymère,20.824596312343463
Acétone,O2,138.47010032349522,Médicament,51.5958731563706
Acide Acétique,CO2,35.18927676608352,Médicament,3.987260655909546
Glucose,C7H8,148.50137215611977,Alcaloïde,-1.3524660287118122
Polyéthylène,(C2H3Cl)n,134.66960040012847,Vitamine,11.627464900183536
Acétone,C7H8,2.5456013051460786,Base Forte,577.5438659688483
Benzène,(C3H6)n,0.6373311880801822,Stéroïde,48.35605633811956
PVC,C8H10N4O2,33.566309900268806,Vitamine,79.58412027053055
PVC,C8H10N4O2,26.486803762609576,Acide Fort,9.11713018810925
Polyéthylène,C7H8,5.632263904283942,Alcool,17.95177890162364
Vitamine C,NH3,42.681745181966576,Alcaloïde,58.3410653502568
Glucose,C27H46O,61.41289525095298,Base Forte,122.50677538528393
Éthanol,CH3COOH,54.7392842636674,Acide Carboxylique,11.263724160336366
Ammoniaque,O2,199.62514777443485,Alcaloïde,1.592279393392511
Glucose,CH3COOH,46.81574517554954,Base Faible,-9.599271510623879
Glucose,CH3COOH,51.103918189996286,Acide Carboxylique,-14.536801465341291
Polyéthylène,(C2H4)n,376.96966691566615,Acide Fort,13.140753145989475
Azote,(C2H4)n,432.0200576903827,Cétone,24.362058639909566
Acétone,CH4,11.962911130131364,Acide Carboxylique,10.516215665707518
Vitamine C,C9H8O4,179.52157127944014,Alcool,14.680007955379565
Paracétamol,CH4,52.99749662915512,Hydrocarbure Aromatique,3.543455263688988
Acétone,(C3H6)n,206.0408515048282,Alcaloïde,8.148499325848764
PVC,(C2H3Cl)n,138.41796423734735,Base Forte,39.642471824133736
Ibuprofène,O2,18.80430857629807,Acide Fort,70.42489904573227
Eau,(C2H3Cl)n,29.186988019893978,Vitamine,-7.015699769343066
Dioxyde de Carbone,C6H8O6,301.4986651217644,Vitamine,12.780424441267748
Oxygène,CO2,61.18193455667387,Polymère,2.734496770286964
Éthanol,N2,217.75956921646366,Hydrocarbure Aromatique,4.626233128823922
Acétone,(C2H4)n,43.088473885192435,Base Forte,8.076298975731643
Aspirine,C8H10N4O2,18.934403053080842,Alcaloïde,35.33184796036942
Méthane,C13H18O2,37.17314747757797,Acide Fort,135.9940455220443
Acide Acétique,O2,40.665605640133506,Médicament,7.516432949201739
Eau,C8H9NO2,19.22674851102294,Acide Fort,4.706434954648568
Benzène,N2,148.05131620215343,Acide Carboxylique,57.75660524380627
Méthane,C8H10N4O2,35.96563415158023,Acide Carboxylique,37.669767397738255
Polypropylène,H2SO4,171.67782263679553,Hydrocarbure Aromatique,15.99192124944921
Toluène,H2O,13.287360418997324,Base Forte,23.372622828592345
Eau,C2H5OH,56.13215943785516,Glucide,22.747480158317902
Méthane,NaOH,196.96760939232763,Polymère,3.287452529735118
Azote,O2,157.10876483295996,Stéroïde,1.1660447153762137
Aspirine,C7H8,165.57506625483717,Acide Fort,10.87612759793882
Paracétamol,N2,151.02941929962614,Base Forte,-16.772249231671804
PVC,C6H8O6,9.890068302550098,Gaz,1.7938397146575342
Caféine,(C3H6)n,-1.0614701826432835,Gaz,120.13803426585761
Acide Sulfurique,CH3COOH,29.63859583113031,Base Forte,27.990599195923796
Aspirine,C9H8O4,59.06411333681807,Vitamine,29.029456995193495
Polyéthylène,NH3,21.121730607119538,Acide Carboxylique,124.3415995003744
Éthanol,H2SO4,35.57828055648737,Acide Carboxylique,25.229908105740684
Polypropylène,C9H8O4,10.95674779885372,Base Forte,-4.436831470904498
Ammoniaque,NaOH,174.8000238295639,Base Faible,-12.115315604182971
Toluène,C27H46O,174.3471638527299,Médicament,18.60515705851386
Ibuprofène,N2,48.36625864512524,Gaz,-1.3236781409004266
Acide Sulfurique,HCl,140.84550761418868,Gaz,8.55307017599189
Ammoniaque,C2H5OH,36.250053135412415,Base Faible,79.33625318069512
Méthane,(C3H6)n,53.560585473747025,Médicament,-1.0703626472146768
Ammoniaque,C2H5OH,15.725390202765166,Base Forte,16.852059920660587
Polyéthylène,C6H8O6,43.634464849365244,Base Forte,68.12576717956566
Vitamine C,H2SO4,64.21213955364507,Hydrocarbure Aromatique,8.173030974805958
Paracétamol,N2,60.703639615180265,Hydrocarbure Aromatique,10.441742221744374
Benzène,C8H9NO2,6.51826769423165,Médicament,2.4220681696868622
Acide Acétique,C6H6,10.920381039376228,Base Forte,44.078514255797764
Cholestérol,C6H6,162.17146811274648,Polymère,199.41996136287742
