id_transaction,type_transaction,montant,devise,frais,statut,ville,pays
id_transaction_00000104,Virement,312.2347792470995,USD,2.578943194857407,Complétée,Tokyo,Royaume-Uni
id_transaction_00000484,Virement,11291.825890360993,CNY,2.361081146916647,Complétée,Pékin,USA
id_transaction_00000767,Carte,-48.50138082801914,GBP,-4.8382232582569324,Complétée,Londres,Royaume-Uni
id_transaction_00000770,Dépôt,954.7824256928716,EUR,10.744415447508949,Complétée,Paris,France
id_transaction_00000024,Virement,-671.6165321436414,CNY,-4.365923538837289,En attente,Pékin,Allemagne
id_transaction_00000835,Virement,29695.226266022924,USD,3.1902838245460323,Complétée,Washington DC,Maroc
id_transaction_00000637,Carte,3846.4022257067527,ZAR,-4.370004366835789,Rejetée,Pékin,Maroc
id_transaction_00000310,Carte,374.2261504768003,JPY,15.206072287749407,Rejetée,Casablanca,UE
id_transaction_00000131,Retrait,547.0504132283779,JPY,-6.000654930539688,En cours,Pékin,Maroc
id_transaction_00000915,Retrait,828.3485250828893,JPY,-6.771518529049932,En attente,Tokyo,Japon
id_transaction_00000190,Prélèvement,156.0626475181677,EUR,4.214201037924727,En attente,Pékin,France
id_transaction_00000473,Carte,8692.993167459603,USD,7.258832008292787,Complétée,Casablanca,USA
id_transaction_00000517,Carte,901.920257185152,CNY,-6.603146291728744,En attente,New York,Afrique du Sud
id_transaction_00000068,Retrait,516.7341615789629,USD,0.3961572042573307,En attente,Paris,Afrique du Sud
id_transaction_00000886,Virement International,6828.973932495199,ZAR,7.159936318621639,Complétée,Paris,Chine
id_transaction_00000103,Virement International,-223.95201855837104,USD,-7.854200680302093,Complétée,Tokyo,France
id_transaction_00000120,Prélèvement,28891.392629983166,JPY,-2.8180961453465487,Complétée,New York,Maroc
id_transaction_00000749,Retrait,-710.9570770661943,MAD,-10.871891809586309,En attente,Casablanca,USA
id_transaction_00000305,Prélèvement,12377.64196743878,JPY,-5.468951704339337,En cours,New York,USA
id_transaction_00000610,Carte,766.3865203697251,GBP,-10.295245358331758,Complétée,Tokyo,Chine
id_transaction_00000502,Carte,1212.2748556788183,JPY,4.926014988903057,Complétée,New York,Japon
id_transaction_00000563,Dépôt,-479.2583293749161,JPY,-2.740407081674725,Complétée,Pékin,Japon
id_transaction_00000158,Dépôt,1190.3705408351266,JPY,19.286049445637097,Complétée,New York,Afrique du Sud
id_transaction_00000131,Prélèvement,296.28272681714276,EUR,1.293046682802518,Complétée,Tokyo,Japon
id_transaction_00000685,Virement International,518.3353359329817,USD,-13.254424910333956,Complétée,Washington DC,Japon
id_transaction_00000462,Retrait,-819.7344092059806,EUR,2.5239928214783016,Complétée,Pékin,Afrique du Sud
id_transaction_00000183,Virement,2597.17455248067,EUR,-9.718896550966097,Complétée,Pékin,Royaume-Uni
id_transaction_00000211,Retrait,438.8810874986053,USD,-8.459356806139482,Complétée,Rabat,Japon
id_transaction_00000259,Virement,2045.588010230652,USD,3.9598196757589994,En attente,Paris,USA
id_transaction_00000532,Retrait,774.1351581003396,MAD,-9.116299962139554,En attente,Johannesburg,UE
id_transaction_00000216,Carte,5990.655719420749,EUR,0.31216751052004277,Rejetée,New York,Japon
id_transaction_00000546,Virement International,-144.71179875464986,CNY,1.5579737959447821,En attente,Pékin,USA
id_transaction_00000162,Virement,-511.94311170425954,USD,-6.036804131603998,En attente,Washington DC,USA
id_transaction_00000996,Retrait,669.2100896961238,ZAR,8.267000590376254,Complétée,Tokyo,Royaume-Uni
id_transaction_00000252,Carte,-720.564519283882,CNY,-12.985306730715827,Complétée,Casablanca,Royaume-Uni
id_transaction_00000526,Retrait,607.6808261770443,EUR,-0.5253592995894589,En cours,New York,USA
id_transaction_00000484,Retrait,-167.96775724033603,JPY,-6.638220166554745,Complétée,Londres,Royaume-Uni
