id,nom,espece,race,age,poids,sexe,couleur_pelage
ANI_001864,Nala,Poisson,Poisson Rouge,0,11.76,mâle,Noir
ANI_000809,Apollo,Lapin,Nain,3,5.535,mâle,Rayé
ANI_001360,Shadow,Chien,Inséparable,5,1.7325,femelle,Blanc
ANI_001872,Lola,Poisson,Husky,6,302.5875,femelle,Roux
ANI_000839,Sky,Cheval,Perruche,6,14.4675,femelle,Beige
ANI_001576,Duke,Chat,Géant des Flandres,1,5.985,mâle,Beige
ANI_001157,Pepper,Oiseau,Scottish Fold,7,0.12,femelle,Rayé
ANI_000700,Goldie,Chat,Rottweiler,3,3.9000000000000004,mâle,Gris
ANI_001842,Kiwi,Cheval,Mustang,5,1173.4950000000001,mâle,Gris
ANI_001969,Milo,Cheval,Inséparable,2,0.51,mâle,Blanc
ANI_001090,Bunny,Lapin,Bélier,2,3.7800000000000002,femelle,Roux
ANI_001906,Felix,Cheval,Quarter Horse,7,69.405,mâle,Gris
ANI_001264,Milo,Chien,Andalou,5,7.98,mâle,Gris
ANI_000871,Phoenix,Lapin,Européen,13,5.715,mâle,Blanc
ANI_000402,Rex,Cheval,Angora,1,4.050000000000001,femelle,Gris
ANI_000246,Cleo,Chien,Inséparable,5,0.165,femelle,Blanc
ANI_001906,Spirit,Oiseau,Calopsitte,4,3.5625,femelle,Marron
ANI_001267,Oliver,Chat,Golden Retriever,4,647.115,mâle,Blanc
ANI_001123,Bella,Cheval,Quarter Horse,4,0.195,mâle,Marron
ANI_001176,Oreo,Oiseau,Nain,5,5.865,mâle,Noir
ANI_001873,Cottontail,Oiseau,Siamois,10,5.61,mâle,Tacheté
ANI_001013,Shadow,Cheval,Quarter Horse,1,65.85,mâle,Blanc
ANI_001721,Stella,Lapin,Andalou,-1,13.98,femelle,Tricolore
ANI_001381,Peter,Cheval,Bulldog Français,5,9.915000000000001,mâle,Blanc
ANI_000388,Pepper,Lapin,Sphynx,0,1174.32,mâle,Beige
ANI_001918,Bella,Cheval,Mustang,4,7.38,mâle,Tacheté
