id,athlete,sport,pays,resultat,date
id_00000927,Usain Bolt,Basketball,USA,Défaite,2021-02-01
id_00000876,Aryna Sabalenka,Football,USA,Victoire,2020-04-10
id_00000779,Hakim Ziyech,Rugby,Allemagne,Victoire,2021-04-12
id_00000815,Novak Djokovic,Basketball,Afrique du Sud,Victoire,2020-01-07
id_00000366,Aryna Sabalenka,Tennis,Espagne,Victoire,2023-04-07
id_00000906,Antoine Dupont,Rugby,USA,Défaite,2022-03-09
id_00000347,Mohamed Salah,Athlétisme,Allemagne,Victoire,2023-05-25
id_00000388,Erling Haaland,Tennis,USA,Nul,2022-06-22
id_00000691,Achraf Hakimi,Tennis,Espagne,Victoire,2023-04-22
id_00000271,Stephen Curry,Tennis,France,Défaite,2023-05-23
id_00000103,Hakim Ziyech,Basketball,USA,Victoire,2022-06-08
id_00000997,Aryna Sabalenka,Rugby,USA,Victoire,2021-10-06
id_00000515,Kylian Mbappé,Tennis,Maroc,Nul,2020-01-14
id_00000029,Achraf Hakimi,Football,USA,Victoire,2023-07-14
id_00000879,Novak Djokovic,Athlétisme,USA,Victoire,2022-06-10
id_00000819,Kevin Durant,Athlétisme,Maroc,Défaite,2020-12-05
id_00000218,Cheslin Kolbe,Basketball,USA,Victoire,2022-05-16
id_00000198,Giannis Antetokounmpo,Tennis,USA,Victoire,2020-10-14
id_00000135,Giannis Antetokounmpo,Rugby,Afrique du Sud,Défaite,2020-07-31
id_00000592,LeBron James,Tennis,Afrique du Sud,Nul,2020-11-27
id_00000124,Antoine Dupont,Tennis,France,Défaite,2020-05-09
id_00000216,Antoine Dupont,Tennis,USA,Défaite,2023-06-27
id_00000215,Beauden Barrett,Basketball,USA,Défaite,2023-04-26
id_00000099,Achraf Hakimi,Basketball,USA,Victoire,2020-11-15
id_00000185,Achraf Hakimi,Tennis,Maroc,Défaite,2022-01-12
id_00000912,Beauden Barrett,Basketball,Maroc,Défaite,2022-04-03
id_00000638,Kevin Durant,Tennis,USA,Victoire,2021-09-21
id_00000787,Mohamed Salah,Football,Maroc,Victoire,2023-03-28
id_00000515,LeBron James,Tennis,Espagne,Défaite,2021-02-14
id_00000558,Mohamed Salah,Tennis,Nouvelle-Zélande,Victoire,2023-11-29
id_00000153,Novak Djokovic,Rugby,Angleterre,Victoire,2022-09-10
id_00000088,Aryna Sabalenka,Tennis,USA,Victoire,2022-08-24
id_00000555,Novak Djokovic,Rugby,Allemagne,Défaite,2020-12-24
id_00000058,LeBron James,Basketball,USA,Victoire,2021-05-05
id_00000248,Antoine Dupont,Football,Espagne,Victoire,2021-10-16
id_00000259,Kylian Mbappé,Rugby,Angleterre,Victoire,2020-12-26
id_00000869,Aryna Sabalenka,Tennis,USA,Défaite,2022-10-22
id_00000418,LeBron James,Rugby,USA,Victoire,2022-12-06
id_00000589,Giannis Antetokounmpo,Basketball,USA,Victoire,2021-09-18
id_00000722,Beauden Barrett,Basketball,Allemagne,Défaite,2021-10-26
id_00000471,Kylian Mbappé,Football,USA,Défaite,2021-06-17
id_00000592,LeBron James,Football,USA,Défaite,2021-07-30
id_00000463,Kevin Durant,Rugby,USA,Victoire,2020-04-08
id_00000006,Faith Kipyegon,Tennis,Espagne,Victoire,2022-04-24
id_00000982,Kevin Durant,Football,Allemagne,Nul,2020-08-18
id_00000819,Mohamed Salah,Rugby,Afrique du Sud,Défaite,2023-04-23
id_00000370,Kevin Durant,Athlétisme,Allemagne,Nul,2023-10-08
id_00000154,Hakim Ziyech,Rugby,USA,Défaite,2023-02-11
id_00000168,Mohamed Salah,Tennis,USA,Défaite,2021-09-15
id_00000609,Hakim Ziyech,Basketball,USA,Nul,2021-05-28
id_00000127,Mohamed Salah,Rugby,Espagne,Victoire,2021-01-08
id_00000300,Kevin Durant,Basketball,USA,Victoire,2021-11-26
id_00000700,Hakim Ziyech,Rugby,USA,Victoire,2020-01-07
id_00000619,Mondo Duplantis,Athlétisme,Espagne,Défaite,2020-10-09
id_00000880,Kylian Mbappé,Football,Angleterre,Nul,2020-09-26
id_00000489,Novak Djokovic,Athlétisme,USA,Victoire,2021-10-04
id_00000442,Antoine Dupont,Tennis,Espagne,Nul,2022-03-30
id_00000023,Antoine Dupont,Athlétisme,USA,Défaite,2023-06-02
id_00000847,Achraf Hakimi,Athlétisme,Allemagne,Défaite,2021-09-19
id_00000796,Giannis Antetokounmpo,Rugby,Allemagne,Défaite,2021-11-28
id_00000407,Kevin Durant,Football,Nouvelle-Zélande,Victoire,2020-11-20
id_00000008,Kylian Mbappé,Football,Maroc,Nul,2021-09-01
id_00000189,Novak Djokovic,Basketball,Nouvelle-Zélande,Victoire,2020-04-10
id_00000046,LeBron James,Basketball,Espagne,Victoire,2020-07-22
id_00000044,Kevin Durant,Football,Afrique du Sud,Nul,2022-01-14
id_00000226,Antoine Dupont,Basketball,Nouvelle-Zélande,Victoire,2020-11-17
id_00000573,Achraf Hakimi,Tennis,Allemagne,Victoire,2023-09-29
id_00000440,Kylian Mbappé,Football,Afrique du Sud,Défaite,2021-09-29
id_00000866,Giannis Antetokounmpo,Football,France,Victoire,2021-08-26
id_00000998,Novak Djokovic,Basketball,USA,Victoire,2023-04-01
id_00000441,Erling Haaland,Rugby,USA,Défaite,2020-07-04
id_00000893,Usain Bolt,Athlétisme,USA,Nul,2023-05-22
id_00000328,Faith Kipyegon,Tennis,USA,Défaite,2021-12-23
id_00000447,Beauden Barrett,Basketball,Maroc,Nul,2020-09-26
id_00000487,Hakim Ziyech,Athlétisme,Espagne,Nul,2023-08-27
id_00000322,Carlos Alcaraz,Basketball,USA,Victoire,2023-12-25
id_00000422,Faith Kipyegon,Tennis,Angleterre,Défaite,2023-04-09
id_00000105,LeBron James,Football,USA,Victoire,2022-06-16
id_00000887,Hakim Ziyech,Rugby,Angleterre,Nul,2021-11-18
id_00000422,Antoine Dupont,Football,USA,Défaite,2020-11-21
id_00000294,Novak Djokovic,Rugby,Afrique du Sud,Défaite,2021-08-13
id_00000831,Beauden Barrett,Rugby,USA,Victoire,2022-12-23
id_00000617,Erling Haaland,Football,Maroc,Nul,2021-10-27
