nom_molecule,formule_chimique,masse_molaire,categorie,concentration
Dioxyde de Carbone,NH3,51.32150762593789,Polymère,85.15174213001372
Cholestérol,NaOH,227.02115162614479,Alcaloïde,16.802467432864784
Méthane,CO2,146.88533173637842,Cétone,26.899802090501503
Vitamine C,CH3COOH,169.24814310642887,Acide Fort,32.77316516781242
Acide Chlorhydrique,HCl,303.481302324256,Hydrocarbure,-3.9294491190432224
Éthanol,C6H8O6,178.1823949815084,Hydrocarbure,237.11670138464436
Acide Acétique,(C3H6)n,6.728803916864511,Acide Fort,10.662701773139947
Polyéthylène,CH4,95.36164243590684,Alcool,23.93097067868197
Azote,C2H5OH,37.900994607514576,Médicament,63.997185354017056
Benzène,C6H8O6,177.19342360032502,Hydrocarbure,23.79231674278749
Benzène,O2,3.1829638352003577,Alcaloïde,8.826431376039627
Hydroxyde de Sodium,(C3H6)n,193.456447150524,Acide Fort,18.694563253812866
Ibuprofène,CH3COOH,183.91422992813543,Alcool,14.354164161985452
Azote,C3H6O,18.077026067932557,Alcaloïde,3.659799358902678
Benzène,H2SO4,328.1425357479728,Gaz,6.687407200230013
Vitamine C,NH3,34.97829887352919,Polymère,21.443101517692604
PVC,C8H9NO2,13.155680741808393,Gaz,16.32315249924657
Hydroxyde de Sodium,C6H6,183.1220023429836,Glucide,0.3911586861003826
Benzène,C6H12O6,3.7216618645972517,Stéroïde,-8.914181570555812
Paracétamol,C8H9NO2,56.91245881306202,Base Faible,8.921648133691203
Oxygène,(C3H6)n,12.848315616411142,Cétone,155.024609915194
Paracétamol,C2H5OH,49.52716178160091,Hydrocarbure Aromatique,19.054667043506402
Oxygène,(C3H6)n,-0.08031385202203722,Stéroïde,4.312373320987437
Paracétamol,HCl,96.17568637935216,Alcool,60.23404071895672
Polypropylène,C6H12O6,321.61247225667756,Hydrocarbure Aromatique,3.4016469563139973
Vitamine C,C13H18O2,142.18252604855658,Base Faible,11.991808708897498
Cholestérol,C7H8,158.27543944943264,Cétone,80.15724609237726
PVC,C8H9NO2,31.448023383392876,Inorganique,19.214277622521955
Azote,C2H5OH,201.26409228479673,Acide Carboxylique,19.737087662360793
PVC,CH4,141.7543035375225,Vitamine,2.1089147742294356
Glucose,C9H8O4,65.8573491128715,Médicament,725.7404513203343
Méthane,H2O,190.77714388350083,Gaz,15.186648829125932
Ibuprofène,C6H12O6,14.536332897470597,Glucide,-0.13893514042059074
Polypropylène,H2SO4,176.75663533646798,Médicament,19.670990810060516
Acétone,H2SO4,176.60037019288345,Hydrocarbure Aromatique,10.236818061431375
Benzène,C8H10N4O2,122.93407592060434,Polymère,-2.5140773836001697
Toluène,C9H8O4,24.82733576166695,Gaz,95.36548536539748
Acide Sulfurique,CH3COOH,9.652916244343839,Stéroïde,11.377288021568358
Glucose,O2,53.457072184185414,Glucide,62.14343585952726
Polypropylène,C6H12O6,35.87205137176549,Base Forte,13.559780965678058
Ibuprofène,C2H5OH,12.425669787994693,Acide Carboxylique,-6.046900529760651
Hydroxyde de Sodium,H2O,53.23443440875923,Inorganique,27.473695029270218
Polyéthylène,C6H6,149.60806307884258,Acide Carboxylique,102.81510542012305
Caféine,(C3H6)n,172.0348933532204,Alcool,52.41448935735252
Hydroxyde de Sodium,H2O,188.19009913904605,Médicament,145.7447913494878
Acide Acétique,C6H6,-2.667860615951568,Stéroïde,-13.754142891725916
Ibuprofène,C8H10N4O2,8.096428392511495,Acide Carboxylique,38.5927636890726
Acide Sulfurique,C6H8O6,80.04357527854762,Base Forte,78.59118892139011
Polyéthylène,(C3H6)n,13.13651652986946,Acide Carboxylique,13.256414463439018
Dioxyde de Carbone,H2O,3.3534564437395353,Acide Fort,13.715994957028895
Azote,C9H8O4,29.536804103132702,Acide Fort,-21.073904856198304
Polypropylène,C13H18O2,54.93265385738766,Base Forte,-2.821237782193834
Benzène,C6H8O6,24.747806476753524,Gaz,-1.5624711678072325
Dioxyde de Carbone,N2,152.2079247444493,Glucide,5.311486889213004
Vitamine C,(C3H6)n,6.966659949056336,Hydrocarbure,1036.2426193833633
Ammoniaque,N2,58.23179349371545,Alcool,25.954899902234608
Cholestérol,C7H8,32.227011057822295,Gaz,7.4694002199999545
Acétone,NH3,31.50992533263973,Hydrocarbure,8.672456803070427
Polyéthylène,C7H8,-13.61543019150185,Vitamine,79.3582593454307
Acide Chlorhydrique,NaOH,26.552145645443993,Base Faible,116.04388754110641
Vitamine C,CH4,15.530918694791474,Hydrocarbure,-1.4041365490477533
Eau,C27H46O,20.87537459511738,Base Faible,15.91900182003523
Acétone,C6H12O6,143.98786200717257,Base Forte,87.70224461840425
Acide Chlorhydrique,NaOH,28.528492215765276,Stéroïde,49.84035535192345
Toluène,O2,92.67612448752746,Alcool,-5.619559504607065
Glucose,C2H5OH,10.576758886158991,Stéroïde,8.199976598451007
Cholestérol,C8H10N4O2,7.999920243822896,Polymère,76.81894691537691
Acide Chlorhydrique,C6H8O6,174.85196224009803,Polymère,11.185926113875492
Azote,C9H8O4,155.55829787056615,Gaz,29.142925672527277
Azote,C7H8,67.7721113846169,Médicament,11.218226754256266
Acide Sulfurique,C7H8,17.638931362693725,Médicament,115.08109170910751
Acide Acétique,(C2H3Cl)n,10.431340805450063,Acide Fort,972.5689596825985
Azote,C6H6,123.06671831287554,Gaz,1.2830433905680536
Acide Sulfurique,(C3H6)n,32.42272105636889,Hydrocarbure Aromatique,217.53424643366347
Glucose,H2SO4,128.40835216734706,Base Forte,94.34578147566592
Polypropylène,H2O,180.12056723860508,Hydrocarbure Aromatique,21.03054878457725
Méthane,(C2H3Cl)n,9.552938887098641,Hydrocarbure Aromatique,7.424452280097924
Méthane,NaOH,402.4205859867392,Base Faible,-9.057573551604566
Cholestérol,C9H8O4,112.36329555882003,Polymère,92.88801491321819
Eau,C6H12O6,39.04867590316641,Hydrocarbure,19.72521041875679
Méthane,O2,103.07136383026884,Polymère,3.6849277432677674
Acétone,C27H46O,199.31237696289188,Cétone,16.447976014602688
Polypropylène,C6H6,2.5245772665111375,Base Forte,85.63080478956935
Acide Chlorhydrique,H2SO4,159.01360132593547,Hydrocarbure Aromatique,123.61009769195465
Benzène,C6H8O6,167.4728424147648,Glucide,-1.4311615726409403
Éthanol,C2H5OH,140.6042748074135,Glucide,-11.107754360346771
Polyéthylène,CH4,13.33475267778535,Base Faible,18.148195218466473
Caféine,(C3H6)n,17.806071247051193,Médicament,97.12574018226857
Acide Acétique,(C2H4)n,40.139019031411635,Médicament,749.4533359173068
Glucose,C9H8O4,57.17626384678729,Base Faible,40.82147233038252
PVC,C6H12O6,181.20589534061187,Cétone,64.26582404901465
Méthane,(C2H4)n,28.79148769332082,Inorganique,602.6937273449776
Aspirine,C6H8O6,168.74642982979532,Acide Fort,98.92760125447899
Eau,C9H8O4,73.35869862813092,Gaz,74.62728801572375
Vitamine C,(C2H3Cl)n,178.91448433171524,Médicament,-0.6517673564264559
Méthane,CO2,76.027367925428,Hydrocarbure Aromatique,27.045078661758986
Eau,C27H46O,366.22752203909675,Alcool,59.72906699007575
Éthanol,C8H10N4O2,4.461324139733616,Stéroïde,11.900229982721807
Eau,C6H8O6,31.62676956495826,Base Forte,-0.9577679596687156
Hydroxyde de Sodium,CH3COOH,44.034975270193314,Base Faible,30.342127832737205
Eau,(C2H4)n,109.45725611977026,Glucide,66.66494045095608
Acide Chlorhydrique,(C2H4)n,23.39909214205386,Gaz,80.78401804015621
Oxygène,NH3,18.327188576735963,Base Forte,11.229439139150564
Eau,C6H12O6,217.23443537881997,Acide Fort,17.14055364783449
Acide Acétique,CO2,49.151481377929514,Médicament,80.8074241496756
Eau,C2H5OH,195.31556001714523,Acide Fort,296.9967862777323
Glucose,N2,-3.739992931543668,Médicament,4.6004785044009475
Toluène,(C3H6)n,52.52947929262814,Acide Carboxylique,26.18426088005093
Caféine,C8H10N4O2,60.944141216437096,Alcaloïde,-4.780617798882578
PVC,CO2,18.592362723911066,Inorganique,12.147823119055738
Caféine,C27H46O,133.44661679958097,Gaz,724.55135341188
Polypropylène,C27H46O,413.1644182694678,Gaz,15.967263726598077
Vitamine C,C3H6O,1.3895400121180757,Médicament,500.69499193006885
Ibuprofène,C3H6O,3.40081662711998,Médicament,43.92700240318017
Polypropylène,N2,2.787062143987626,Médicament,14.993953496623089
Cholestérol,CO2,23.591255064771516,Médicament,10.815314343496823
Aspirine,C2H5OH,203.68617387300418,Acide Fort,12.395131404213858
Vitamine C,NaOH,46.091652936444305,Alcool,1.8525406833196811
Vitamine C,HCl,72.41829779403011,Base Faible,26.230684824825456
Acide Acétique,C27H46O,160.40386191578128,Polymère,713.1902400924062
Caféine,C3H6O,204.8761307918208,Médicament,12.124845948071531
Polypropylène,C8H10N4O2,30.192288691525672,Polymère,-7.191984955366091
Cholestérol,C8H9NO2,50.2115519831608,Acide Fort,52.18504436633483
Cholestérol,C13H18O2,16.65846131187866,Polymère,113.21579871556364
Toluène,C3H6O,-1.9954824168404102,Vitamine,47.887827057569574
Ibuprofène,(C2H3Cl)n,4.525201469838034,Médicament,-9.15819089600101
Eau,NH3,45.253008485787376,Hydrocarbure Aromatique,29.297086105989155
Polypropylène,C27H46O,11.06517618190638,Hydrocarbure,27.17633920347204
Méthane,C9H8O4,33.64604496008968,Médicament,-5.321686737301079
Méthane,C3H6O,47.88850713995822,Acide Carboxylique,8.788990438627241
Glucose,CH3COOH,125.99300297634272,Cétone,-5.727147728240851
Méthane,C7H8,-12.883769886466844,Médicament,12.744167397245501
Acide Chlorhydrique,C2H5OH,201.5487954444563,Polymère,8.484858669183769
Dioxyde de Carbone,C8H10N4O2,-11.114861803851191,Hydrocarbure,26.140798060535317
Ammoniaque,C3H6O,23.24293639661294,Acide Fort,17.203129457545472
Benzène,H2SO4,146.9808833289976,Base Faible,10.0651047058852
Éthanol,(C3H6)n,25.839227920678624,Stéroïde,-12.97159924721835
Oxygène,H2SO4,32.87732200958618,Médicament,13.979964255429046
