id,valeur,categorie
2843,15.502308174127178,A
9486,9.278283668554888,D
5798,8.18407808154964,C
6790,43.24699202300205,C
7257,67.64501210759344,B
7858,41.512931031245536,B
1010,57.228383971796795,D
2140,36.86461726209435,A
8263,76.07436369778503,C
9251,8.325953027907506,D
4495,36.10218415864753,C
8371,75.97210246890653,B
3062,18.306440991435924,B
9412,55.20630869499755,B
2177,61.707379974094486,B
2568,70.20737292626609,C
606,64.36337423283763,B
9796,21.288289071712306,B
7682,50.183157093917295,A
4367,80.53796364994726,B
2019,55.75414118326544,C
5519,43.78338382480757,C
3465,82.84447510259282,B
5139,80.28336708814739,B
2870,70.02960892509672,A
9355,3.1124894390667235,D
3219,6.281784028608961,D
3465,74.88235893662726,B
2163,98.85887728091468,C
5561,44.38183505177214,D
2433,45.671228154997515,C
3085,4.584368272312577,C
4739,50.71959666274092,B
7363,42.78828178951429,A
4164,78.03860824682705,B
1915,33.221256185050564,A
7488,53.90849342848673,D
788,14.707521722770899,C
8721,26.78037802269437,A
3294,56.231728520413036,B
5054,77.5025182869978,D
5294,70.63920597262815,A
1312,41.12866348297089,C
7084,15.873291124966105,B
1807,9.625180487716866,D
8644,55.227491489381606,B
9067,54.384610649081566,C
5649,67.83180101464662,C
9563,99.20265439136615,B
6252,92.2012749573607,D
6629,6.892387474180284,D
4201,6.206071887958842,D
482,40.235564157723026,D
8224,46.24833717368503,B
617,58.63505302805885,C
1838,79.94684828568478,C
148,91.33757631906563,C
8526,29.413907471549695,C
6031,47.24884578840126,B
6866,30.999539317764114,D
9619,32.43652958963169,A
1261,87.39526867001649,B
6725,3.451645264044667,A
908,30.461928013333782,B
958,83.78958356618578,B
3912,67.53220301931205,B
7824,34.11302150024288,A
2378,25.188217825410455,C
5336,86.53295916972532,B
5189,54.31937853696061,A
2130,86.54113897705574,A
3776,36.45698793230012,A
7561,18.747807599595333,B
1703,0.5962563628979289,C
6218,71.74681768005622,B
3531,64.16145202787311,A
1257,18.01248268937944,D
7317,39.82892114768439,A
2242,59.848658143753575,A
6793,38.648350471658176,B
8501,84.19846082354312,A
4405,82.02596602912875,B
3182,25.113055283238104,C
5516,83.06846639115561,C
6185,81.9306827854178,C
9608,11.901947015676395,A
