id,type_vehicule,marque_voiture,modele,annee_fabrication,prix,kilometrage
VEH_000894,Avion,MAN,T High,1970-01-01 00:00:00.000002025,-4512177,287579
VEH_000492,Moto,Kawasaki,Série 5,1970-01-01 00:00:00.000002023,12389050,192721
VEH_000309,Voiture,Bombardier,TGV,1970-01-01 00:00:00.000002023,-2938898,28164
VEH_000791,Camion,Dacia,Touring,1970-01-01 00:00:00.000002024,-5461211,25960
VEH_000217,Bus,BMW,Vectron,1970-01-01 00:00:00.000002024,151058,157642
VEH_000616,Bus,Audi,GLE,1970-01-01 00:00:00.000002024,2473055,29468
VEH_000113,Moto,Toyota,K,1970-01-01 00:00:00.000002025,-1871384,67773
VEH_000423,Moto,Kawasaki,787 Dreamliner,1970-01-01 00:00:00.000002023,31135449,29448
VEH_000828,Avion,MAN,3008,1970-01-01 00:00:00.000002025,-2179747,51052
VEH_000225,Voiture,Dacia,E175,1970-01-01 00:00:00.000002022,-2866103,86120
VEH_000285,Moto,Scania,Atego,1970-01-01 00:00:00.000002023,-3075625,166593
VEH_000585,Bus,Bombardier,Citywide,1970-01-01 00:00:00.000002026,-2080724,140416
VEH_000279,Avion,Embraer,Sprinter,1970-01-01 00:00:00.000002026,-3249895,46716
VEH_000393,Train,Suzuki,Ninja 650,1970-01-01 00:00:00.000002022,-1565357,56712
VEH_000072,Bus,Alstom,Urbos,1970-01-01 00:00:00.000002024,2481693,174630
VEH_000732,Bus,Audi,Interlink,1970-01-01 00:00:00.000002023,45479,121523
VEH_000730,Voiture,Bombardier,Citaro,1970-01-01 00:00:00.000002026,-761601,56875
VEH_000002,Train,Ducati,Versys,1970-01-01 00:00:00.000002024,-1558683,49084
VEH_000916,Bus,MAN,777,1970-01-01 00:00:00.000002022,-1022891,83559
VEH_000834,Bus,Iveco,Q5,1970-01-01 00:00:00.000002022,-1188763,196339
VEH_000049,Bus,MAN,A3,1970-01-01 00:00:00.000002025,-2808926,136388
VEH_000727,Bus,Mercedes,Série 5,1970-01-01 00:00:00.000002022,-1752910,48566
VEH_000195,Train,Renault,Urbanway,1970-01-01 00:00:00.000002025,-4518191,24422
VEH_000861,Voiture,BMW,CB 500,1970-01-01 00:00:00.000002022,754108,107703
VEH_000541,Voiture,Ducati,9700,1970-01-01 00:00:00.000002023,-1978042,129605
VEH_000060,Moto,Suzuki,CBR 600,1970-01-01 00:00:00.000002022,-1888437,54580
VEH_000205,Train,Dacia,Atego,1970-01-01 00:00:00.000002023,1135908,46758
VEH_000028,Moto,Iveco,S Series,1970-01-01 00:00:00.000002024,1256375,215759
