id,type_vehicule,marque_voiture,modele,annee_fabrication,prix,kilometrage
VEH_000180,Bus,Airbus,CB 500,1970-01-01 00:00:00.000002024,1094677,51248
VEH_000341,Bus,Boeing,308,1970-01-01 00:00:00.000002022,36679989,150234
VEH_000162,Avion,Yamaha,Citywide,1970-01-01 00:00:00.000002024,-1585015,318769
VEH_000772,Moto,Alstom,T-Roc,1970-01-01 00:00:00.000002023,-6316444,4524
VEH_000268,Train,MAN,Logan,1970-01-01 00:00:00.000002023,3572299,152728
VEH_000222,Avion,Alstom,Evadys,1970-01-01 00:00:00.000002022,95898,135238
VEH_000633,Bus,Audi,Spring,1970-01-01 00:00:00.000002023,2961010,210790
VEH_000422,Moto,Bombardier,Civity,1970-01-01 00:00:00.000002024,-3427657,183133
VEH_000839,Bus,MAN,Captur,1970-01-01 00:00:00.000002025,-4127465,30192
VEH_000349,Avion,Scania,V-Strom,1970-01-01 00:00:00.000002025,572345,62647
VEH_000372,Camion,Yamaha,Lion's Coach,1970-01-01 00:00:00.000002023,-25828,22825
VEH_000543,Voiture,Alstom,Versys,1970-01-01 00:00:00.000002023,-524561,90646
VEH_000211,Camion,BMW,A350,1970-01-01 00:00:00.000002023,1935352,22927
VEH_000925,Bus,Iveco,Eurocargo,1970-01-01 00:00:00.000002025,283611,63455
VEH_000398,Moto,Bombardier,Burgman,1970-01-01 00:00:00.000002025,1277474,24383
VEH_000262,Moto,Volvo,Ninja 650,1970-01-01 00:00:00.000002025,13534078,289085
VEH_000468,Bus,Mercedes,Urbanway,1970-01-01 00:00:00.000002022,4274063,6332
VEH_000801,Avion,Toyota,C,1970-01-01 00:00:00.000002023,1836343,22815
VEH_000497,Train,Boeing,208,1970-01-01 00:00:00.000002023,3148747,762
VEH_000104,Moto,Airbus,TGX,1970-01-01 00:00:00.000002024,279558278,70210
VEH_000671,Bus,Yamaha,777,1970-01-01 00:00:00.000002025,5453694,146186
VEH_000513,Moto,Siemens,YZF-R6,1970-01-01 00:00:00.000002022,96067087,234658
VEH_000349,Voiture,Siemens,S 1000 RR,1970-01-01 00:00:00.000002026,-3554147,105403
VEH_000982,Camion,Yamaha,A350,1970-01-01 00:00:00.000002023,-2818257,132671
VEH_000733,Camion,Kawasaki,9700,1970-01-01 00:00:00.000002022,13631405,145699
VEH_000234,Bus,Bombardier,P Series,1970-01-01 00:00:00.000002023,97464594,19618
VEH_000256,Moto,Airbus,A380,1970-01-01 00:00:00.000002025,-1549156,232460
VEH_000916,Camion,Toyota,E175,1970-01-01 00:00:00.000002023,34669775,183383
VEH_000134,Avion,Audi,MT-07,1970-01-01 00:00:00.000002022,-2728501,161649
VEH_000075,Camion,Iveco,E190,1970-01-01 00:00:00.000002025,32219556,39413
VEH_000859,Camion,Suzuki,A330,1970-01-01 00:00:00.000002023,80725887,65448
VEH_000405,Train,Dacia,9900,1970-01-01 00:00:00.000002026,-163186,56447
VEH_000002,Moto,Airbus,Evadys,1970-01-01 00:00:00.000002022,1478580,16316
VEH_000589,Voiture,Boeing,Logan,1970-01-01 00:00:00.000002024,-4140315,154023
VEH_000361,Bus,Scania,Urbos,1970-01-01 00:00:00.000002023,-2323667,21811
VEH_000636,Voiture,Honda,E175,1970-01-01 00:00:00.000002024,239048062,80297
VEH_000643,Bus,Airbus,Vectron,1970-01-01 00:00:00.000002024,-2552125,22402
VEH_000786,Camion,Iveco,Atego,1970-01-01 00:00:00.000002024,2243013,196013
VEH_000357,Voiture,Volkswagen,CRJ1000,1970-01-01 00:00:00.000002022,-666658,131954
VEH_000872,Bus,Yamaha,Sprinter,1970-01-01 00:00:00.000002022,2005855,75135
VEH_000204,Bus,Toyota,Logan,1970-01-01 00:00:00.000002024,-3406259,101636
VEH_000709,Train,Renault,737,1970-01-01 00:00:00.000002024,-2131144,154186
VEH_000776,Camion,Mercedes,3008,1970-01-01 00:00:00.000002024,-332791,-8153
VEH_000412,Moto,Audi,Velaro,1970-01-01 00:00:00.000002023,3023325,22302
VEH_000974,Avion,Scania,Evadys,1970-01-01 00:00:00.000002022,16255419,216954
VEH_000827,Train,Embraer,Crossway,1970-01-01 00:00:00.000002024,24169762,326613
VEH_000904,Camion,Bombardier,Multistrada,1970-01-01 00:00:00.000002025,364479,22616
VEH_000842,Voiture,Volvo,3008,1970-01-01 00:00:00.000002023,21505861,251387
VEH_000755,Train,Suzuki,5008,1970-01-01 00:00:00.000002024,32381461,46847
VEH_000913,Train,Volvo,P Series,1970-01-01 00:00:00.000002022,1683639,156695
VEH_000532,Moto,Renault,E195,1970-01-01 00:00:00.000002026,5966059,67087
VEH_000211,Train,Bombardier,Vectron,1970-01-01 00:00:00.000002023,71706288,130178
VEH_000120,Avion,Audi,Multistrada,1970-01-01 00:00:00.000002022,48504730,78525
VEH_000943,Train,Yamaha,A330,1970-01-01 00:00:00.000002022,158700294,37833
VEH_000730,Moto,BMW,Talent,1970-01-01 00:00:00.000002022,68315,21526
VEH_000756,Bus,Volvo,Classe C,1970-01-01 00:00:00.000002024,78479857,152788
VEH_000029,Bus,MAN,A320,1970-01-01 00:00:00.000002025,-4694418,8802
VEH_000609,Avion,Siemens,Africa Twin,1970-01-01 00:00:00.000002025,11554599,91929
VEH_000045,Camion,Suzuki,Q5,1970-01-01 00:00:00.000002022,213286669,61170
VEH_000194,Moto,Airbus,Q5,1970-01-01 00:00:00.000002022,13527085,197815
VEH_000646,Avion,Scania,P Series,1970-01-01 00:00:00.000002022,155204,106284
VEH_000644,Camion,Iveco,A4,1970-01-01 00:00:00.000002024,-3426244,29554
VEH_000632,Train,Scania,TGX,1970-01-01 00:00:00.000002023,3335387,52288
VEH_000503,Avion,Alstom,Crossway,1970-01-01 00:00:00.000002023,233083051,146738
VEH_000477,Moto,Embraer,AGV,1970-01-01 00:00:00.000002023,-4490299,28884
VEH_000103,Avion,Bombardier,FM,1970-01-01 00:00:00.000002022,2182006,36794
VEH_000187,Camion,Boeing,PCX,1970-01-01 00:00:00.000002026,-3616148,3679
VEH_000924,Avion,Scania,Interlink,1970-01-01 00:00:00.000002022,2490340,168681
VEH_000999,Camion,Mercedes,A350,1970-01-01 00:00:00.000002025,3543676,51107
VEH_000515,Camion,Volkswagen,Land Cruiser,1970-01-01 00:00:00.000002022,127075459,9415
VEH_000542,Bus,Mercedes,GSX-R,1970-01-01 00:00:00.000002022,1667468,76061
VEH_000451,Voiture,Honda,777,1970-01-01 00:00:00.000002024,142854718,212408
VEH_000417,Train,Siemens,X3,1970-01-01 00:00:00.000002024,164739518,16359
VEH_000299,Train,Siemens,Ninja 650,1970-01-01 00:00:00.000002023,58387556,-12264
VEH_000608,Voiture,Kawasaki,S Series,1970-01-01 00:00:00.000002024,23407180,24727
VEH_000238,Train,Boeing,Zefiro,1970-01-01 00:00:00.000002024,-4906148,29819
VEH_000390,Camion,Embraer,P Series,1970-01-01 00:00:00.000002023,12881774,69986
VEH_000444,Bus,Honda,9700,1970-01-01 00:00:00.000002025,-650235,36070
VEH_000708,Voiture,Embraer,Q3,1970-01-01 00:00:00.000002025,-3239505,28657
VEH_000013,Voiture,Airbus,S 1000 RR,1970-01-01 00:00:00.000002023,2274057,45329
VEH_000591,Train,Iveco,Lion's Coach,1970-01-01 00:00:00.000002023,-1673204,20654
VEH_000522,Train,Embraer,208,1970-01-01 00:00:00.000002022,-519030,110013
VEH_000152,Avion,Volkswagen,Civity,1970-01-01 00:00:00.000002023,-1628426,49062
VEH_000075,Camion,Yamaha,7900,1970-01-01 00:00:00.000002022,342974848,184667
VEH_000241,Moto,MAN,Versys,1970-01-01 00:00:00.000002024,19147602,110773
VEH_000487,Moto,Volvo,Coradia,1970-01-01 00:00:00.000002023,-4300295,95381
VEH_000755,Moto,Alstom,P Series,1970-01-01 00:00:00.000002025,-139381,20262
VEH_000276,Camion,Embraer,Land Cruiser,1970-01-01 00:00:00.000002022,161092145,51482
VEH_000095,Camion,BMW,FMX,1970-01-01 00:00:00.000002023,372984,20337
VEH_000983,Train,Bombardier,Lion's City,1970-01-01 00:00:00.000002023,-383134,22058
VEH_000217,Avion,CAF,Evadys,1970-01-01 00:00:00.000002023,500289,21005
VEH_000508,Moto,Audi,FMX,1970-01-01 00:00:00.000002022,58267,20787
VEH_000242,Train,Alstom,T-Roc,1970-01-01 00:00:00.000002024,-3781773,43045
VEH_000123,Avion,Honda,YZF-R6,1970-01-01 00:00:00.000002023,1069456,33748
VEH_000903,Voiture,Airbus,Zefiro,1970-01-01 00:00:00.000002024,1655102,25848
VEH_000636,Bus,Iveco,RAV4,1970-01-01 00:00:00.000002024,-5586296,-8996
VEH_000523,Avion,Kawasaki,TGV,1970-01-01 00:00:00.000002024,-478381,40207
VEH_000442,Bus,MAN,747,1970-01-01 00:00:00.000002024,-3251889,49862
VEH_000624,Camion,Yamaha,E195,1970-01-01 00:00:00.000002024,-2590526,4501
VEH_000020,Moto,Renault,CRJ900,1970-01-01 00:00:00.000002024,-2807307,117863
VEH_000261,Voiture,Airbus,Atego,1970-01-01 00:00:00.000002024,-6354711,162709
VEH_000297,Moto,Mercedes,A350,1970-01-01 00:00:00.000002023,-4658144,77213
VEH_000412,Camion,Ducati,R 1250 GS,1970-01-01 00:00:00.000002024,25580427,121710
VEH_000933,Bus,Volvo,Captur,1970-01-01 00:00:00.000002023,-5610896,30972
VEH_000737,Bus,Alstom,Crossway,1970-01-01 00:00:00.000002025,14510963,130696
VEH_000836,Camion,Renault,Desiro,1970-01-01 00:00:00.000002024,-1598655,-8046
VEH_000139,Bus,Yamaha,Lion's Coach,1970-01-01 00:00:00.000002023,3716958,4510
VEH_000213,Voiture,Dacia,Série 5,1970-01-01 00:00:00.000002026,-3341605,4528
VEH_000775,Voiture,Renault,Urbos,1970-01-01 00:00:00.000002022,230001292,178640
VEH_000801,Bus,Mercedes,A350,1970-01-01 00:00:00.000002023,-1709458,26526
VEH_000836,Moto,Kawasaki,K,1970-01-01 00:00:00.000002023,22411563,50414
VEH_000574,Moto,Alstom,Talent,1970-01-01 00:00:00.000002022,24509216,42317
VEH_000500,Bus,Iveco,X5,1970-01-01 00:00:00.000002026,3098295,129709
VEH_000125,Train,Yamaha,Lion's City,1970-01-01 00:00:00.000002024,-230672,37132
VEH_000322,Train,Dacia,E195,1970-01-01 00:00:00.000002023,2457547,61298
VEH_000833,Train,Bombardier,YZF-R6,1970-01-01 00:00:00.000002024,113723,25946
VEH_000765,Avion,BMW,Eurocargo,1970-01-01 00:00:00.000002022,918907,54714
VEH_000197,Moto,CAF,R1,1970-01-01 00:00:00.000002025,4599379,54363
VEH_000757,Train,Bombardier,Multistrada,1970-01-01 00:00:00.000002024,-3181240,23525
VEH_000016,Avion,Iveco,Tourismo,1970-01-01 00:00:00.000002022,184382404,17436
VEH_000940,Moto,Boeing,Eurocargo,1970-01-01 00:00:00.000002023,-746077,94218
VEH_000127,Moto,Boeing,Crossway,1970-01-01 00:00:00.000002024,2598330,237690
VEH_000149,Train,Airbus,Corolla,1970-01-01 00:00:00.000002024,-5253241,1178
VEH_000958,Avion,Scania,V-Strom,1970-01-01 00:00:00.000002023,1455958,156362
VEH_000011,Avion,Iveco,747,1970-01-01 00:00:00.000002024,-439275,121670
VEH_000084,Avion,Bombardier,Passat,1970-01-01 00:00:00.000002023,801986,25065
VEH_000603,Camion,Iveco,CRJ1000,1970-01-01 00:00:00.000002024,238506243,143975
VEH_000385,Moto,Kawasaki,Corolla,1970-01-01 00:00:00.000002024,2243456,135024
VEH_000803,Voiture,Suzuki,Versys,1970-01-01 00:00:00.000002022,242445,94944
VEH_000190,Moto,Alstom,R 1250 GS,1970-01-01 00:00:00.000002024,-3037973,123687
VEH_000078,Train,BMW,Logan,1970-01-01 00:00:00.000002023,20684808,176009
VEH_000666,Avion,Renault,MT-07,1970-01-01 00:00:00.000002023,78486477,31346
VEH_000496,Camion,Siemens,Ninja 650,1970-01-01 00:00:00.000002024,-810417,57304
VEH_000132,Voiture,Embraer,FMX,1970-01-01 00:00:00.000002024,1730948,3992
VEH_000475,Avion,Siemens,Vectron,1970-01-01 00:00:00.000002023,-5254774,38997
VEH_000475,Train,Audi,Logan,1970-01-01 00:00:00.000002024,-1617521,26797
VEH_000597,Camion,Renault,MT-07,1970-01-01 00:00:00.000002025,-365344,10581
VEH_000313,Avion,Audi,TGL,1970-01-01 00:00:00.000002024,758419,88782
VEH_000959,Train,Peugeot,Atego,1970-01-01 00:00:00.000002023,697424,162806
VEH_000529,Train,Alstom,Zefiro,1970-01-01 00:00:00.000002024,35935765,122437
VEH_000824,Avion,Suzuki,AGV,1970-01-01 00:00:00.000002024,-8063983,90160
VEH_000718,Train,Bombardier,9900,1970-01-01 00:00:00.000002023,185509722,58016
VEH_000546,Train,Ducati,Urbanway,1970-01-01 00:00:00.000002022,1200716,119108
VEH_000536,Avion,BMW,Interlink,1970-01-01 00:00:00.000002024,-1017077,15073
VEH_000562,Moto,Kawasaki,Crossway,1970-01-01 00:00:00.000002024,183827227,141931
VEH_000444,Moto,Kawasaki,Panigale,1970-01-01 00:00:00.000002024,1776711,39395
VEH_000672,Avion,Volvo,Eurocargo,1970-01-01 00:00:00.000002023,-1781104,123355
VEH_000002,Train,Embraer,S Series,1970-01-01 00:00:00.000002025,650213,142267
VEH_000103,Camion,Mercedes,A330,1970-01-01 00:00:00.000002025,498356,25668
VEH_000869,Moto,Yamaha,Panigale,1970-01-01 00:00:00.000002023,3569431,46832
VEH_000162,Train,Bombardier,GSX-R,1970-01-01 00:00:00.000002022,1386540,161631
VEH_000339,Train,Boeing,Classe A,1970-01-01 00:00:00.000002024,-505363,13949
VEH_000496,Voiture,Iveco,A350,1970-01-01 00:00:00.000002025,-3239568,126712
VEH_000565,Moto,Yamaha,i4,1970-01-01 00:00:00.000002022,2497644,117901
VEH_000358,Bus,Renault,S Series,1970-01-01 00:00:00.000002023,-355493,156813
VEH_000581,Bus,BMW,e-tron,1970-01-01 00:00:00.000002023,-16074,198140
VEH_000580,Moto,Yamaha,Daily,1970-01-01 00:00:00.000002024,-397781,58046
VEH_000807,Bus,Embraer,FH,1970-01-01 00:00:00.000002023,16175910,90983
VEH_000755,Camion,Iveco,Z900,1970-01-01 00:00:00.000002025,22659556,128143
VEH_000767,Train,Alstom,Q5,1970-01-01 00:00:00.000002024,47936580,69834
VEH_000165,Avion,Peugeot,Ninja 650,1970-01-01 00:00:00.000002022,14621477,135304
VEH_000888,Camion,Siemens,Interlink,1970-01-01 00:00:00.000002023,-1303031,21020
VEH_000092,Moto,Embraer,Atego,1970-01-01 00:00:00.000002023,1323232,3508
VEH_000947,Moto,Ducati,Ninja 650,1970-01-01 00:00:00.000002023,15635419,148853
VEH_000626,Train,Volkswagen,P Series,1970-01-01 00:00:00.000002024,2439788,32605
VEH_000583,Avion,Iveco,Urbos,1970-01-01 00:00:00.000002026,1064206,218998
VEH_000886,Avion,Iveco,TGL,1970-01-01 00:00:00.000002023,3894589,30490
VEH_000367,Train,Boeing,Lion's City,1970-01-01 00:00:00.000002024,1589851,-1658
VEH_000903,Train,Alstom,i4,1970-01-01 00:00:00.000002022,-3915761,70494
VEH_000066,Train,Alstom,Atego,1970-01-01 00:00:00.000002024,3973003,10346
VEH_000532,Moto,Scania,R Series,1970-01-01 00:00:00.000002023,-221498,98642
VEH_000563,Train,Audi,A350,1970-01-01 00:00:00.000002025,-2223235,1632
VEH_000039,Voiture,Suzuki,Sandero,1970-01-01 00:00:00.000002025,-509983,169414
VEH_000988,Bus,Boeing,F 850 GS,1970-01-01 00:00:00.000002024,124492481,58614
VEH_000844,Moto,Volvo,Multistrada,1970-01-01 00:00:00.000002023,2948224,32659
VEH_000275,Bus,BMW,9700,1970-01-01 00:00:00.000002023,-2913390,3341
VEH_000063,Bus,Peugeot,Stralis,1970-01-01 00:00:00.000002023,182555070,45267
VEH_000976,Avion,Yamaha,GSX-R,1970-01-01 00:00:00.000002022,-2451196,68832
VEH_000335,Train,Iveco,Actros,1970-01-01 00:00:00.000002024,7300,92097
VEH_000660,Bus,MAN,V-Strom,1970-01-01 00:00:00.000002023,2293926,24592
VEH_000576,Camion,Embraer,i4,1970-01-01 00:00:00.000002024,-809888,78581
VEH_000770,Train,Boeing,Citaro,1970-01-01 00:00:00.000002023,4648100,33003
VEH_000484,Voiture,Alstom,777,1970-01-01 00:00:00.000002022,19047060,108205
VEH_000495,Train,Scania,Classe A,1970-01-01 00:00:00.000002025,322750,66686
VEH_000526,Bus,Airbus,R Series,1970-01-01 00:00:00.000002025,2400816,145624
VEH_000486,Moto,Yamaha,CRJ900,1970-01-01 00:00:00.000002024,413063,48091
VEH_000494,Bus,Scania,E195,1970-01-01 00:00:00.000002023,2353469,132508
VEH_000205,Moto,Bombardier,Tourismo,1970-01-01 00:00:00.000002022,55803833,-18853
VEH_000709,Moto,Kawasaki,Citywide,1970-01-01 00:00:00.000002024,-188593,265711
VEH_000359,Moto,Volvo,Monster,1970-01-01 00:00:00.000002023,-2998304,2030
VEH_000753,Avion,Iveco,7900,1970-01-01 00:00:00.000002024,16071956,121517
VEH_000755,Bus,Suzuki,E195,1970-01-01 00:00:00.000002023,-154286,55458
VEH_000070,Train,Airbus,A320,1970-01-01 00:00:00.000002024,1268583,39150
VEH_000996,Avion,Ducati,Evadys,1970-01-01 00:00:00.000002022,1199480,26238
VEH_000940,Avion,Embraer,Coradia,1970-01-01 00:00:00.000002022,131735213,121594
VEH_000144,Voiture,Alstom,FMX,1970-01-01 00:00:00.000002023,355722,131695
VEH_000599,Train,Bombardier,9900,1970-01-01 00:00:00.000002023,253912794,169241
VEH_000410,Voiture,Airbus,Z900,1970-01-01 00:00:00.000002025,24372805,30397
VEH_000769,Voiture,Iveco,Tiguan,1970-01-01 00:00:00.000002024,25507921,176463
VEH_000442,Camion,Siemens,Interlink,1970-01-01 00:00:00.000002024,14430374,27653
VEH_000938,Moto,Embraer,MT-07,1970-01-01 00:00:00.000002024,-607985,139147
VEH_000839,Avion,Scania,Coradia,1970-01-01 00:00:00.000002023,2583182,35849
VEH_000981,Avion,BMW,Eurocargo,1970-01-01 00:00:00.000002023,-1863342,32448
VEH_000557,Voiture,Iveco,S Series,1970-01-01 00:00:00.000002024,-499386,93679
VEH_000190,Voiture,Volvo,Série 5,1970-01-01 00:00:00.000002023,18662178,18116
VEH_000261,Avion,Bombardier,777,1970-01-01 00:00:00.000002024,-1356076,29017
VEH_000856,Moto,Bombardier,737,1970-01-01 00:00:00.000002024,2928285,60185
VEH_000662,Train,Bombardier,CRJ900,1970-01-01 00:00:00.000002023,-579658,63439
VEH_000165,Avion,Boeing,P Series,1970-01-01 00:00:00.000002024,4477246,45725
VEH_000643,Camion,Peugeot,Classe E,1970-01-01 00:00:00.000002024,2327092,66507
VEH_000968,Avion,Siemens,S 1000 RR,1970-01-01 00:00:00.000002023,3105236,140042
VEH_000481,Train,Alstom,Panigale,1970-01-01 00:00:00.000002022,14588395,20914
VEH_000241,Moto,Iveco,CRJ900,1970-01-01 00:00:00.000002022,-1777004,45738
VEH_000105,Bus,Ducati,R Series,1970-01-01 00:00:00.000002024,-1279206,17219
VEH_000989,Voiture,Volkswagen,AGV,1970-01-01 00:00:00.000002025,19763921,40841
VEH_000598,Voiture,Honda,F 850 GS,1970-01-01 00:00:00.000002023,-2846900,37086
VEH_000389,Bus,Iveco,Camry,1970-01-01 00:00:00.000002023,122159,107229
VEH_000797,Avion,Audi,Africa Twin,1970-01-01 00:00:00.000002022,58805333,89559
VEH_000279,Voiture,Volvo,TMAX,1970-01-01 00:00:00.000002023,2823709,21885
VEH_000425,Moto,Renault,Velaro,1970-01-01 00:00:00.000002024,-186255,100914
VEH_000465,Bus,Embraer,A320,1970-01-01 00:00:00.000002022,-2004090,163626
VEH_000014,Camion,Bombardier,Burgman,1970-01-01 00:00:00.000002024,-1111715,4431
VEH_000928,Camion,BMW,747,1970-01-01 00:00:00.000002022,2406455,59212
VEH_000193,Train,Airbus,Zefiro,1970-01-01 00:00:00.000002026,1148946,62170
VEH_000039,Voiture,Embraer,MT-07,1970-01-01 00:00:00.000002023,4419616,59226
VEH_000580,Train,CAF,Série 3,1970-01-01 00:00:00.000002025,40667519,118673
VEH_000982,Bus,Embraer,E195,1970-01-01 00:00:00.000002022,-1246994,171688
VEH_000017,Avion,Volvo,E195,1970-01-01 00:00:00.000002023,-2410850,95959
VEH_000805,Train,Yamaha,CRJ1000,1970-01-01 00:00:00.000002022,77075956,149947
VEH_000776,Train,Scania,3008,1970-01-01 00:00:00.000002022,6512163,53510
VEH_000652,Moto,Audi,T High,1970-01-01 00:00:00.000002024,599117,47844
VEH_000636,Train,Yamaha,TMAX,1970-01-01 00:00:00.000002022,92653700,55980
VEH_000703,Avion,Embraer,TGX,1970-01-01 00:00:00.000002025,-6116700,16413
VEH_000371,Moto,Airbus,T High,1970-01-01 00:00:00.000002025,2122723,194411
VEH_000089,Avion,Iveco,3008,1970-01-01 00:00:00.000002025,786190,96904
VEH_000349,Train,BMW,i4,1970-01-01 00:00:00.000002023,54414852,123628
VEH_000992,Voiture,Alstom,MT-07,1970-01-01 00:00:00.000002026,12231,31384
VEH_000954,Voiture,Bombardier,Monster,1970-01-01 00:00:00.000002023,-687573,17555
VEH_000761,Bus,Scania,7900,1970-01-01 00:00:00.000002022,960940,90535
VEH_000579,Train,Dacia,CRJ1000,1970-01-01 00:00:00.000002022,-1449963,42837
VEH_000863,Bus,CAF,Crossway,1970-01-01 00:00:00.000002024,-619119,155265
VEH_000378,Avion,Siemens,Desiro,1970-01-01 00:00:00.000002022,-4361578,121049
VEH_000713,Camion,Boeing,CRJ900,1970-01-01 00:00:00.000002024,1341176,56749
VEH_000719,Voiture,Alstom,FMX,1970-01-01 00:00:00.000002025,-2254754,11344
VEH_000546,Bus,Scania,T-Roc,1970-01-01 00:00:00.000002024,-4139748,3446
VEH_000198,Train,Toyota,Daily,1970-01-01 00:00:00.000002023,-879714,47257
VEH_000556,Bus,Boeing,Evadys,1970-01-01 00:00:00.000002024,58397566,25247
VEH_000596,Avion,Yamaha,Velaro,1970-01-01 00:00:00.000002025,-2122353,43504
VEH_000665,Camion,CAF,Desiro,1970-01-01 00:00:00.000002024,4554283,286307
VEH_000241,Camion,Siemens,Classe A,1970-01-01 00:00:00.000002023,34283340,77356
VEH_000344,Train,CAF,Urbanway,1970-01-01 00:00:00.000002026,-3628322,41906
VEH_000748,Bus,Scania,Lion's Coach,1970-01-01 00:00:00.000002025,-4343959,122650
VEH_000686,Bus,Audi,Panigale,1970-01-01 00:00:00.000002022,1399039,308133
VEH_000972,Moto,Mercedes,Multistrada,1970-01-01 00:00:00.000002024,-5155677,142228
VEH_000663,Camion,BMW,Ninja 650,1970-01-01 00:00:00.000002025,-6325497,18669
VEH_000293,Moto,BMW,YZF-R6,1970-01-01 00:00:00.000002025,-2403924,137360
VEH_000521,Bus,Bombardier,Actros,1970-01-01 00:00:00.000002025,-376411,124790
VEH_000186,Camion,Toyota,Monster,1970-01-01 00:00:00.000002025,27689385,46569
VEH_000875,Avion,Iveco,CBR 600,1970-01-01 00:00:00.000002022,3049235,65205
