id,installation,type_energie,pays,ville,latitude,longitude,capacite_mw,production_annuelle_gwh,emissions_co2,annee_mise_service,statut
id_001992,Barrage Bin El Ouidane,Hydraulique,Canada,Assouan,35.32094039324722,8.366419759889782,1290,1236.6549449355264,3681229.376714719,1984,Démantèlement
id_001820,Centrale Nucléaire de Gravelines,Éolien,Chine,El Jadida,33.19271265835053,30.854402246164263,-649,-1237.0305505571343,153613.51317343762,1993,Construction
id_001747,Centrale Solaire Jasper,Thermique,Brésil,El Jadida,26.512482616830518,-85.25289822356316,551,200.5025353384732,1570207.4980236683,1971,Construction
id_000150,Kori Nuclear Power Plant,Nucléaire,USA,Enerhodar,38.88831442136187,135.89144510449705,3518,290.2736665123415,109124.01822520996,1991,Planification
id_000550,Enel Green Power Delfina,Éolien,Maroc,Loiyangalani,35.16396814051498,-98.09057543314847,586,9173.489181500421,3794649.760583102,1972,Opérationnelle
id_001527,Bruce Nuclear Generating Station,Nucléaire,Corée du Sud,Enerhodar,35.9126780337695,126.82401063640518,2891,-474.5785042465445,171236.273163516,1985,Maintenance
id_001891,Lake Turkana Wind Power,Hydraulique,France,Coulee Dam,33.22639215547341,39.60991526289741,-209,2706.746052097682,3204584.3502486693,2012,Planification
id_001076,Grande Dixence,Hydraulique,Maroc,Assouan,21.516226020421453,24.775688116294404,5216,1214.3767004445915,70323.66567815964,2014,Planification
id_001140,Parc Solaire Noor,Solaire,USA,Yorkshire,52.25754877912092,0.5062374791307077,-813,-31.879440676357717,173616.88225100085,2024,Construction
id_000419,Parc Éolien London Array,Éolien,USA,Piteå,48.271076498238514,1.9543880087788121,-196,-232.16553218211266,181571.5660632121,2021,Maintenance
id_000638,Zaporizhzhia Nuclear Power Plant,Solaire,Espagne,Yongshan,32.30323882501963,-10.517114307005281,704,160.3805650727811,5669510.741618282,2024,Démantèlement
id_001532,Parc Solaire Núñez de Balboa,Solaire,Chine,Yorkshire,31.36313681262608,-7.3873632411674395,-436,-919.4446399716485,7271195.309441402,2024,Construction
id_000118,Parc Éolien Courseulles,Éolien,Canada,Werneuchen,52.64411158546381,0.6829293308084722,-754,1359.8330710923326,7691136.14795124,2024,Opérationnelle
id_000448,Parc Éolien Courseulles,Solaire,Égypte,Azilal,51.95486911595732,29.791397718491954,4875,-212.81429721546465,3746040.113906226,2024,Maintenance
id_001586,Parc Solaire Núñez de Balboa,Éolien,Maroc,Thames Estuary,50.4706079042293,-9.301719909903507,-547,-69.34052248626472,4475688.558728166,2023,Opérationnelle
id_001891,Vindhyachal Thermal Power Station,Thermique,Canada,Longjing,50.09693289207645,-112.34003039837427,2805,1544.1650091899255,78913.78418227745,1967,Construction
id_001024,Grande Dixence,Hydraulique,Suisse,Tiverton,47.0778153294445,3.0813173606845052,6212,5084.90726659515,1858709.814573244,2021,Opérationnelle
id_001655,Taichung Power Plant,Thermique,Inde,Longjing,52.738207796600264,123.507974590809,1852,3330.2090758639783,1177331.7277622395,1984,Construction
id_000755,Barrage d'Itaipu,Nucléaire,USA,Foz do Iguaçu,42.715619811380584,27.16731909702431,3356,1001.5778041372637,5198023.5907222275,1985,Construction
id_001533,Parc Éolien Tanger I,Thermique,Inde,Longjing,34.4959774209145,107.38475116409327,4735,5685.568601216892,64211.07150115623,2023,Opérationnelle
id_000603,Enel Green Power Delfina,Éolien,Suède,Yongshan,5.66570340647109,43.22918242359049,211,11275.776647207507,94465.71982208683,2019,Démantèlement
id_000226,Parc Éolien London Array,Éolien,Maroc,El Jadida,37.35062695435178,6.342529526413661,258,437.3286969464971,8032.30470848627,2023,Maintenance
id_000516,Kori Nuclear Power Plant,Nucléaire,Ukraine,Enerhodar,34.796491216086935,115.73025922096542,1700,-187.79730563011685,88519.27897152546,1987,Maintenance
id_000065,Centrale Nucléaire du Tricastin,Éolien,Maroc,Azilal,51.169332668636045,75.79538661387144,685,1184.1805485926407,52714.16370270825,2016,Construction
id_000720,Parc Éolien Courseulles,Éolien,Maroc,Usagre,35.753376187070174,-8.069457932597514,-801,-403.3627823890347,68865.9744477974,2022,Maintenance
id_001192,Barrage de Xiluodu,Éolien,Égypte,Gravelines,52.0670930183189,39.93843079900897,-375,1862.53160065171,175218.29932513763,2016,Maintenance
