id,type_vehicule,marque_voiture,modele,annee_fabrication,prix,kilometrage
VEH_000799,Voiture,Airbus,R 1250 GS,2022,1591841,157416
VEH_000238,Train,Iveco,Tiguan,2024,-966410,202454
VEH_000151,Bus,Alstom,TGL,2017,-4054646,-5435
VEH_000551,Avion,Embraer,Burgman,2025,-117852,46528
VEH_000348,Moto,Renault,CRJ1000,2021,1556311,246867
VEH_000466,Voiture,Volvo,AGV,2024,-6298600,68061
VEH_000306,Train,Airbus,e-tron,2023,1561844,36492
VEH_000799,Camion,Renault,FM,2015,328160,136327
VEH_000886,Moto,Alstom,Burgman,2024,-486046,22349
VEH_000835,Train,Boeing,Zefiro,2020,83747411,195096
VEH_000689,Moto,Kawasaki,9700,2022,1000857,85947
VEH_000871,Train,Siemens,R 1250 GS,2016,-1413333,183381
VEH_000714,Voiture,Volkswagen,T High,2017,516121,95030
VEH_000890,Voiture,MAN,Vectron,2022,309965,147184
VEH_000043,Moto,Boeing,Urbanway,2025,300785162,52944
VEH_000225,Train,MAN,Clio,2026,-355136,-787
VEH_000323,Bus,Iveco,X5,2025,350465725,62105
VEH_000778,Bus,Boeing,737,2024,-303710,59086
VEH_000075,Voiture,Peugeot,Vectron,2014,1928226,67845
VEH_000687,Avion,Alstom,Vectron,2018,-2967742,41375
VEH_000719,Train,Dacia,TGX,2019,112690302,3307
VEH_000530,Avion,Volkswagen,Panigale,2018,18557588,325685
VEH_000862,Voiture,Boeing,CRJ1000,2021,-3325352,43629
VEH_000066,Train,Iveco,TGV,2026,-2606084,70473
VEH_000534,Voiture,Scania,Sprinter,2022,-1101682,147492
VEH_000260,Train,BMW,C,2020,88631622,117763
VEH_000753,Camion,Iveco,Ninja 650,2024,-2540116,37169
VEH_000360,Avion,Siemens,CRJ900,2021,804669,15100
VEH_000663,Moto,Renault,Tiguan,2026,-4184225,26124
VEH_000896,Voiture,Volvo,Vectron,2024,412121,167193
VEH_000848,Train,Renault,737,2024,-3480261,27082
VEH_000366,Avion,CAF,A380,2011,144517024,158546
VEH_000678,Avion,Mercedes,e-tron,2017,-4300201,84914
VEH_000320,Bus,Bombardier,E175,2024,-1365905,26467
VEH_000133,Camion,Boeing,Crossway,2025,-741125,66923
VEH_000911,Camion,Airbus,Velaro,2025,-1444222,58128
VEH_000463,Train,Boeing,Vectron,2022,2426940,87087
VEH_000888,Voiture,Volvo,i4,2025,-1637344,120374
VEH_000942,Bus,Mercedes,Desiro,2026,-3088845,76196
VEH_000323,Avion,Volvo,Urbos,2021,1026827,182439
VEH_000227,Moto,Embraer,X5,2020,93092389,82864
VEH_000553,Train,Yamaha,Q5,2026,-1472712,32331
VEH_000557,Bus,Suzuki,Crossway,2024,-3002845,9234
VEH_000503,Camion,Iveco,R1,2024,64542187,82609
VEH_000326,Camion,CAF,PCX,2023,-1096632,24259
VEH_000871,Moto,Boeing,777,2025,106103131,4484
VEH_000259,Train,Renault,Desiro,2023,-1620332,146824
VEH_000508,Bus,Iveco,Africa Twin,2022,715441,186948
VEH_000672,Voiture,BMW,PCX,2021,5721562,80512
VEH_000485,Bus,Bombardier,Monster,2025,246472,162170
VEH_000851,Camion,Iveco,TGV,2025,1283218,140218
VEH_000342,Bus,Iveco,YZF-R6,2023,32328576,105637
VEH_000702,Moto,CAF,GLE,2019,1789438,-14412
VEH_000021,Avion,Mercedes,A4,2024,-2325525,38547
VEH_000048,Camion,BMW,FM,2023,28739572,49720
VEH_000627,Voiture,Peugeot,E190,2026,11466481,70561
VEH_000596,Train,Siemens,Touring,2021,6730382,170215
VEH_000192,Moto,Volvo,A330,2021,177503184,59099
VEH_000085,Avion,Volvo,Crossway,2017,1385476,50305
VEH_000294,Voiture,Suzuki,Monster,2022,70081105,184022
VEH_000745,Train,Dacia,Eurocargo,2025,-2292580,116448
VEH_000680,Moto,Embraer,AGV,2024,-5761828,42909
VEH_000500,Train,CAF,Versys,2026,90467,99519
VEH_000293,Camion,Scania,PCX,2019,410410,14753
VEH_000211,Moto,Mercedes,Série 5,2022,186950281,233921
VEH_000123,Camion,Alstom,Ninja 650,2024,3069192,308865
VEH_000082,Camion,Mercedes,747,2017,35034964,19287
VEH_000827,Camion,BMW,Africa Twin,2016,307335362,211820
VEH_000242,Train,Siemens,R1,2024,24220307,163160
VEH_000928,Moto,Ducati,777,2020,-1837182,125528
