id,athlete,sport,pays,resultat,date
id_00000728,Hakim Ziyech,Tennis,Afrique du Sud,Défaite,2024-02-24
id_00000068,Erling Haaland,Rugby,Afrique du Sud,Défaite,2024-01-27
id_00000100,Kylian Mbappé,Football,France,Défaite,2024-01-01
id_00000542,Carlos Alcaraz,Rugby,Maroc,Nul,2024-12-23
id_00000479,Achraf Hakimi,Football,USA,Victoire,2024-02-17
id_00000337,Antoine Dupont,Basketball,Angleterre,Nul,2024-06-27
id_00000976,Aryna Sabalenka,Basketball,Angleterre,Nul,2024-01-29
id_00000063,Achraf Hakimi,Rugby,Afrique du Sud,Défaite,2024-04-01
id_00000986,Novak Djokovic,Football,France,Nul,2024-06-11
id_00000911,LeBron James,Basketball,USA,Victoire,2024-09-04
id_00000494,Cheslin Kolbe,Football,Espagne,Défaite,2024-11-22
id_00000726,Eliud Kipchoge,Tennis,France,Victoire,2024-03-23
id_00000958,LeBron James,Rugby,Afrique du Sud,Défaite,2024-03-20
id_00000831,Kylian Mbappé,Football,Espagne,Défaite,2024-10-24
id_00000019,Faith Kipyegon,Tennis,France,Défaite,2024-11-03
id_00000636,Giannis Antetokounmpo,Athlétisme,Angleterre,Défaite,2024-01-02
id_00000117,Stephen Curry,Tennis,Espagne,Défaite,2024-08-14
id_00000361,Achraf Hakimi,Basketball,France,Victoire,2024-08-11
id_00000372,Erling Haaland,Football,Angleterre,Défaite,2024-10-13
id_00000815,Erling Haaland,Football,Espagne,Nul,2024-03-20
id_00000287,LeBron James,Rugby,USA,Victoire,2024-07-02
id_00000549,Erling Haaland,Tennis,USA,Victoire,2024-09-16
id_00000367,Kevin Durant,Basketball,France,Défaite,2024-03-20
id_00000634,Carlos Alcaraz,Athlétisme,Espagne,Défaite,2024-05-21
id_00000447,Stephen Curry,Rugby,USA,Victoire,2024-08-17
id_00000236,Mohamed Salah,Tennis,Angleterre,Victoire,2024-08-27
id_00000734,Antoine Dupont,Tennis,USA,Nul,2024-08-15
id_00000190,Kevin Durant,Football,USA,Défaite,2024-11-23
id_00000709,Kylian Mbappé,Football,Espagne,Victoire,2024-11-29
id_00000170,Beauden Barrett,Tennis,Espagne,Victoire,2024-03-14
id_00000492,Giannis Antetokounmpo,Football,Nouvelle-Zélande,Victoire,2024-06-21
id_00000629,Carlos Alcaraz,Rugby,USA,Victoire,2024-06-21
id_00000424,Stephen Curry,Athlétisme,USA,Victoire,2024-10-03
id_00000012,Novak Djokovic,Tennis,USA,Défaite,2024-08-27
id_00000306,Kevin Durant,Basketball,USA,Défaite,2024-02-02
id_00000322,Erling Haaland,Tennis,France,Victoire,2024-03-23
id_00000823,Kevin Durant,Basketball,France,Victoire,2024-04-09
id_00000913,Mondo Duplantis,Athlétisme,Angleterre,Défaite,2024-03-15
id_00000568,Antoine Dupont,Basketball,Allemagne,Victoire,2024-02-14
id_00000895,LeBron James,Tennis,Espagne,Victoire,2024-04-04
id_00000013,Beauden Barrett,Football,USA,Victoire,2024-11-15
id_00000250,Hakim Ziyech,Basketball,Nouvelle-Zélande,Victoire,2024-02-20
id_00000388,LeBron James,Basketball,Espagne,Victoire,2024-04-27
id_00000426,Cheslin Kolbe,Basketball,USA,Victoire,2024-10-05
id_00000886,Carlos Alcaraz,Tennis,Afrique du Sud,Défaite,2024-07-27
id_00000935,Kevin Durant,Football,Angleterre,Victoire,2024-11-22
id_00000858,Novak Djokovic,Athlétisme,Espagne,Victoire,2024-03-12
id_00000984,Kevin Durant,Football,Espagne,Nul,2024-03-21
id_00000820,Iga Świątek,Rugby,USA,Victoire,2024-02-15
id_00000104,LeBron James,Tennis,USA,Défaite,2024-07-29
id_00000179,Hakim Ziyech,Basketball,USA,Victoire,2024-02-01
id_00000497,Kevin Durant,Tennis,Allemagne,Défaite,2024-02-25
id_00000225,Achraf Hakimi,Basketball,France,Nul,2024-06-04
id_00000003,Beauden Barrett,Athlétisme,France,Défaite,2024-02-21
id_00000768,Hakim Ziyech,Tennis,Espagne,Victoire,2024-04-13
id_00000953,Cheslin Kolbe,Basketball,USA,Défaite,2024-05-19
id_00000248,LeBron James,Athlétisme,Maroc,Nul,2024-10-13
id_00000596,Hakim Ziyech,Football,Allemagne,Victoire,2024-12-16
id_00000538,Beauden Barrett,Rugby,Afrique du Sud,Victoire,2024-05-20
id_00000253,Erling Haaland,Athlétisme,Nouvelle-Zélande,Défaite,2024-10-26
id_00000443,Iga Świątek,Athlétisme,Espagne,Victoire,2024-01-14
id_00000578,LeBron James,Tennis,Nouvelle-Zélande,Défaite,2024-10-01
id_00000755,LeBron James,Football,USA,Nul,2024-10-09
id_00000606,Giannis Antetokounmpo,Athlétisme,USA,Victoire,2024-07-25
id_00000149,Aryna Sabalenka,Tennis,Maroc,Nul,2024-02-20
id_00000093,Hakim Ziyech,Tennis,USA,Nul,2024-11-28
id_00000056,Antoine Dupont,Basketball,USA,Défaite,2024-05-18
id_00000557,Hakim Ziyech,Rugby,USA,Victoire,2024-02-11
id_00000818,Antoine Dupont,Tennis,USA,Nul,2024-06-30
id_00000450,Usain Bolt,Football,Espagne,Victoire,2024-11-20
id_00000184,Mondo Duplantis,Tennis,France,Défaite,2024-03-24
id_00000085,Novak Djokovic,Football,France,Défaite,2024-07-03
id_00000908,Antoine Dupont,Athlétisme,USA,Victoire,2024-04-11
id_00000646,Mohamed Salah,Athlétisme,Allemagne,Victoire,2024-06-19
id_00000024,Hakim Ziyech,Football,USA,Nul,2024-07-12
id_00000448,Novak Djokovic,Tennis,Angleterre,Nul,2024-06-09
id_00000730,Kevin Durant,Basketball,USA,Défaite,2024-08-21
id_00000733,Erling Haaland,Football,Espagne,Défaite,2024-10-01
id_00000912,Eliud Kipchoge,Athlétisme,Maroc,Défaite,2024-12-06
id_00000220,Antoine Dupont,Tennis,Espagne,Défaite,2024-12-28
