produit,categorie,marque,prix_unitaire,promotion,volume_ventes,segment_client,canal_vente
Yaourt Nature,Beauté,Lindt,469.1317843722296,3 pour 2,406,Standard,-23
Crème L'Oréal,Électronique,Philips,-19.111034496817467,Cyber Monday -35%,197,Premium,39
Aspirateur Dyson V15,Mode,Apple,487.19473299887613,Aucune,118,Premium,698
Adidas Survêtement,Maison,H&M,-116.76602328597843,Aucune,1535,Luxe,871
Ballon Nike,Mode,Philips,1121.8029112716158,Aucune,3314,Standard,557
Café Arabica,Électronique,Philips,98.82540745027461,Soldes -30%,619,Budget,250
Crème L'Oréal,Beauté,Sony,-62.329955610347255,Aucune,34,Premium,277
iPhone 15 Pro,Électronique,Lavazza,27.22125902374171,Soldes -20%,1088,Premium,1060
MacBook Air M3,Alimentation,Apple,-99.76111504707458,Aucune,286,Standard,927
Adidas Survêtement,Maison,Dyson,-74.88016949338459,Aucune,299,Budget,163
MacBook Air M3,Mode,Nike,144.65942783479585,Aucune,137,Budget,410
Lampe Philips Hue,Beauté,Sony,336.4629894694143,Aucune,444,Standard,448
Zara Veste Hiver,Sport,Apple,123.78143914158721,Aucune,772,Première Commande,1068
Adidas Survêtement,Beauté,Nike,236.15257370990193,Cyber Monday -35%,118,Standard,1389
H&M T-Shirt,Maison,Chanel,213.07060113514333,Aucune,229,Premium,2142
Zara Veste Hiver,Alimentation,Adidas,75.18124645270754,Cyber Monday -35%,301,Première Commande,70
Vélo Décathlon,Alimentation,Adidas,670.894051272675,Aucune,1555,Standard,238
Canapé IKEA Ektorp,Alimentation,Dyson,275.39974153969933,Aucune,169,Budget,384
Aspirateur Dyson V15,Sport,Philips,-53.70374561346996,Aucune,144,Budget,901
Samsung Galaxy S24,Alimentation,Zara,-36.98136099884795,Aucune,370,Budget,360
Canapé IKEA Ektorp,Sport,IKEA,87.12301080435543,Aucune,35,Budget,427
Samsung Galaxy S24,Sport,Lindt,166.40333982889825,Aucune,120,Luxe,161
Lampe Philips Hue,Mode,Dyson,-112.11087751858992,Aucune,548,Budget,490
Huile d'Olive Bio,Mode,Apple,-38.98722087740231,Aucune,244,Budget,623
Café Arabica,Mode,Lindt,92.08265062632702,Aucune,-20,Premium,1004
Café Arabica,Alimentation,Sony,-15.344197661263706,Aucune,582,Standard,1159
H&M T-Shirt,Mode,Zara,485.0312640804376,Aucune,736,Premium,295
Nike Air Max,Électronique,Danone,10.99383081123085,Aucune,426,Budget,166
Lampe Philips Hue,Sport,Nike,-60.75565715414609,Aucune,1043,Standard,907
AirPods Pro,Sport,IKEA,118.77671255975088,Aucune,759,Premium,738
AirPods Pro,Maison,Dyson,424.80865449599196,Soldes -20%,372,Budget,392
Crème L'Oréal,Mode,Lavazza,377.1353176419513,Aucune,485,Premium,474
Café Arabica,Mode,Nike,-84.25703326591412,Aucune,449,Standard,978
PlayStation 5,Beauté,L'Oréal,279.7122579314289,Cyber Monday -35%,479,Budget,452
Adidas Survêtement,Beauté,Philips,1386.3430904109052,Aucune,547,Premium,502
MacBook Air M3,Électronique,Nike,-96.56524097941733,Aucune,353,Luxe,729
Canapé IKEA Ektorp,Mode,Décathlon,111.02790036584567,Aucune,842,Première Commande,772
Yaourt Nature,Beauté,H&M,64.8753754777354,Aucune,314,Standard,956
Vélo Décathlon,Sport,Danone,800.0795196755914,Aucune,700,Première Commande,313
Canapé IKEA Ektorp,Sport,H&M,187.72925941637718,Aucune,917,Budget,119
AirPods Pro,Mode,L'Oréal,234.57754238804185,Aucune,102,Premium,175
Huile d'Olive Bio,Maison,Terra Bio,430.52322440534147,Aucune,553,Premium,1077
Vélo Décathlon,Mode,Apple,63.09512861142463,Aucune,340,Standard,500
Aspirateur Dyson V15,Beauté,Décathlon,-109.5339611327503,Aucune,291,Premium,164
Vélo Décathlon,Alimentation,Nike,230.50773106450745,Aucune,-17,Standard,253
Canapé IKEA Ektorp,Mode,Nike,-12.933813165653,Promo Flash -25%,807,Standard,158
Café Arabica,Alimentation,Chanel,237.8883388143099,Aucune,346,Premium,4096
Samsung Galaxy S24,Sport,Danone,121.03692742374847,Aucune,354,Premium,437
Café Arabica,Mode,Lindt,365.19663622770895,Aucune,622,Budget,53
H&M T-Shirt,Maison,Samsung,1435.9208729729241,Aucune,133,Premium,763
H&M T-Shirt,Maison,Sony,-11.564371377298833,Aucune,320,Premium,751
Zara Veste Hiver,Maison,H&M,49.32849861386205,Aucune,259,Budget,202
Adidas Survêtement,Mode,Apple,-64.76470709612786,Cyber Monday -35%,465,Luxe,458
Canapé IKEA Ektorp,Maison,Nike,-15.043924883872364,Aucune,291,Standard,-68
Canapé IKEA Ektorp,Mode,H&M,230.74757725367743,Aucune,199,Luxe,958
Samsung Galaxy S24,Alimentation,IKEA,-1.7235258637087227,Aucune,220,Budget,260
Aspirateur Dyson V15,Beauté,Apple,771.5235665813111,Aucune,308,Standard,707
Adidas Survêtement,Beauté,Dyson,1185.6813629566768,Aucune,516,Standard,455
Zara Veste Hiver,Sport,Nike,452.47515532632275,Aucune,235,Budget,179
Aspirateur Dyson V15,Alimentation,Sony,8.055125319591987,Aucune,263,Luxe,386
Parfum Chanel N°5,Électronique,Nike,884.2504132008823,Black Friday -40%,522,Standard,1255
Canapé IKEA Ektorp,Alimentation,Décathlon,-23.35471173737976,Aucune,601,Standard,371
Ballon Nike,Mode,Lavazza,59.822658397790235,Aucune,456,Budget,492
Café Arabica,Alimentation,Lavazza,-75.3667412211411,Aucune,473,Standard,433
Chocolat Lindt,Mode,Nike,1259.3644340708952,Aucune,500,Standard,1356
Vélo Décathlon,Mode,IKEA,-120.53879750092958,Aucune,243,Budget,445
Canapé IKEA Ektorp,Sport,Apple,1167.2414433016231,Aucune,269,Luxe,606
