id_transaction,type_transaction,montant,devise,frais,statut,ville,pays
id_transaction_00000775,Retrait,-438.7962728793224,ZAR,-3.2330057134493773,Complétée,Londres,Chine
id_transaction_00000534,Virement International,1265.6093659031692,JPY,-2.143819993116603,Rejetée,Washington DC,Royaume-Uni
id_transaction_00000078,Virement International,37680.21731769129,CNY,2.548822535253061,Complétée,Pékin,Japon
id_transaction_00000420,Retrait,96836.34147113339,JPY,9.796483299065292,En attente,Washington DC,Japon
id_transaction_00000331,Retrait,-1065.706067815353,MAD,-11.464580965801563,En attente,Londres,Chine
id_transaction_00000746,Prélèvement,394.1371857924698,JPY,26.934332994972507,En attente,Washington DC,USA
id_transaction_00000622,Carte,-26.977935526200667,EUR,2.138678526418372,Complétée,Johannesburg,UE
id_transaction_00000235,Retrait,23543.8779238718,JPY,3.0078776027011487,En attente,Londres,Royaume-Uni
id_transaction_00000712,Retrait,-7.336115053264166,GBP,-8.208512157396754,Complétée,Paris,USA
id_transaction_00000198,Dépôt,1910.9113777262833,CNY,11.661525919849009,Complétée,New York,Maroc
id_transaction_00000601,Virement International,1282.1204224836297,JPY,-1.86448571315056,En cours,Casablanca,Japon
id_transaction_00000044,Virement,517.9703327295043,GBP,0.05435879651170339,Complétée,Tokyo,Japon
id_transaction_00000465,Prélèvement,-450.0666667585052,EUR,-14.271178439113307,En cours,Casablanca,Allemagne
id_transaction_00000538,Dépôt,271.38213695238994,EUR,4.881751515596366,Complétée,Paris,France
id_transaction_00000705,Prélèvement,858.8204110440333,EUR,1.8177898524091618,Complétée,Tokyo,Royaume-Uni
id_transaction_00000508,Prélèvement,260.19820227859117,EUR,7.579365789567476,En attente,Londres,Allemagne
id_transaction_00000606,Retrait,9974.791486148868,EUR,6.407637506054838,Complétée,Londres,Royaume-Uni
id_transaction_00000874,Carte,-575.8048678658405,JPY,-5.248499803806454,Complétée,Washington DC,USA
id_transaction_00000952,Prélèvement,-82.17413483250152,USD,-7.113214715662001,Complétée,Johannesburg,Maroc
id_transaction_00000794,Prélèvement,11691.664560846133,USD,-7.350981072317201,En attente,New York,Maroc
id_transaction_00000608,Carte,-1086.37299499238,MAD,2.063958635917607,En attente,New York,UE
id_transaction_00000555,Virement International,978.898872952447,CNY,-7.117042997330535,Complétée,Paris,USA
id_transaction_00000235,Retrait,351.10488892979083,EUR,21.439271480943525,En attente,Rabat,Royaume-Uni
id_transaction_00000694,Carte,-65.65854916001967,USD,15.43439321123028,Complétée,Tokyo,Maroc
id_transaction_00000136,Retrait,7750.450260620222,MAD,5.460484402282693,Complétée,Francfort,Japon
id_transaction_00000319,Carte,497.0629939445839,MAD,2.4824386779771284,Rejetée,Washington DC,France
id_transaction_00000722,Carte,817.1810228839888,CNY,-12.279123053380225,Complétée,Tokyo,USA
id_transaction_00000831,Retrait,23864.608495594013,JPY,1.2154678576080595,En attente,Washington DC,Royaume-Uni
id_transaction_00000807,Retrait,-334.53649712490846,USD,1.2333159681776262,En attente,Londres,Royaume-Uni
id_transaction_00000850,Carte,10068.760106456724,USD,4.231114125772633,En cours,New York,France
id_transaction_00000026,Carte,1529.1512692630122,JPY,17.28446143811577,En cours,New York,Japon
id_transaction_00000387,Carte,1370.7765210695507,CNY,1.825815213561417,En cours,Tokyo,USA
id_transaction_00000390,Retrait,-274.97065306241484,MAD,-8.340232105329651,Complétée,Paris,Maroc
id_transaction_00000117,Retrait,4224.323640544523,EUR,5.392504326304023,Complétée,Francfort,Japon
id_transaction_00000948,Retrait,-862.5090123456947,USD,-5.876757905827881,Complétée,Paris,Chine
id_transaction_00000474,Dépôt,276.84925425474046,CNY,7.551429355066944,Complétée,Tokyo,Maroc
id_transaction_00000681,Dépôt,1351.5557387137105,CNY,12.296369267641099,Complétée,New York,Afrique du Sud
id_transaction_00000592,Virement,9548.929411216486,CNY,-8.158234392206008,Complétée,Pékin,France
id_transaction_00000249,Retrait,-389.42947952690076,MAD,-3.281376352981689,Complétée,New York,Maroc
id_transaction_00000945,Carte,1377.5737852592883,EUR,16.123302519162607,Complétée,Londres,Maroc
id_transaction_00000933,Prélèvement,3879.2881260494482,MAD,1.113042031241255,Complétée,Pékin,Japon
id_transaction_00000549,Dépôt,504.47477077855524,USD,-1.9022058125173373,Complétée,New York,Maroc
id_transaction_00000223,Carte,25353.486509199178,EUR,5.75328031924598,Complétée,Londres,Japon
id_transaction_00000622,Retrait,2097.5451185573393,JPY,-0.6641816119686652,Complétée,Pékin,Afrique du Sud
id_transaction_00000681,Retrait,318.8960671457753,EUR,-2.0820578840042456,En attente,Paris,Japon
id_transaction_00000951,Carte,315.92431502895,GBP,5.260522305573307,Complétée,Francfort,Royaume-Uni
id_transaction_00000505,Dépôt,4736.268121438667,JPY,6.01042816610961,Complétée,Londres,Royaume-Uni
id_transaction_00000573,Carte,11011.17484929695,USD,7.0986900754749565,Complétée,Pékin,Maroc
id_transaction_00000580,Retrait,339.768145788003,EUR,-2.979908692180465,En attente,Pékin,Maroc
id_transaction_00000560,Dépôt,658.8156880212115,USD,1.980209211952579,Complétée,Tokyo,Allemagne
id_transaction_00000447,Retrait,-552.9677149064806,MAD,-14.149775810493903,Complétée,Paris,USA
id_transaction_00000981,Virement,388.0253599829019,JPY,-0.45591857944456216,Complétée,Paris,USA
id_transaction_00000401,Carte,309.426287349082,GBP,-2.8248828268804003,Complétée,Francfort,Maroc
