nom_molecule,formule_chimique,masse_molaire,categorie,concentration
Méthane,C13H18O2,130.92782727354563,Base Forte,16.687768183269338
Acide Chlorhydrique,C6H6,107.5397392463813,Médicament,95.88787808645435
Toluène,CO2,81.87806292253573,Hydrocarbure Aromatique,100.79638676912448
Acide Acétique,C27H46O,55.27076954883938,Médicament,24.709784688271537
Acétone,C3H6O,-4.273224636217314,Polymère,11.37928167084982
Ammoniaque,C2H5OH,31.10162987275631,Polymère,71.21310639056955
PVC,C2H5OH,162.71899985432353,Base Forte,9.54072458613804
Ibuprofène,HCl,173.22337798863646,Vitamine,87.83910066412406
Oxygène,CH3COOH,52.316156451638236,Cétone,1161.5162612697509
Polyéthylène,C6H12O6,69.6180717570746,Polymère,7.769891331899217
Acide Chlorhydrique,NaOH,183.20090462133828,Inorganique,758.5154275132161
Aspirine,C6H8O6,163.6107728222039,Base Faible,23.362263143530193
Toluène,(C2H3Cl)n,32.16007495776484,Hydrocarbure Aromatique,115.03252804773588
Ibuprofène,C3H6O,2.247401852363353,Médicament,11.482115725860634
Éthanol,C6H12O6,46.139049415680695,Vitamine,309.9255574776249
Acide Acétique,H2O,48.16535381349506,Alcool,-15.639987434266875
Ibuprofène,(C3H6)n,28.88249159067705,Inorganique,720.3262648747431
Acide Sulfurique,(C2H4)n,187.66130944518181,Base Faible,929.9833328456789
Cholestérol,N2,17.018471431197955,Hydrocarbure Aromatique,93.63353862386495
Paracétamol,(C2H4)n,185.36554657336976,Inorganique,10.810250356921202
Paracétamol,HCl,28.04015461231881,Hydrocarbure Aromatique,-0.5160923088586298
PVC,C6H12O6,17.660989525417847,Polymère,82.95551808037459
Oxygène,(C3H6)n,63.70636567442568,Inorganique,74.61864179950851
Azote,C3H6O,46.39017115797739,Base Faible,12.188143463147693
Acétone,C9H8O4,34.32817541518395,Médicament,1.1833674978358015
Acide Sulfurique,CH4,6.673144643817768,Base Faible,13.614420487965786
Aspirine,NH3,46.448787277149144,Médicament,36.36383914017726
Glucose,CH3COOH,147.69723004470586,Base Forte,-4.864600081771015
Cholestérol,C6H6,152.64627784502898,Stéroïde,11.738700829083923
Polypropylène,CO2,8.323593181705178,Base Faible,78.22195413238202
Acide Sulfurique,CH3COOH,21.629389771055788,Polymère,14.671486518143961
Caféine,NaOH,201.73480476908176,Médicament,9.407765511115286
Acide Chlorhydrique,CO2,23.03435929163733,Base Forte,904.3287929204803
Dioxyde de Carbone,C8H10N4O2,290.9230879673154,Glucide,12.95924177505319
Polyéthylène,(C2H4)n,2.0652034082370925,Alcaloïde,456.31720797215144
Polyéthylène,C27H46O,220.38153627180074,Gaz,-3.865243293276296
Ibuprofène,N2,36.8796083300043,Gaz,106.20658868082285
Ammoniaque,(C2H4)n,31.526196849268818,Polymère,4.1504502571010065
Eau,C8H10N4O2,181.2975714056999,Alcaloïde,-13.077404466825449
Ammoniaque,CH3COOH,61.851268261319554,Acide Fort,31.9633400718636
Eau,HCl,18.645158844786526,Alcool,-0.029374334161470728
Acide Sulfurique,C2H5OH,150.52647997713402,Vitamine,132.82142000800394
Ibuprofène,(C3H6)n,36.975648853013986,Vitamine,1.5544043823336864
Oxygène,H2SO4,118.0227679358211,Hydrocarbure Aromatique,117.58137409313113
Glucose,NaOH,88.68888355408583,Hydrocarbure Aromatique,653.7447232584516
Éthanol,(C3H6)n,29.448843628519136,Base Forte,6.967161370518394
Azote,H2O,13.628705218276433,Glucide,97.84228736769232
Toluène,H2SO4,3.238562333790636,Médicament,23.55748568060802
Eau,H2SO4,67.22436809028267,Hydrocarbure Aromatique,122.75939762378047
Hydroxyde de Sodium,NH3,153.41587357201678,Glucide,-13.043736417221098
Éthanol,C7H8,142.01034944635828,Polymère,106.68733369228401
Aspirine,HCl,161.5788411932981,Hydrocarbure Aromatique,11.03063186433636
Ibuprofène,O2,56.49196372513273,Alcaloïde,-0.468044527012454
Caféine,CH4,14.423616538878395,Hydrocarbure Aromatique,16.436989162635008
Vitamine C,C8H9NO2,121.06537727085393,Vitamine,72.5811745784729
Eau,C8H9NO2,40.94013156360977,Gaz,13.937650571004841
Acide Chlorhydrique,CH3COOH,61.09555958707608,Inorganique,13.469730302317512
Hydroxyde de Sodium,C3H6O,125.55300676863845,Médicament,49.74703836624755
Vitamine C,NaOH,182.33773020148024,Hydrocarbure Aromatique,31.04699917311422
Aspirine,C6H6,131.6082381623636,Médicament,18.03458223430937
Toluène,(C3H6)n,123.22345628482225,Hydrocarbure Aromatique,112.81277698032955
Eau,CO2,13.6233925178737,Médicament,-17.33565643409883
Éthanol,C3H6O,36.591396232357816,Cétone,51.032795673548975
Paracétamol,(C2H4)n,40.777063461023054,Cétone,-0.7201891031750751
Hydroxyde de Sodium,HCl,45.851215681230194,Acide Fort,924.9862012336703
Éthanol,C7H8,-4.58559521337628,Acide Carboxylique,24.091978943944127
Éthanol,C27H46O,2.259489216482695,Alcool,11.283911519913222
Polypropylène,H2SO4,13.463280524134777,Hydrocarbure Aromatique,94.22323405744655
Vitamine C,(C3H6)n,78.03552250343765,Gaz,82.5996160165809
Polypropylène,C7H8,9.275324546320824,Gaz,-10.714369325465498
Aspirine,(C2H3Cl)n,15.191365053798766,Polymère,6.756654439970573
Paracétamol,C7H8,144.2905387934453,Cétone,71.73068523610206
Ibuprofène,C8H10N4O2,165.55971725761563,Gaz,22.290209369055965
Ammoniaque,CH3COOH,57.11932831015477,Base Faible,288.05568261960576
Aspirine,NH3,38.0142858386261,Inorganique,79.1446775165284
Ammoniaque,H2SO4,20.419166178560488,Gaz,134.24567080415295
Ammoniaque,C6H6,150.1052778069716,Médicament,17.782316550054645
Caféine,NH3,182.1188710176743,Hydrocarbure Aromatique,12.066652891918098
Polyéthylène,C2H5OH,155.17949197769906,Hydrocarbure Aromatique,9.851915227235455
Acide Chlorhydrique,HCl,47.4500481356052,Médicament,14.548375199334856
PVC,C7H8,136.9324994154984,Médicament,-1.1057385680770384
Benzène,CO2,46.09765730253639,Gaz,-3.254522990235283
Aspirine,(C2H4)n,41.81825566964627,Polymère,13.226762753623762
Azote,C13H18O2,199.70763449440975,Base Forte,128.24444174088615
Ammoniaque,C7H8,29.43254763328953,Gaz,101.65228589195542
Acide Sulfurique,(C3H6)n,24.68183073972169,Gaz,-7.114920663289765
Acide Acétique,C7H8,2.315813632191869,Acide Fort,12.282319834319285
Vitamine C,C3H6O,16.650617151644266,Médicament,18.6747559017699
Azote,CH4,56.44823819188481,Alcool,49.01320130138398
Dioxyde de Carbone,C8H9NO2,147.27483953559383,Médicament,4.2800783961671325
Benzène,NH3,42.5477407555936,Gaz,24.849199875030653
Hydroxyde de Sodium,H2O,27.94584170489491,Base Forte,92.57374155915267
Acide Acétique,C2H5OH,27.514941759539973,Gaz,3.6568828783173646
Polyéthylène,H2SO4,40.022912808692105,Polymère,21.70412776587499
Vitamine C,C13H18O2,211.41095064767782,Gaz,418.58577566510456
Eau,NH3,146.3893693346809,Glucide,10.060539054392642
Eau,HCl,58.54359966922552,Hydrocarbure Aromatique,12.35675929386883
Hydroxyde de Sodium,NH3,49.534005936002345,Polymère,977.7009391330209
Benzène,C6H12O6,-0.230842051612143,Polymère,12.548718091444197
Ammoniaque,N2,147.99701368268967,Acide Carboxylique,-6.490378590288398
Benzène,C2H5OH,47.559963804661926,Acide Carboxylique,6.76876723804134
Acide Chlorhydrique,O2,313.35865345261976,Acide Carboxylique,122.59210206303888
Aspirine,CH3COOH,116.12641209061127,Acide Fort,18.858843909155496
Glucose,H2O,13.31962659084271,Hydrocarbure,922.1375929137835
Paracétamol,C6H12O6,177.0296225024544,Alcool,32.39437990963205
Éthanol,C13H18O2,2.4470391891366496,Médicament,64.90726141157894
Cholestérol,NH3,30.938574669954576,Hydrocarbure Aromatique,10.82789259286863
Azote,C6H12O6,53.69161351370829,Médicament,236.12752347890392
Azote,C27H46O,37.5142932044898,Médicament,16.92760360482602
Azote,(C2H4)n,42.10823508004589,Hydrocarbure Aromatique,98.3111591892165
Benzène,NH3,165.54383465050037,Hydrocarbure Aromatique,1.4347690511374394
Benzène,CO2,156.48270216894997,Cétone,83.10352359380511
Acétone,(C2H4)n,-3.7270445959577216,Polymère,8.403097576673309
Aspirine,C8H9NO2,14.131109079907723,Médicament,118.13097116994994
Paracétamol,C27H46O,51.738771538598414,Polymère,18.519846294002875
Acide Acétique,C8H9NO2,25.05762452674092,Vitamine,21.311555885326396
Dioxyde de Carbone,(C2H4)n,20.131506221139766,Acide Fort,52.75074037635234
Acide Sulfurique,(C3H6)n,70.74005731640342,Alcool,26.46728801969956
Polypropylène,O2,26.294330694084145,Gaz,-4.39281980159715
Cholestérol,C2H5OH,36.82765081221911,Vitamine,9.98127442601032
Polyéthylène,C3H6O,28.511261317049474,Alcaloïde,9.066234357928785
PVC,(C2H4)n,181.31585561440994,Glucide,124.98812008317586
Méthane,C13H18O2,-7.669463328752464,Hydrocarbure,707.4069664890868
Ibuprofène,NH3,39.14276034516779,Médicament,-5.173800163079112
Eau,C6H12O6,24.351131599400198,Acide Fort,23.625070174985222
Polyéthylène,H2SO4,66.41164736424358,Hydrocarbure,92.87317601668796
Vitamine C,C2H5OH,213.52800162438538,Base Faible,81.13142889043083
Polypropylène,NH3,186.20705108973033,Médicament,824.5523935820646
Caféine,C6H6,10.751169758960877,Alcool,7.557101170109273
Glucose,HCl,41.391222263108844,Acide Fort,15.717367350958714
Vitamine C,C6H6,29.794335862407213,Acide Carboxylique,4.383782452166107
Aspirine,(C2H4)n,1.250839197027986,Cétone,3.2984807808975476
Toluène,C6H6,145.35797796655493,Hydrocarbure Aromatique,-5.318193139582994
Éthanol,C3H6O,10.567256124618801,Acide Fort,949.783804052391
Acétone,C6H8O6,22.226297068401976,Vitamine,71.79496178790967
Vitamine C,C2H5OH,38.33012473280007,Gaz,910.1231209105533
Éthanol,(C3H6)n,239.51471435511158,Gaz,25.21615492250596
Polyéthylène,N2,51.990794384343786,Base Faible,27.291788203339316
Méthane,C2H5OH,73.87252615708529,Glucide,111.06943895459067
Glucose,H2O,133.42503473604188,Glucide,40.34382973260496
Hydroxyde de Sodium,CH4,13.343147993674382,Acide Fort,21.704292126857126
Paracétamol,C8H9NO2,293.08517509537467,Médicament,15.054600227438446
Éthanol,CH4,16.899507120845183,Base Faible,12.894580558144025
Eau,CH4,19.650698393795718,Acide Fort,120.81205629325854
PVC,(C2H4)n,46.82042993226914,Polymère,23.436130429134398
Ibuprofène,(C2H3Cl)n,11.752915124889313,Inorganique,26.67999357351932
Éthanol,NaOH,22.576347134425845,Hydrocarbure Aromatique,19.267895140807966
Ammoniaque,C8H9NO2,32.28648012960875,Alcaloïde,29.382469782514775
Hydroxyde de Sodium,C9H8O4,205.7392510794118,Alcaloïde,11.35897104053636
Toluène,C7H8,56.097969465812525,Cétone,6.041479855691039
Paracétamol,NaOH,40.32667746958859,Glucide,-12.670722257750118
Ammoniaque,C13H18O2,135.87797200212995,Médicament,93.21798561237352
Ibuprofène,C3H6O,34.68445711980771,Base Forte,24.58187106287153
