id,type_vehicule,marque_voiture,modele,annee_fabrication,prix,kilometrage
VEH_000802,Bus,Mercedes,777,2022,-3472938,38009
VEH_000223,Moto,Alstom,Interlink,2023,-785414,192103
VEH_000729,Avion,Mercedes,Africa Twin,2020,-1414713,117514
VEH_000472,Camion,BMW,A330,2021,71544219,157118
VEH_000435,Bus,Volvo,9700,2023,4627235,106141
VEH_000930,Bus,Mercedes,7900,2024,-1499186,168475
VEH_000341,Moto,Iveco,Captur,2024,6748849,62581
VEH_000365,Moto,Renault,TMAX,2017,4766557,141778
VEH_000014,Avion,Audi,Monster,2025,-1666461,151600
VEH_000187,Camion,BMW,A4,2025,96485,24564
VEH_000563,Train,Siemens,S 1000 RR,2017,227146357,334517
VEH_000376,Train,Peugeot,Urbanway,2024,-531911,67938
VEH_000792,Camion,Audi,9900,2021,3356449,266144
VEH_000172,Voiture,Suzuki,FH,2024,2400657,19433
VEH_000897,Train,Volkswagen,Classe C,2022,830858,-7701
VEH_000505,Bus,Scania,Q5,2025,1950813,39360
VEH_000612,Moto,Scania,Talent,2023,3307409,135083
VEH_000469,Bus,Boeing,Interlink,2021,-993391,111029
VEH_000897,Train,Boeing,Z900,2024,4119418,50600
VEH_000915,Train,Yamaha,308,2016,99034618,100407
VEH_000676,Camion,Alstom,Urbanway,2025,-1423423,133460
VEH_000921,Voiture,Boeing,CRJ1000,2023,-1713340,-9110
VEH_000174,Bus,CAF,FMX,2022,-2246955,-5357
VEH_000314,Bus,Renault,GSX-R,2020,119173329,122185
VEH_000901,Voiture,Peugeot,FH,2016,-4759361,-6384
VEH_000944,Moto,Suzuki,Citywide,2021,3191649,150819
VEH_000542,Bus,BMW,Atego,2022,576529,30159
VEH_000563,Train,Boeing,Versys,2015,1148947,14351
VEH_000111,Train,Boeing,Duster,2023,-337259,15621
VEH_000728,Train,Scania,9900,2023,259709753,158606
VEH_000055,Train,CAF,CRJ1000,2016,226013,38119
VEH_000529,Bus,Audi,Land Cruiser,2025,703904,37947
VEH_000974,Bus,Audi,CBR 600,2020,229069743,58977
VEH_000144,Voiture,MAN,TMAX,2021,-243640,123266
VEH_000444,Camion,Airbus,Ninja 650,2017,-1515159,7453
VEH_000576,Bus,Mercedes,Camry,2020,251747,-16963
VEH_000549,Moto,Scania,Talent,2016,-691586,51220
VEH_000380,Moto,Renault,TMAX,2024,79854161,15920
VEH_000268,Moto,Dacia,Corolla,2023,-4454219,36645
VEH_000643,Voiture,Suzuki,208,2026,-4764251,55225
VEH_000135,Avion,Audi,Megane,2019,-1090589,158397
VEH_000111,Moto,Embraer,Ninja 650,2020,-1029265,98882
VEH_000320,Voiture,Honda,Land Cruiser,2024,566007,118503
VEH_000688,Avion,Volvo,FH,2018,-638838,-1437
VEH_000266,Camion,Audi,E195,2021,12254423,57826
VEH_000009,Moto,Bombardier,Polo,2023,150528264,18532
VEH_000999,Avion,Siemens,Ninja 650,2024,31586564,189357
VEH_000182,Avion,Mercedes,YZF-R6,2021,357933,44488
VEH_000038,Moto,Dacia,737,2022,277340841,129833
VEH_000818,Camion,Volvo,FMX,2023,-493851,171567
VEH_000960,Bus,MAN,5008,2013,173428,234406
VEH_000623,Train,BMW,E190,2024,-1837209,-1220
VEH_000821,Voiture,Bombardier,308,2023,-25195,112595
VEH_000258,Avion,Bombardier,Corolla,2025,-4364319,116
VEH_000683,Camion,Bombardier,P Series,2019,32123210,144200
VEH_000223,Bus,Airbus,e-tron,2022,593626,37245
VEH_000531,Camion,Audi,3008,2024,2234134,13916
VEH_000173,Camion,Volkswagen,CRJ900,2017,18717442,67166
VEH_000754,Train,Siemens,Stralis,2022,1935460,50109
VEH_000620,Camion,BMW,Classe C,2022,2841803,47641
VEH_000708,Train,Siemens,Duster,2017,24494978,31422
VEH_000727,Avion,Iveco,AGV,2018,14842331,16977
VEH_000401,Voiture,Mercedes,Classe C,2021,738046,147410
VEH_000113,Train,Volvo,Ninja 650,2017,18470712,33950
VEH_000146,Camion,BMW,TGS,2018,-2565111,215766
VEH_000775,Moto,Volvo,MT-07,2016,4721799,115629
VEH_000001,Bus,Iveco,Multistrada,2016,-2250646,117788
VEH_000949,Camion,Peugeot,CRJ1000,2023,8873734,64144
VEH_000125,Train,CAF,A4,2018,30593767,40817
VEH_000503,Train,Dacia,Interlink,2018,17369018,10026
VEH_000686,Train,Iveco,Evadys,2019,137512234,56214
VEH_000913,Train,Boeing,R 1250 GS,2014,114330989,238585
VEH_000814,Camion,Toyota,Panigale,2015,1514071,130735
VEH_000456,Avion,BMW,Série 5,2019,16286542,11692
VEH_000134,Camion,Volvo,E175,2024,27940715,99470
VEH_000543,Moto,Iveco,Captur,2024,20545426,42644
VEH_000039,Moto,MAN,Logan,2020,4777119,49321
VEH_000568,Moto,Iveco,Q3,2023,-4460352,46586
VEH_000127,Voiture,CAF,Daily,2025,-497372,268780
VEH_000432,Moto,Audi,Tiguan,2025,-4666507,41742
VEH_000946,Train,Alstom,Lion's City,2020,23705844,10761
VEH_000654,Camion,Bombardier,Stralis,2022,2288237,42195
VEH_000447,Voiture,Mercedes,TMAX,2021,1866176,31178
VEH_000736,Bus,Honda,Golf,2024,-793195,21158
VEH_000723,Bus,Embraer,7900,2022,-2641830,35246
VEH_000714,Moto,Siemens,Burgman,2023,-6153634,81067
VEH_000654,Bus,Iveco,GSX-R,2024,-1496484,20249
VEH_000226,Bus,MAN,Stralis,2019,210858942,87689
VEH_000161,Voiture,Mercedes,FMX,2023,-1079190,29280
VEH_000687,Avion,Mercedes,V-Strom,2019,-6204005,177812
VEH_000895,Moto,Renault,Spring,2025,-579991,26391
VEH_000316,Train,Mercedes,Velaro,2020,8900436,97932
VEH_000836,Moto,Bombardier,5008,2025,32774922,35523
VEH_000968,Train,Alstom,Coradia,2015,21626958,268997
VEH_000361,Moto,Yamaha,GSX-R,2023,2525217,105551
VEH_000155,Avion,Bombardier,Eurocargo,2020,-3509910,289008
VEH_000280,Voiture,Alstom,R1,2020,1697963,156330
VEH_000152,Bus,Boeing,CB 500,2022,2439863,44719
VEH_000192,Voiture,Embraer,Versys,2012,-2302914,60613
VEH_000268,Camion,BMW,308,2016,-1575215,127236
VEH_000728,Avion,Mercedes,Ninja 650,2021,1364803,107924
VEH_000142,Moto,Toyota,A350,2025,-2234701,46992
VEH_000663,Avion,BMW,Multistrada,2025,-1607728,70510
VEH_000601,Voiture,Iveco,Coradia,2024,-2293378,19340
VEH_000028,Voiture,Toyota,FM,2022,2530550,20598
VEH_000815,Moto,Kawasaki,MT-07,2022,-763083,79396
VEH_000977,Bus,Embraer,Vectron,2022,43191906,110475
VEH_000658,Bus,Bombardier,FH,2018,-483193,37123
VEH_000743,Voiture,Airbus,A380,2025,-3097763,11036
VEH_000268,Moto,Suzuki,CRJ1000,2022,-1768721,129895
VEH_000617,Avion,Volkswagen,9700,2024,12377442,5699
VEH_000531,Bus,Audi,Sandero,2016,-1988458,124211
VEH_000926,Voiture,Airbus,PCX,2021,267378,4739
VEH_000434,Bus,Mercedes,Desiro,2019,-1987678,28017
VEH_000694,Camion,BMW,CBR 600,2022,1580189,77984
VEH_000019,Avion,Toyota,Velaro,2025,-1414950,66084
VEH_000779,Camion,Iveco,3008,2023,-3279038,17268
VEH_000778,Voiture,Volkswagen,Talent,2023,-683699,25123
VEH_000053,Voiture,Volvo,TGV,2014,-1760261,27100
VEH_000231,Train,Bombardier,Duster,2019,271940547,129924
VEH_000486,Moto,Ducati,Q3,2019,-676918,272953
VEH_000824,Moto,Siemens,Citaro,2024,283293,91643
VEH_000628,Moto,Renault,Panigale,2024,2201217,8543
VEH_000263,Moto,MAN,Evadys,2024,1766951,3928
