id,type_vehicule,marque_voiture,modele,annee_fabrication,prix,kilometrage
VEH_000268,Moto,BMW,Ninja 650,2020,-60696,35451
VEH_000916,Train,Boeing,737,2024,18141,286704
VEH_000532,Train,Boeing,E175,2023,120234898,123673
VEH_000855,Voiture,Audi,Land Cruiser,2024,175375774,83101
VEH_000743,Train,Audi,Stralis,2023,-786121,43915
VEH_000044,Camion,Dacia,Daily,2022,1981898,269219
VEH_000136,Bus,Honda,V-Strom,2015,-379631,103763
VEH_000163,Train,CAF,CRJ900,2022,-294057,169589
VEH_000357,Bus,Renault,Logan,2024,22509910,167233
VEH_000974,Train,Bombardier,Tourismo,2023,2438733,49061
VEH_000912,Voiture,Alstom,Multistrada,2025,1050004,11889
VEH_000708,Voiture,Honda,Atego,2019,2243750,45814
VEH_000878,Voiture,Suzuki,V-Strom,2026,-2495826,114139
VEH_000661,Voiture,Airbus,Lion's Coach,2020,21060808,129587
VEH_000064,Camion,Mercedes,Megane,2022,128196764,82269
VEH_000088,Camion,Volvo,TGV,2019,1776803,60184
VEH_000856,Avion,Ducati,777,2022,908946,134808
VEH_000723,Moto,Audi,Z900,2024,86636216,37129
VEH_000052,Moto,Siemens,S 1000 RR,2023,-1487528,104378
VEH_000945,Train,Toyota,E190,2017,2044153,45669
VEH_000302,Avion,Peugeot,FH,2024,72742638,45411
VEH_000980,Moto,Mercedes,737,2020,-1429402,46404
VEH_000414,Voiture,Peugeot,E175,2021,-575241,18432
VEH_000726,Train,Bombardier,R1,2025,243579849,77222
VEH_000967,Voiture,Alstom,Monster,2017,156858502,107858
VEH_000911,Avion,Suzuki,MT-07,2025,-6114967,137600
VEH_000506,Avion,Mercedes,T High,2022,3022948,175561
VEH_000547,Train,CAF,9900,2020,26978089,40034
VEH_000758,Camion,Mercedes,FM,2022,132171272,52680
VEH_000595,Voiture,Scania,Velaro,2024,36487673,2
VEH_000259,Avion,MAN,S 1000 RR,2018,17978011,108584
VEH_000138,Bus,Scania,Coradia,2026,465054,98039
VEH_000065,Moto,MAN,R1,2025,565915,-12399
VEH_000419,Camion,Airbus,E190,2021,19528230,85936
VEH_000661,Camion,Ducati,FH,2013,4965044,91105
VEH_000782,Bus,Siemens,7900,2019,-1955015,44299
VEH_000108,Train,Bombardier,A4,2023,2300372,61755
VEH_000543,Camion,Iveco,Africa Twin,2021,1738194,228990
VEH_000140,Camion,Alstom,GLE,2022,172140096,28668
VEH_000949,Voiture,Peugeot,Axor,2016,45175964,81802
VEH_000093,Avion,Airbus,CRJ900,2013,-1772968,110918
VEH_000631,Train,Dacia,Zefiro,2020,-2749156,39712
VEH_000848,Moto,Scania,Interlink,2018,-235489,63335
VEH_000860,Voiture,BMW,Tourismo,2019,921482,274807
VEH_000672,Moto,Siemens,C,2024,814233,17923
VEH_000239,Moto,Ducati,TGX,2017,154056,6048
VEH_000953,Camion,Suzuki,R 1250 GS,2019,287252565,85288
VEH_000595,Train,Bombardier,308,2022,849934,104674
VEH_000286,Moto,Ducati,Lion's City,2020,1388132,75916
VEH_000355,Avion,Volvo,TMAX,2023,1622367,90989
VEH_000985,Avion,Airbus,A320,2022,-861827,41334
VEH_000963,Train,Boeing,747,2020,298603649,242174
VEH_000206,Train,Scania,Coradia,2022,3444151,139909
VEH_000410,Voiture,Boeing,X5,2021,4396435,71525
VEH_000197,Train,MAN,Talent,2014,6545918,140764
VEH_000266,Train,Iveco,R 1250 GS,2023,-916340,61898
VEH_000797,Train,CAF,Q3,2025,23272074,17822
VEH_000736,Moto,Toyota,Atego,2025,1117399,35852
VEH_000421,Camion,BMW,9700,2022,104012,194894
VEH_000731,Moto,Scania,TGV,2024,34844459,121714
VEH_000960,Avion,Iveco,Land Cruiser,2014,-336646,186713
VEH_000086,Train,Siemens,Série 5,2021,3477379,31946
VEH_000581,Voiture,Volvo,308,2022,-1573908,32669
VEH_000808,Moto,Kawasaki,Touring,2019,-545937,80958
VEH_000368,Voiture,Scania,Velaro,2024,50691574,27727
VEH_000964,Moto,Bombardier,Tourismo,2022,3239188,1222
VEH_000456,Camion,MAN,Logan,2020,443062,32680
VEH_000140,Voiture,Yamaha,Interlink,2022,3622331,60582
VEH_000514,Voiture,Audi,AGV,2017,-637491,5066
VEH_000067,Avion,MAN,Clio,2019,164911057,153736
VEH_000114,Moto,Volvo,Captur,2024,2250039,185217
VEH_000516,Train,Mercedes,T-Roc,2018,5223746,122041
VEH_000230,Camion,Iveco,Passat,2024,1415079,5147
VEH_000826,Bus,Yamaha,Golf,2025,-3554329,69755
VEH_000524,Camion,Renault,747,2023,37964884,110741
VEH_000199,Moto,Airbus,CRJ900,2024,1946649,53388
VEH_000248,Voiture,Yamaha,FMX,2020,150634374,127156
VEH_000220,Train,Boeing,Evadys,2010,14056951,2432
VEH_000800,Moto,Yamaha,Panigale,2025,3158566,107590
VEH_000998,Avion,Dacia,Duster,2021,34253291,200442
VEH_000526,Camion,Bombardier,TGV,2018,1290240,138226
VEH_000630,Train,Audi,CB 500,2018,-2938214,77598
VEH_000461,Camion,BMW,9700,2020,126678043,3047
VEH_000532,Moto,Siemens,Land Cruiser,2019,307322790,15597
VEH_000361,Avion,Alstom,Série 5,2022,1441446,23227
VEH_000093,Avion,Bombardier,MT-07,2024,150742717,98989
VEH_000874,Train,MAN,Q5,2019,1454775,76258
VEH_000688,Avion,Peugeot,Tiguan,2021,1971955,5210
VEH_000976,Bus,Airbus,K,2024,14430850,31946
VEH_000555,Train,CAF,Citaro,2024,77134574,176494
VEH_000990,Train,Iveco,PCX,2023,143781928,32052
VEH_000664,Bus,Dacia,Sandero,2023,-2531891,13165
VEH_000070,Voiture,Embraer,Panigale,2025,-630909,1767
VEH_000850,Voiture,Volvo,Burgman,2023,1091103,73496
VEH_000423,Avion,Toyota,Civity,2023,2794358,9226
VEH_000755,Train,Kawasaki,E190,2017,-2511470,45967
VEH_000112,Moto,Airbus,P Series,2023,-29099,107770
VEH_000472,Voiture,Siemens,Coradia,2024,526698,144035
VEH_000950,Train,Boeing,MT-07,2025,-225276,132240
VEH_000234,Train,Volvo,S Series,2022,1471933,119329
VEH_000992,Bus,Iveco,TGV,2016,-470383,115185
VEH_000358,Train,Alstom,Vectron,2019,26556112,167245
VEH_000754,Moto,Audi,Lion's City,2023,1328464,126945
VEH_000517,Avion,Suzuki,Monster,2022,4504963,37158
VEH_000569,Moto,Bombardier,Axor,2021,34648348,231010
VEH_000501,Avion,Alstom,CRJ1000,2018,2616841,186914
VEH_000165,Voiture,Scania,Urbos,2025,249859,242135
VEH_000774,Moto,Airbus,FMX,2016,-4866865,19959
VEH_000171,Moto,BMW,Stralis,2017,2566006,-4939
VEH_000144,Bus,Renault,9700,2023,-1262457,68232
VEH_000838,Bus,Boeing,S 1000 RR,2023,-177602,15435
VEH_000421,Camion,Bombardier,MT-07,2016,3316717,136243
VEH_000772,Bus,Peugeot,T-Roc,2019,20342186,10241
VEH_000358,Camion,Boeing,E175,2016,4353035,159137
VEH_000128,Bus,Embraer,S 1000 RR,2019,-2320708,18783
VEH_000986,Moto,Dacia,Touring,2021,169457728,261178
VEH_000183,Moto,CAF,Zefiro,2018,3991767,47445
VEH_000942,Avion,Boeing,FMX,2016,2693412,55390
VEH_000482,Train,Scania,Zefiro,2023,29336636,173215
VEH_000828,Train,CAF,Corolla,2024,24128346,18509
VEH_000593,Moto,Iveco,Stralis,2016,-1507217,-1742
VEH_000985,Moto,Yamaha,208,2024,-4087175,128231
VEH_000825,Moto,Volvo,Velaro,2025,-275058,76348
VEH_000449,Bus,Volvo,Captur,2025,-1402889,73148
VEH_000596,Voiture,Iveco,Panigale,2022,-772728,10283
VEH_000286,Moto,Dacia,TGV,2023,-4494631,91176
VEH_000051,Bus,Mercedes,CRJ900,2022,3162366,7856
VEH_000290,Train,Dacia,7900,2022,-334010,110990
VEH_000778,Moto,BMW,Stralis,2023,1443596,49006
VEH_000281,Train,Dacia,E195,2017,-2804076,260387
VEH_000766,Train,MAN,787 Dreamliner,2014,12680815,62975
VEH_000860,Avion,Siemens,Q3,2021,324750,68010
VEH_000444,Bus,MAN,5008,2019,479454,132700
VEH_000261,Train,MAN,Tourismo,2020,-31461,6050
VEH_000630,Avion,Volvo,Multistrada,2023,59823714,8766
VEH_000107,Avion,Audi,K,2016,1172801,120560
VEH_000392,Moto,Toyota,CBR 600,2017,-1207252,201696
VEH_000808,Camion,Volvo,Corolla,2019,-1289156,131118
VEH_000898,Avion,MAN,Burgman,2016,572364,148479
VEH_000100,Train,Scania,Crossway,2023,-4079622,168554
VEH_000439,Moto,Bombardier,Burgman,2021,-2952252,34693
VEH_000792,Train,Bombardier,Panigale,2018,44512399,156500
VEH_000900,Camion,BMW,CRJ1000,2017,43663816,125212
VEH_000371,Avion,Audi,S Series,2019,268331,29963
VEH_000746,Camion,Bombardier,S Series,2015,2222885,-5222
VEH_000556,Bus,Boeing,Multistrada,2022,596353,-20635
VEH_000563,Moto,BMW,Tourismo,2019,209238080,147255
VEH_000204,Avion,Iveco,Série 3,2026,-5114901,202603
VEH_000831,Train,Siemens,Classe E,2022,16223076,131763
VEH_000143,Train,Suzuki,Monster,2021,6220725,145133
VEH_000987,Avion,CAF,RAV4,2020,-634428,39369
VEH_000398,Bus,Airbus,Ninja 650,2025,-1940674,53932
VEH_000271,Train,Alstom,CRJ1000,2025,94075011,155172
VEH_000412,Train,Yamaha,Interlink,2022,1470326,176434
VEH_000983,Camion,Scania,A330,2019,-639169,53702
VEH_000679,Train,Siemens,Citywide,2022,709728,179163
VEH_000734,Camion,MAN,Ninja 650,2023,973872,58990
VEH_000106,Avion,Toyota,CRJ1000,2018,28306234,111893
VEH_000620,Voiture,Siemens,Vectron,2025,-782070,172419
VEH_000472,Avion,Bombardier,R 1250 GS,2025,-41085,153217
VEH_000817,Camion,Scania,Tiguan,2016,8609894,44488
VEH_000787,Voiture,Peugeot,Camry,2021,4340020,18168
VEH_000900,Voiture,Alstom,RAV4,2024,-1664925,282234
