nom_molecule,formule_chimique,masse_molaire,categorie,concentration
Caféine,C2H5OH,29.53491967293742,Polymère,91.94834710176863
Vitamine C,C8H9NO2,144.73086636489515,Gaz,5.743396037452865
Hydroxyde de Sodium,C27H46O,197.07373491633132,Alcool,25.480223702553193
Dioxyde de Carbone,C2H5OH,38.20745529082706,Acide Fort,429.3361674306791
Aspirine,CO2,37.165081778706295,Polymère,12.896716633013394
Aspirine,C2H5OH,20.463459678715537,Glucide,93.37614223683977
Méthane,C3H6O,184.2701974318143,Gaz,16.533107588569237
Benzène,C2H5OH,55.79548904368927,Base Forte,599.7494613803317
Eau,H2O,24.413087813333455,Hydrocarbure,112.77921630525304
Benzène,CO2,9.366207681427628,Vitamine,941.2585460014191
Ammoniaque,CO2,41.94137858005958,Polymère,-6.571434506216657
Oxygène,NH3,202.09300669277604,Acide Carboxylique,-7.909215500121797
Eau,CH4,39.21854810579583,Acide Fort,-2.259067612421849
Oxygène,NaOH,22.23782648924737,Polymère,0.9609240633627634
PVC,O2,65.54332393803823,Base Faible,15.7262366650099
PVC,C6H8O6,161.47987883936673,Gaz,18.074287151565947
Azote,C13H18O2,23.644209874505524,Gaz,33.169391299670664
Méthane,(C3H6)n,23.8365103838399,Médicament,81.59388221125586
Acide Acétique,C27H46O,8.954242963735073,Gaz,2.9392800497581297
Toluène,C6H12O6,15.642257499037115,Gaz,10.140283480905152
Caféine,H2O,28.033910458961767,Médicament,20.129979614295657
Azote,(C2H4)n,8.795736428554463,Inorganique,75.68867847841638
Acétone,C6H12O6,18.218441127786857,Alcool,6.195959483388719
PVC,C6H8O6,10.23000516025441,Vitamine,11.201710947145072
Azote,C6H12O6,86.76369530040174,Base Forte,12.34699093760332
Ibuprofène,NH3,131.28395417461246,Hydrocarbure Aromatique,-3.927691815910886
Glucose,C8H9NO2,50.19975621792805,Médicament,102.29277488045078
Hydroxyde de Sodium,N2,12.401927233668658,Stéroïde,-7.487709907732554
Acétone,C9H8O4,14.593187401494504,Gaz,42.3937528216116
Azote,H2O,36.39393132543816,Hydrocarbure Aromatique,427.3421964866926
Dioxyde de Carbone,C6H12O6,133.54260259297024,Glucide,645.7033477943166
Acide Chlorhydrique,(C2H3Cl)n,36.17429962249967,Vitamine,10.30328972073778
PVC,C8H9NO2,74.39474357977309,Acide Carboxylique,11.828033494469867
Hydroxyde de Sodium,C13H18O2,26.21238815679522,Base Forte,103.84978984176085
Ammoniaque,C27H46O,85.923591030202,Alcool,13.190604573350168
PVC,(C2H3Cl)n,74.02510059391089,Acide Fort,-0.29454729870149166
Toluène,N2,200.9269102489077,Gaz,109.38026782388003
Toluène,H2O,225.92657224056023,Gaz,16.61751992876432
Azote,C6H6,11.78231139184603,Gaz,31.972873008827627
Glucose,H2O,139.29940094163314,Acide Fort,-10.641798390765526
Dioxyde de Carbone,C6H12O6,137.6367273591876,Alcool,5.575419808843142
Polyéthylène,H2SO4,20.879509790426084,Glucide,84.33734735414178
Benzène,C7H8,164.75244775802372,Médicament,-5.918009389045824
Méthane,C3H6O,36.85396003221874,Acide Fort,-11.313717207919076
Cholestérol,NaOH,31.432477783882685,Acide Carboxylique,11.023298336830685
PVC,H2SO4,33.47667472629278,Glucide,31.35891677171346
Caféine,C8H10N4O2,8.698655987067472,Alcaloïde,44.58798361242219
Oxygène,C3H6O,23.95380592890888,Glucide,34.08263281989972
Polypropylène,C8H10N4O2,52.13412071148663,Gaz,-3.1542881249664445
Éthanol,H2O,296.0643590888885,Base Forte,-11.62026650496637
Éthanol,C6H8O6,261.6476663216181,Gaz,135.45343365530002
Aspirine,C2H5OH,145.2229346712654,Médicament,19.7675624128836
Méthane,H2O,33.44023381955804,Alcaloïde,11.701530222234265
Oxygène,C6H8O6,56.82375424581802,Vitamine,64.1751853969358
Caféine,(C2H3Cl)n,7.213010893322284,Polymère,-1.4822370567896668
Eau,C6H8O6,48.800414280442865,Base Forte,10.005534045184106
Acide Sulfurique,C2H5OH,22.4209686256282,Vitamine,35.85649315854266
Toluène,C27H46O,5.4764922196442996,Gaz,-5.996936026987433
Acide Sulfurique,(C2H4)n,7.469759337380122,Polymère,23.640721542194115
Ammoniaque,HCl,194.3976264528689,Hydrocarbure,800.5245210409871
Acide Chlorhydrique,NaOH,177.31434537254367,Acide Carboxylique,20.284591395019856
Cholestérol,(C2H3Cl)n,32.49466672312521,Acide Carboxylique,11.677878615114704
Glucose,NaOH,122.78763691055462,Stéroïde,-8.868096234120433
Paracétamol,C7H8,66.6100347773044,Polymère,-11.351358344422486
Eau,H2SO4,0.5418849042003941,Polymère,364.74364482254913
Cholestérol,C8H9NO2,183.92374892304372,Glucide,84.74252816523
Vitamine C,O2,30.15684266297022,Alcaloïde,516.6984240790706
Acétone,C9H8O4,12.460822746522211,Polymère,24.088227064682684
Ammoniaque,CH3COOH,218.1328950385592,Acide Carboxylique,9.986098050097025
Vitamine C,C2H5OH,2.0791578987134187,Hydrocarbure,-4.308641027008261
Eau,CH3COOH,7.2109091100361695,Gaz,1.9897508995345854
