id,nom,espece,race,age,poids,sexe,couleur_pelage
ANI_001135,Nemo,Chien,Bengal,3,36.81,Femelle,Noir
ANI_000734,Nemo,Cheval,Cacatoès,2,519.4,Mâle,Marron
ANI_001511,Clover,Lapin,Caniche,3,0.82,Mâle,Blanc
ANI_000414,Rocky,Lapin,Chartreux,4,12.76,Mâle,Blanc
ANI_001168,Rocky,Chat,Appaloosa,4,1.53,Mâle,Gris
ANI_001674,Bella,Oiseau,Scottish Fold,1,0.88,Femelle,Rayé
ANI_001765,Felix,Oiseau,Yorkshire,2,6.31,Femelle,Roux
ANI_001997,Luna,Cheval,Bengal,3,19.29,Mâle,Blanc
ANI_001963,Fluffy,Chien,Angora,3,0.71,Femelle,Marron
ANI_001214,Goldie,Chat,Guppy,2,500.19,Mâle,Marron
ANI_000558,Apollo,Lapin,Andalou,6,403.45,Femelle,Gris
ANI_001290,Finn,Lapin,Betta,1,5.36,Femelle,Rayé
ANI_000590,Storm,Poisson,Perroquet Ara,2,6.33,Femelle,Beige
ANI_001352,Nemo,Chat,Bélier,5,1.06,Femelle,Blanc
ANI_000979,Marshmallow,Chien,Guppy,2,0.08,Femelle,Beige
ANI_001427,Gizmo,Chat,Carpe Koï,4,0.25,Mâle,Tacheté
ANI_000199,Maximus,Poisson,Chartreux,3,0.21,Mâle,Noir
ANI_001302,Cotton,Chat,Ragdoll,5,660.05,Femelle,Noir
ANI_000781,Goldie,Chat,Poisson Rouge,8,12.76,Mâle,Beige
ANI_000710,Felix,Chien,Frison,3,618.75,Mâle,Gris
ANI_001762,Flash,Poisson,Européen,2,33.73,Femelle,Blanc
ANI_000179,Pepper,Oiseau,Calopsitte,11,0.57,Femelle,Blanc
ANI_000758,Bella,Cheval,Persan,10,0.24,Mâle,Roux
ANI_000989,Nala,Chien,Perroquet Ara,3,10.73,Mâle,Roux
ANI_001072,Luna,Chien,Inséparable,5,0.12,Mâle,Marron
ANI_001470,Cleo,Oiseau,Angora,4,500.35,Femelle,Marron
ANI_000699,Rocky,Chien,Bulldog Français,11,1.83,Mâle,Marron
ANI_000324,Nala,Cheval,Yorkshire,0,1.26,Mâle,Tacheté
ANI_000047,Clover,Chien,Rottweiler,5,5.92,Mâle,Tricolore
ANI_000605,Oreo,Chien,Scottish Fold,5,4.56,Femelle,Rayé
ANI_001706,Felix,Cheval,Bélier,11,0.15,Mâle,Marron
ANI_000259,Leo,Lapin,Chartreux,10,0.51,Mâle,Tacheté
ANI_000850,Bunny,Lapin,Scottish Fold,4,49.8,Mâle,Rayé
ANI_000887,Charlie,Oiseau,Nain,4,502.83,Mâle,Roux
ANI_000725,Simba,Cheval,Angora,5,1.41,Femelle,Tacheté
ANI_000214,Clover,Poisson,Discus,2,33.35,Femelle,Rayé
ANI_000578,Bella,Cheval,Andalou,5,1.23,Mâle,Roux
ANI_001560,Fluffy,Oiseau,Labrador,4,15.28,Femelle,Marron
ANI_000425,Lucy,Poisson,Géant des Flandres,5,2.75,Femelle,Tricolore
ANI_001882,Shadow,Chat,Canari,13,637.91,Femelle,Blanc
ANI_001389,Bubbles,Poisson,Nain,3,4.99,Femelle,Blanc
ANI_000944,Bunny,Chien,Pur-sang Arabe,3,46.79,Femelle,Blanc
ANI_001175,Oscar,Poisson,Géant des Flandres,9,0.18,Mâle,Tricolore
ANI_000177,Charlie,Oiseau,Siamois,3,43.9,Mâle,Beige
ANI_000582,Maximus,Chat,Rottweiler,1,5.64,Mâle,Tricolore
ANI_001461,Rainbow,Lapin,Bélier,2,553.43,Mâle,Blanc
ANI_000254,Whiskers,Cheval,Berger Allemand,6,0.76,Mâle,Blanc
ANI_001687,Cleo,Chien,Carpe Koï,4,2.18,Mâle,Tricolore
ANI_000584,Thunder,Lapin,Percheron,4,660.05,Mâle,Roux
ANI_001906,Goldie,Cheval,Géant des Flandres,4,0.46,Femelle,Roux
ANI_001186,Oreo,Lapin,Rex,5,3.02,Femelle,Blanc
ANI_000288,Bella,Cheval,Rottweiler,10,712.3,Femelle,Noir
ANI_001900,Marshmallow,Oiseau,Shetland,5,0.96,Mâle,Noir
ANI_000583,Nemo,Chien,Inséparable,0,3.41,Mâle,Roux
ANI_001038,Cleo,Poisson,Maine Coon,4,3.73,Mâle,Blanc
ANI_001366,Clover,Chat,Scottish Fold,5,2.23,Femelle,Noir
ANI_000807,Tweety,Chat,Shetland,5,637.91,Femelle,Blanc
ANI_001232,Clover,Cheval,Golden Retriever,6,48.92,Femelle,Tacheté
ANI_000081,Cleo,Lapin,Cacatoès,2,0.71,Mâle,Marron
ANI_001584,Rocky,Chat,Sphynx,4,49.66,Femelle,Blanc
ANI_000977,Angel,Chat,Discus,1,6.88,Femelle,Roux
ANI_000612,Nemo,Chat,Inséparable,10,0.98,Femelle,Gris
ANI_001015,Shadow,Chat,Quarter Horse,0,624.8,Femelle,Blanc
ANI_000528,Nala,Cheval,Inséparable,3,1.13,Femelle,Noir
ANI_001831,Leo,Oiseau,Rex,4,5.86,Femelle,Roux
ANI_000874,Clover,Poisson,Guppy,8,6.75,Mâle,Roux
ANI_001019,Leo,Oiseau,Scottish Fold,2,3.59,Mâle,Rayé
ANI_001097,Goldie,Poisson,Poisson Rouge,0,0.2,Mâle,Gris
ANI_001133,Sunny,Oiseau,Bengal,5,0.39,Mâle,Roux
ANI_001005,Sunny,Chien,Chihuahua,3,4.48,Femelle,Marron
ANI_000881,Star,Cheval,Persan,6,5.16,Mâle,Rayé
ANI_000142,Luna,Cheval,Frison,1,7.21,Mâle,Blanc
ANI_000867,Maximus,Chat,Mustang,4,7.79,Mâle,Blanc
ANI_001425,Ruby,Cheval,British Shorthair,10,3.89,Mâle,Gris
ANI_001999,Fluffy,Cheval,Mustang,4,47.68,Mâle,Noir
ANI_001449,Rainbow,Lapin,Géant des Flandres,3,0.88,Mâle,Rayé
ANI_000768,Marshmallow,Cheval,Européen,3,0.36,Mâle,Blanc
ANI_001582,Luna,Lapin,British Shorthair,3,20.59,Mâle,Beige
ANI_001121,Spirit,Cheval,Perruche,6,0.57,Mâle,Gris
ANI_001745,Blaze,Cheval,Perruche,10,42.17,Femelle,Roux
ANI_001903,Maya,Chien,Poisson Rouge,5,481.61,Femelle,Noir
ANI_001329,Felix,Chat,Chartreux,3,7.38,Mâle,Beige
ANI_000978,Cleo,Chat,Nain,13,5.26,Mâle,Rayé
ANI_001709,Goldie,Cheval,Perruche,2,33.23,Mâle,Beige
ANI_001419,Snowball,Oiseau,Scottish Fold,12,0.38,Femelle,Roux
ANI_000223,Goldie,Chien,Siamois,7,45.28,Femelle,Beige
ANI_001200,Clover,Oiseau,Néon,5,0.51,Mâle,Gris
ANI_000030,Mittens,Chat,Mustang,6,43.46,Femelle,Noir
ANI_000896,Blue,Chien,British Shorthair,1,486.53,Femelle,Roux
ANI_000623,Tweety,Cheval,Nain,4,0.2,Femelle,Noir
ANI_001433,Bella,Cheval,Rex,8,49.66,Mâle,Blanc
ANI_000708,Sunny,Oiseau,Cacatoès,4,1.89,Femelle,Rayé
ANI_000488,Thunder,Cheval,Rottweiler,4,5.17,Mâle,Gris
ANI_001599,Blue,Lapin,Persan,10,4.76,Femelle,Roux
ANI_000903,Stella,Oiseau,Néon,3,4.83,Mâle,Tacheté
ANI_001087,Buddy,Lapin,Discus,8,0.29,Mâle,Blanc
ANI_000890,Nala,Chat,Géant des Flandres,6,5.82,Mâle,Tricolore
ANI_001049,Bella,Cheval,Ragdoll,5,741.25,Mâle,Rayé
ANI_000013,Gizmo,Cheval,Bengal,0,4.63,Mâle,Tacheté
ANI_000268,Bella,Chien,Européen,3,35.62,Mâle,Marron
ANI_001761,Cleo,Poisson,Bulldog Français,8,4.44,Femelle,Roux
ANI_000968,Finn,Chien,Frison,5,6.45,Femelle,Roux
ANI_001092,Flash,Chat,Frison,1,4.33,Femelle,Marron
ANI_000926,Oliver,Cheval,Appaloosa,1,13.49,Mâle,Blanc
ANI_001822,Zeus,Cheval,Mustang,5,0.12,Mâle,Tacheté
ANI_001785,Clover,Chien,Néon,3,5.61,Mâle,Rayé
ANI_000056,Shadow,Cheval,Bengal,9,30.74,Mâle,Rayé
ANI_001059,Bunny,Poisson,Frison,6,0.59,Mâle,Beige
ANI_000923,Zeus,Cheval,Perruche,6,5.5,Mâle,Tacheté
ANI_001846,Pepper,Poisson,Poisson Rouge,1,753.02,Mâle,Rayé
ANI_001290,Thumper,Poisson,Néon,4,5.67,Femelle,Roux
ANI_000071,Nala,Lapin,Poisson Rouge,2,22.62,Mâle,Beige
ANI_001650,Apollo,Oiseau,Bélier,4,695.72,Femelle,Roux
ANI_001148,Bella,Poisson,Bengal,19,410.23,Mâle,Rayé
ANI_001714,Nemo,Cheval,Chihuahua,4,1.41,Femelle,Blanc
ANI_000921,Felix,Chat,Chartreux,3,2.39,Mâle,Marron
ANI_001477,Bella,Cheval,Nain,6,0.38,Femelle,Roux
ANI_001517,Blue,Chien,Maine Coon,2,2.29,Mâle,Blanc
ANI_001445,Bella,Cheval,Pur-sang Arabe,3,22.62,Mâle,Blanc
ANI_000142,Rio,Chien,Inséparable,4,7.59,Femelle,Marron
ANI_000392,Daisy,Poisson,Poisson Rouge,0,43.46,Mâle,Marron
ANI_000560,Rex,Chat,Betta,3,525.31,Mâle,Blanc
ANI_000908,Nala,Chat,Scottish Fold,4,0.33,Femelle,Blanc
ANI_001696,Bella,Cheval,Labrador,11,448.08,Mâle,Rayé
ANI_001519,Blaze,Chien,Husky,5,21.03,Femelle,Blanc
ANI_001449,Pegasus,Chien,Carpe Koï,22,0.2,Mâle,Blanc
