nom_molecule,formule_chimique,masse_molaire,categorie,concentration
PVC,H2O,34.584537266171495,Cétone,-5.436762904938273
Méthane,(C2H3Cl)n,30.10633419602032,Acide Fort,-1.9119798531371321
Acide Sulfurique,O2,29.542170825274518,Alcaloïde,241.4514120643043
Acide Sulfurique,(C2H4)n,96.49777738273056,Polymère,0.6400908083301555
Benzène,C2H5OH,155.71022014947488,Polymère,2.9137398360900506
Aspirine,NaOH,156.8021345344125,Stéroïde,9.356945836916204
Paracétamol,C9H8O4,36.14074224245213,Glucide,52.89447955589509
Éthanol,C2H5OH,169.15063418244358,Hydrocarbure Aromatique,4.357406376398074
Acide Chlorhydrique,H2O,23.447220799239844,Acide Fort,83.0966870960206
Paracétamol,NH3,34.125302418915496,Alcaloïde,0.5407951486735367
Cholestérol,(C2H3Cl)n,141.1651022336232,Acide Fort,49.13253083295036
Ammoniaque,C3H6O,5.449761587875354,Cétone,131.14345534460654
Oxygène,C6H8O6,36.783152680294734,Base Forte,2.677139112809662
Acide Sulfurique,HCl,165.17884662582355,Médicament,56.95878957960298
Benzène,C8H10N4O2,48.08699651477605,Polymère,34.9529677052811
Vitamine C,C6H6,147.9463744465649,Gaz,5.038473952167363
Hydroxyde de Sodium,HCl,8.391790562756718,Acide Fort,25.22207191786294
Azote,HCl,73.82816258064081,Glucide,64.38333585461945
PVC,C9H8O4,141.6815589116674,Glucide,674.5580951180859
Vitamine C,C6H8O6,35.67333307253464,Gaz,24.289855972673333
Acide Chlorhydrique,NH3,195.65511530303274,Gaz,5.895972537988943
Acide Chlorhydrique,C9H8O4,5.9345341044141335,Acide Carboxylique,2.889580007512562
Éthanol,H2O,37.799166161616185,Vitamine,97.4924998067175
Azote,C6H6,158.13041182169897,Hydrocarbure Aromatique,14.163831673075455
Cholestérol,(C2H3Cl)n,44.07020082043272,Hydrocarbure,73.82345112077847
Acide Chlorhydrique,C3H6O,14.781135615494627,Hydrocarbure,99.59741912937676
Benzène,C27H46O,55.4620617556282,Médicament,13.76301579168592
Hydroxyde de Sodium,O2,18.929272537113135,Alcaloïde,4.789974358837954
Ammoniaque,NH3,24.960750887223853,Gaz,32.04506826128271
Glucose,C6H12O6,-3.436495425028731,Hydrocarbure,0.8189934120988127
Acide Chlorhydrique,H2O,122.03250692501139,Inorganique,9.393510594356139
Polyéthylène,NH3,21.60772620959469,Base Faible,16.61512742604688
Paracétamol,CH4,64.20702808047493,Gaz,3.205857619387139
Benzène,C8H9NO2,161.92589901143876,Acide Carboxylique,3.2751674731679152
Ammoniaque,C6H6,88.96474327767267,Vitamine,107.58834540964133
Acide Chlorhydrique,C2H5OH,6.114802959547596,Acide Fort,462.7403551362524
Benzène,C6H12O6,187.97170243619192,Polymère,16.984367461912964
Oxygène,H2O,8.948126689963512,Gaz,17.23412818593615
Vitamine C,C2H5OH,36.738301057710416,Alcool,-8.728862709499467
Aspirine,C6H8O6,142.02639659271273,Polymère,29.74889838052849
Oxygène,C6H12O6,24.7210218232455,Hydrocarbure,16.428064855623635
Polyéthylène,CO2,-8.570670861892737,Médicament,101.06462689871941
Méthane,C6H6,200.89237072028322,Médicament,28.415814560764474
Benzène,C6H6,181.46516976069972,Stéroïde,4.6476723506181195
Ammoniaque,CO2,20.19025317421085,Base Faible,74.77510007595772
Éthanol,C8H9NO2,-2.098468109680674,Glucide,16.285938330557663
Paracétamol,C3H6O,45.155036600717224,Cétone,97.19237444490888
Acide Acétique,(C2H4)n,22.515587701628316,Gaz,53.38079843758126
