id_transaction,type_transaction,montant,devise,frais,statut,ville,pays
id_transaction_00000471,Virement,1209.9600638437812,JPY,12.687297958244887,Complétée,Johannesburg,USA
id_transaction_00000852,Virement International,-774.4202628784377,JPY,-9.652799564273309,Complétée,Johannesburg,Japon
id_transaction_00000072,Virement,317.520974807268,GBP,3.8556946735887925,En attente,Paris,Royaume-Uni
id_transaction_00000502,Retrait,1526.6813800341115,USD,-12.331690772396257,Complétée,Paris,USA
id_transaction_00000956,Virement International,513.6496708777273,USD,-3.4611372271827756,En attente,Tokyo,Royaume-Uni
id_transaction_00000543,Carte,47.83380003523689,CNY,1.2551366726042779,En attente,Washington DC,Royaume-Uni
id_transaction_00000545,Prélèvement,-1416.3675076431564,MAD,2.8836473571373036,En attente,Paris,UE
id_transaction_00000098,Carte,1923.8272642862207,GBP,14.002103759363067,Complétée,Washington DC,USA
id_transaction_00000247,Carte,339.5247651571318,GBP,-1.5117015400514084,Complétée,Pékin,Afrique du Sud
id_transaction_00000555,Retrait,569.2983896977826,EUR,699.1603381171482,En cours,Johannesburg,USA
id_transaction_00000994,Retrait,1186.0449095629374,CNY,12.524953761299674,Complétée,Casablanca,USA
id_transaction_00000507,Prélèvement,1708.4015055178643,USD,5.518126927681851,Complétée,Paris,France
id_transaction_00000615,Carte,399.16193758018994,JPY,1838.0148851909125,Complétée,Tokyo,USA
id_transaction_00000066,Carte,-365.6626626873067,USD,-8.297377398337552,En attente,Londres,Royaume-Uni
id_transaction_00000975,Virement,-211.80840025337523,MAD,0.6823387969197752,Complétée,Tokyo,Chine
id_transaction_00000657,Dépôt,452.45543670390526,GBP,13.044511713798205,Complétée,New York,Maroc
id_transaction_00000551,Dépôt,120648.42615010426,EUR,8.980056133523668,En attente,Washington DC,Royaume-Uni
id_transaction_00000468,Carte,670.5773535393228,MAD,-9.71483476415914,Complétée,Tokyo,Maroc
id_transaction_00000940,Retrait,-739.4079041004965,MAD,-6.596920824261484,Complétée,Pékin,Royaume-Uni
id_transaction_00000948,Carte,-222.04112882719664,USD,-3.808370391862554,Complétée,Casablanca,France
id_transaction_00000078,Retrait,-188.7091018994057,GBP,-5.564654737380764,Complétée,Paris,Royaume-Uni
id_transaction_00000145,Carte,142.926306436331,CNY,0.005063155937492958,Complétée,Francfort,USA
id_transaction_00000941,Retrait,-846.9163162705094,GBP,-5.647767534139002,Rejetée,Londres,Maroc
id_transaction_00000322,Virement International,307.1776415481618,MAD,-9.368285078039033,Complétée,New York,Allemagne
id_transaction_00000454,Carte,-672.103506311419,EUR,-12.624185522223865,Complétée,Pékin,France
id_transaction_00000556,Virement,-113.14487898920595,GBP,-1.779916265239124,En attente,Casablanca,Royaume-Uni
id_transaction_00000751,Carte,567.5819583448553,EUR,-0.9675969862313538,En attente,Francfort,USA
id_transaction_00000860,Carte,3758.8193722687847,EUR,15.196905457272425,En cours,Johannesburg,Royaume-Uni
id_transaction_00000445,Carte,1137.140161017081,MAD,-2.165355580754066,Complétée,Francfort,Royaume-Uni
id_transaction_00000299,Dépôt,-153.8201512015023,GBP,-8.23889488392684,En cours,Paris,Royaume-Uni
id_transaction_00000924,Carte,8253.458677584711,GBP,5.279153972527637,Complétée,Francfort,Chine
id_transaction_00000497,Retrait,738.3552924206078,GBP,7.810261783662824,Complétée,Johannesburg,Royaume-Uni
id_transaction_00000616,Virement International,8506.880649646408,USD,-4.690482653058804,En attente,Washington DC,UE
id_transaction_00000667,Prélèvement,2205.026587740401,USD,18.50358976147591,En cours,Tokyo,USA
id_transaction_00000832,Carte,937.2099357514842,JPY,-11.063507328776161,En cours,Washington DC,USA
id_transaction_00000244,Retrait,7708.148348640517,USD,-2.968675892420843,En attente,Tokyo,USA
id_transaction_00000606,Retrait,-69.9823223431747,CNY,6.634441272490959,En cours,Johannesburg,USA
id_transaction_00000540,Virement,1583.6066716973928,MAD,-2.8110238459395243,Complétée,Londres,Royaume-Uni
id_transaction_00000768,Virement,26172.434771138473,MAD,-9.715714667642118,Complétée,New York,Afrique du Sud
id_transaction_00000816,Carte,1207.786873877244,GBP,10.809678630445656,En attente,Paris,UE
id_transaction_00000554,Retrait,368.58991320090047,USD,-1.9168048945085303,Complétée,Casablanca,USA
id_transaction_00000755,Carte,-603.1531283395088,CNY,-716.6013012145193,En attente,Pékin,Japon
id_transaction_00000948,Virement International,556.6253879615526,CNY,-1.1600302744896673,Complétée,Pékin,Japon
id_transaction_00000847,Prélèvement,-1323.5667091116256,USD,-18.903884307339,Complétée,Tokyo,USA
id_transaction_00000215,Dépôt,631.4527914716714,GBP,0.423142080264598,Complétée,Johannesburg,Royaume-Uni
id_transaction_00000946,Carte,-579.5532528113287,USD,-3.948601752416095,En attente,Washington DC,USA
id_transaction_00000259,Carte,88367.6994156133,EUR,-11.175775196293817,Complétée,Londres,Royaume-Uni
id_transaction_00000168,Retrait,345.88790718615553,CNY,3.4643330464193482,Complétée,Washington DC,USA
id_transaction_00000198,Retrait,156.50611143438869,USD,-9.258142808798592,En cours,Pékin,France
id_transaction_00000297,Carte,13638.146386043702,CNY,6.520652239256648,Complétée,New York,Royaume-Uni
id_transaction_00000521,Virement International,1075.1308970476211,USD,-13.256609636521759,Complétée,Washington DC,USA
id_transaction_00000765,Dépôt,-1444.96103395499,USD,-9.428259820566094,En cours,Washington DC,Maroc
id_transaction_00000947,Carte,1517.0860777993453,CNY,13.28567842639616,Complétée,Pékin,USA
id_transaction_00000915,Prélèvement,-235.68050880492126,ZAR,0.7903203920038386,Complétée,Londres,USA
id_transaction_00000569,Carte,599.8022189894891,EUR,-7.062529068105001,Complétée,Tokyo,UE
id_transaction_00000876,Dépôt,186403.37076470978,CNY,2.054954407194739,Complétée,Londres,Royaume-Uni
id_transaction_00000847,Dépôt,562.9910267977165,CNY,9.899819845580337,Complétée,New York,Royaume-Uni
id_transaction_00000923,Retrait,-449.87450938419295,CNY,-9.135573656655058,Complétée,Tokyo,Royaume-Uni
id_transaction_00000374,Prélèvement,1095.9078491963332,JPY,4.393128985266714,En attente,New York,USA
id_transaction_00000962,Retrait,-178.8901852376307,CNY,8.161677746932666,En attente,Francfort,USA
id_transaction_00000276,Prélèvement,-1369.9391919850382,GBP,-4.0259510811440355,Complétée,Francfort,UE
id_transaction_00000910,Carte,130.2817782957992,USD,3.665917255738024,Complétée,Tokyo,USA
id_transaction_00000312,Prélèvement,7181.064103099017,EUR,0.4685097234566573,En cours,Johannesburg,Royaume-Uni
id_transaction_00000136,Retrait,384.78913018262676,EUR,3.428468210518244,Complétée,Johannesburg,USA
id_transaction_00000018,Carte,1094.8790872342618,JPY,22.967549583725344,Complétée,Francfort,Japon
id_transaction_00000638,Dépôt,798.2398955279793,CNY,1.3537870816632864,Complétée,Pékin,France
id_transaction_00000534,Virement International,-174.42117142828317,JPY,-0.4286941852910173,Complétée,Tokyo,USA
id_transaction_00000418,Dépôt,20137.09962064979,GBP,12.53216586313936,Complétée,Pékin,Maroc
id_transaction_00000174,Virement International,-211.6547870336817,USD,-10.811105310998645,En cours,Washington DC,USA
id_transaction_00000324,Carte,-539.1306807077169,USD,-12.345568794528678,Complétée,Pékin,France
id_transaction_00000549,Carte,10863.50568640639,MAD,1.813538154770745,En cours,Tokyo,USA
id_transaction_00000788,Prélèvement,-162.64394505476707,USD,-11.484818745910037,Complétée,Rabat,Allemagne
id_transaction_00000388,Carte,1010.0140448213914,ZAR,11.857221264869384,Complétée,Casablanca,UE
id_transaction_00000883,Carte,2813.031938649383,USD,2.5313008809016946,En attente,Johannesburg,Afrique du Sud
id_transaction_00000828,Retrait,133.4486975040707,CNY,-1.0542484381130457,Complétée,Paris,Japon
id_transaction_00000504,Virement,461.6100938696321,JPY,2.2374935415674475,En attente,Washington DC,USA
id_transaction_00000492,Retrait,60320.13333522943,JPY,-2.609244339136514,En attente,Washington DC,Japon
id_transaction_00000418,Dépôt,560.345311241154,JPY,-1.5713119945191734,Complétée,Pékin,UE
id_transaction_00000839,Retrait,1731.7590008272455,JPY,2.881919118462595,Complétée,Washington DC,Maroc
id_transaction_00000120,Prélèvement,1033.4992450417024,ZAR,12.244167339936327,En cours,New York,Afrique du Sud
id_transaction_00000597,Dépôt,1734.638109786119,CNY,9.593276705064378,Complétée,New York,USA
id_transaction_00000878,Carte,-542.4793442496701,MAD,-2.132666364627089,En attente,Londres,France
id_transaction_00000669,Dépôt,2.767166651157538,MAD,8.643052849001474,Complétée,Casablanca,Maroc
id_transaction_00000631,Carte,-50.492207097863,EUR,-10.108792006386569,Complétée,Pékin,Maroc
id_transaction_00000484,Virement,-396.5312506573048,ZAR,-1.8593110188061956,Complétée,Tokyo,USA
id_transaction_00000450,Prélèvement,-845.8108307153906,USD,-6.5003328768971995,Complétée,Casablanca,Maroc
id_transaction_00000631,Retrait,-6.429096633137135,JPY,-3.4502166027476955,En attente,Paris,France
id_transaction_00000574,Virement,-1671.64221825282,EUR,-11.175896458618919,Complétée,Tokyo,Allemagne
id_transaction_00000375,Carte,12435.845452702351,GBP,-2.8426562759357497,Complétée,Paris,Japon
id_transaction_00000307,Virement,148.29492566476182,EUR,4.350475964579797,En attente,Tokyo,Maroc
id_transaction_00000448,Virement,9322.99171559701,ZAR,11.567742539565717,Complétée,Washington DC,France
id_transaction_00000585,Carte,-603.4999946057582,USD,-12.778611589990263,Complétée,Rabat,Japon
id_transaction_00000629,Retrait,1481.3667161437975,USD,12.057360222695591,En cours,Casablanca,Allemagne
id_transaction_00000145,Virement International,814.4702258234856,MAD,-5.892068025998086,En attente,Francfort,Japon
id_transaction_00000697,Dépôt,1389.2373198100092,JPY,135.75031692153198,Complétée,New York,Royaume-Uni
id_transaction_00000601,Retrait,16.243421895733093,USD,14.314703000958328,Complétée,Washington DC,USA
id_transaction_00000401,Retrait,891.1957156700257,EUR,16.54963680219247,En attente,Francfort,UE
id_transaction_00000544,Dépôt,-355.8344555803594,USD,-10.679783223752239,Complétée,Pékin,Maroc
id_transaction_00000644,Retrait,-12.500092871682511,USD,8.748496203144184,Complétée,Casablanca,Maroc
id_transaction_00000566,Virement,-1259.571800154025,CNY,-10.017887353614498,En attente,Casablanca,USA
id_transaction_00000412,Virement International,960.1829614714877,USD,-1.9945505806710022,Complétée,Pékin,Maroc
id_transaction_00000185,Dépôt,5998.136589733943,GBP,-10.83819992439929,Complétée,Rabat,Maroc
id_transaction_00000608,Dépôt,1144.9644191003788,JPY,8.413618767441198,En attente,Tokyo,Afrique du Sud
id_transaction_00000254,Virement International,1741.8783859699656,JPY,6.3407126033428325,Complétée,Johannesburg,Chine
id_transaction_00000206,Carte,611.2503797305143,MAD,8.58242369078605,En cours,Washington DC,Maroc
id_transaction_00000265,Virement,3563.959703735629,USD,2.7959313523230462,Complétée,Johannesburg,Chine
id_transaction_00000021,Virement International,11013.310979738762,EUR,4.976891079693257,En attente,Tokyo,Chine
id_transaction_00000387,Virement International,3942.324313739049,JPY,-2.161250199640154,Complétée,Francfort,USA
id_transaction_00000305,Carte,4790.6134935734935,EUR,6.797293318058038,Complétée,Londres,Japon
id_transaction_00000950,Dépôt,1236.5795892938845,JPY,14.546893294994753,Complétée,Londres,Japon
id_transaction_00000324,Virement International,9100.960344479712,MAD,4.554853779767226,Complétée,Francfort,Japon
id_transaction_00000208,Virement,5772.393653274377,CNY,2.3409320586740563,En cours,Casablanca,Royaume-Uni
id_transaction_00000057,Retrait,1463.3641560113124,CNY,10.248657982273768,Rejetée,Washington DC,Royaume-Uni
id_transaction_00000838,Carte,757.968958408263,USD,-3.805316786039511,Complétée,Tokyo,France
id_transaction_00000008,Dépôt,31852.15588971826,MAD,4.964396018050043,Rejetée,Londres,Chine
id_transaction_00000504,Retrait,825.0433330823045,EUR,15.057679271198868,En attente,New York,France
id_transaction_00000601,Carte,25.173359085090567,EUR,-5.959003827286831,Complétée,Tokyo,Maroc
id_transaction_00000676,Carte,362.83520823273426,MAD,-9.780226224596785,Complétée,New York,France
id_transaction_00000686,Dépôt,-93.83708873039916,EUR,157.0213669103874,Complétée,Londres,Maroc
id_transaction_00000325,Dépôt,5134.367209715516,USD,13.2643227279104,Complétée,New York,Japon
id_transaction_00000605,Retrait,-1187.363673141916,EUR,-8.247973523621926,En attente,New York,Japon
id_transaction_00000025,Carte,33389.13685318446,JPY,3.1730055717418506,En cours,Johannesburg,USA
id_transaction_00000060,Dépôt,1198.1638307678502,USD,68.85503258680126,Complétée,Francfort,Chine
id_transaction_00000553,Dépôt,540.6675290033633,USD,-7.568320239116454,Complétée,Washington DC,Allemagne
id_transaction_00000667,Virement International,20.49066503678182,CNY,-4.741702456147043,Complétée,Casablanca,USA
id_transaction_00000782,Retrait,1089.3544853024082,GBP,5.473548585724183,Complétée,Francfort,Maroc
id_transaction_00000675,Retrait,-206.3268827610077,USD,-0.5649148696043831,Complétée,Londres,USA
id_transaction_00000460,Retrait,195.75557128406564,GBP,-9.205342586812115,Rejetée,New York,Royaume-Uni
id_transaction_00000327,Virement,-818.4353727097738,GBP,-2.9827478340566307,Complétée,Johannesburg,Royaume-Uni
id_transaction_00000021,Retrait,2020.4979076405707,CNY,7.993720908237552,Complétée,New York,Chine
id_transaction_00000960,Dépôt,6519.093157349633,USD,-7.876016874972852,Rejetée,Pékin,USA
id_transaction_00000606,Retrait,3103.1959876435426,EUR,3.746647648675184,Complétée,Casablanca,USA
id_transaction_00000697,Virement,1727.4236145876253,MAD,17.265883248175648,Complétée,Rabat,Royaume-Uni
id_transaction_00000707,Retrait,665.6429652069644,USD,-8.700662820086109,Complétée,Washington DC,Allemagne
id_transaction_00000048,Retrait,-977.8413729174994,USD,-14.751898373867771,Complétée,New York,Allemagne
id_transaction_00000442,Carte,12970.957545167941,MAD,-1.240243799293177,Complétée,Londres,USA
id_transaction_00000872,Retrait,-448.92634203399064,USD,8.462128457780187,Complétée,Paris,Afrique du Sud
id_transaction_00000619,Retrait,-675.6274495856215,GBP,-13.031769242421728,Complétée,Londres,Royaume-Uni
id_transaction_00000819,Prélèvement,297.62663809904086,EUR,-2.2267739462506366,En attente,Pékin,Royaume-Uni
id_transaction_00000670,Retrait,682.7177389033438,JPY,8.246942198335496,Complétée,Casablanca,USA
id_transaction_00000736,Retrait,32217.03770401855,GBP,11.120907908417653,Complétée,Pékin,Chine
id_transaction_00000268,Retrait,-35.39337560395779,JPY,5.37244789945203,Complétée,Casablanca,Japon
id_transaction_00000919,Carte,1386.7441514276654,JPY,16.28662984289233,En attente,Londres,Royaume-Uni
id_transaction_00000702,Virement International,475.05243656994224,MAD,-10.178909690999294,Complétée,Paris,France
id_transaction_00000369,Retrait,444.23563980754585,USD,6.90825799139383,Complétée,New York,Japon
id_transaction_00000596,Prélèvement,129.64036983212742,USD,-13.73990113430278,Complétée,Paris,Afrique du Sud
id_transaction_00000852,Virement,6329.335716826121,MAD,-6.808625802699351,En attente,Washington DC,USA
id_transaction_00000858,Retrait,1806.5858720722763,EUR,26.075196312708307,Complétée,Francfort,USA
id_transaction_00000226,Carte,-62.91895171948249,CNY,6.652046733139324,Complétée,Casablanca,Maroc
id_transaction_00000982,Retrait,-290.7575968620764,EUR,-0.8506469899295661,En attente,New York,USA
id_transaction_00000542,Retrait,203.4624794317816,CNY,-7.1594798002766185,Complétée,Casablanca,Maroc
id_transaction_00000998,Carte,292.0033058321381,MAD,7.82095867409725,Complétée,Washington DC,Maroc
id_transaction_00000113,Dépôt,542.5286374324899,USD,13.913630366100904,Complétée,Paris,Maroc
id_transaction_00000370,Prélèvement,-705.3261382473069,CNY,-8.022033751252163,En attente,Tokyo,France
id_transaction_00000460,Virement,371.1837425889307,USD,8.195187488090038,Complétée,Casablanca,Royaume-Uni
id_transaction_00000872,Retrait,-439.04781168236036,CNY,-6.907420523946912,Complétée,Francfort,Royaume-Uni
id_transaction_00000042,Carte,-678.7587167105447,MAD,-6.714200533827394,Complétée,Francfort,Royaume-Uni
id_transaction_00000919,Carte,-629.9841118174762,MAD,-15.406055502894407,Complétée,Casablanca,Maroc
id_transaction_00000234,Dépôt,719.411784388023,GBP,-14.797837753890171,En attente,Londres,Royaume-Uni
id_transaction_00000694,Carte,-1149.0842518987847,USD,-13.929160556580925,Complétée,Londres,Royaume-Uni
id_transaction_00000157,Retrait,-7.340102202650542,GBP,-11.632347893665216,Complétée,Londres,Royaume-Uni
id_transaction_00000153,Prélèvement,1051.6802591418707,MAD,-8.775729210164595,Complétée,Paris,USA
id_transaction_00000653,Virement,235.33114511438188,USD,8.886717715821744,Complétée,Francfort,Maroc
id_transaction_00000125,Carte,4969.055804984303,EUR,-0.14341354163904718,Complétée,New York,Maroc
id_transaction_00000320,Retrait,3602.182843525247,USD,-1.1161212867867567,Complétée,Francfort,USA
id_transaction_00000671,Retrait,10909.97670166632,EUR,5.630996189938387,Complétée,Francfort,Allemagne
id_transaction_00000269,Retrait,-258.2644197129613,USD,-0.8930847950436265,Complétée,Tokyo,USA
id_transaction_00000006,Prélèvement,-52.64875168346646,EUR,-12.629819710585252,En attente,Londres,Royaume-Uni
id_transaction_00000988,Virement International,3434.551315295457,JPY,-3.6442734031272197,Complétée,Casablanca,Chine
id_transaction_00000983,Carte,923.8301850061351,JPY,16.74858819096705,Rejetée,Washington DC,Maroc
