id,installation,type_energie,pays,ville,latitude,longitude,capacite_mw,production_annuelle_gwh,emissions_co2,annee_mise_service,statut
id_000968,Parc Éolien Courseulles,Éolien,Maroc,Assouan,-9.28868204681583,-3.7514788631691887,68,269.54377376868706,41795.723592620045,2022,Démantèlement
id_001182,Parc Éolien Markbygden,Solaire,Chine,Tanger,67.54269609432691,2.7923933348693306,37,873.6201113657095,134692.10487682853,2022,Maintenance
id_000857,Centrale Solaire Jasper,Solaire,Japon,Baie-Comeau,36.02553877843978,119.11211285891545,3786,4488.972776089464,114473.45695845177,2014,Planification
id_001016,Parc Solaire Tengger Desert,Hydraulique,Chine,Assouan,32.472662828819594,4.6885712628248335,1940,1769.237698378829,55433.09570091963,1954,Maintenance
id_001577,Kori Nuclear Power Plant,Nucléaire,Canada,Tonopah,49.765132467345694,-61.48245978033373,2906,560.555318602997,60628.11778067008,1983,Construction
id_000857,Medupi Power Station,Hydraulique,USA,Yichang,51.91615347766612,90.8540716556549,973,2109.711212489049,-6269.435511123389,1981,Maintenance
id_001796,Parc Éolien Markbygden,Éolien,Maroc,Arlington,5.505435940899064,-0.2997477260700754,194,1152.8816983889274,5447621.094282545,2026,Maintenance
id_001229,Centrale Thermique Jorf Lasfar,Solaire,Espagne,Hérémence,37.04162112647466,7.785582405746772,-38,-417.8208858824348,109422.86766827351,2016,Planification
id_000613,Grande Dixence,Éolien,Chine,Werneuchen,45.463306127654,-4.88516186877676,-353,481.63215542248986,77175.14436101189,1981,Construction
id_000334,Centrale Solaire Jasper,Éolien,Maroc,Usagre,44.30687713400756,0.0785173134917273,-396,-701.9231512059819,4821437.171545413,2022,Construction
id_001231,Parc Éolien Tanger I,Hydraulique,Afrique du Sud,Coulee Dam,31.247678762260126,31.981767215476324,14068,968.1546012237261,83431.3046267134,2019,Opérationnelle
id_001151,Palo Verde Nuclear,Hydraulique,Égypte,Arlington,31.677659678791727,-113.02548160218903,4836,4107.596545798766,60620.501131972786,1985,Maintenance
