id,valeur,categorie
1030,36.114345059938415,D
4971,46.936324085413986,B
7274,86.8055507055581,C
1558,88.84036870710516,A
2916,8.412459737800626,A
2975,74.74955808300253,A
2680,20.400226080805705,B
4700,34.965750602051756,D
5041,92.5926330799712,C
1204,50.08302019842792,D
7655,26.737734359986742,D
5859,27.47141926896226,C
4279,84.45691932782438,B
2515,97.03231629680549,D
198,35.32207551064528,B
6358,18.89433820751828,B
7080,13.583652970121774,A
8197,46.598544072831125,B
4607,34.96065565540511,C
5902,94.2036345228622,A
7158,64.51260122495565,B
950,67.701476580843,A
9655,85.84565132978854,A
3509,47.41094014009533,A
3845,31.87848436302987,A
4232,49.07912944193122,B
3536,63.38700850891984,D
3600,42.254492090022275,D
8182,45.701413634659026,D
8335,48.97210851336434,B
3561,61.834651351596214,D
6146,11.40295281605952,D
2715,58.95195988560402,A
1894,83.88960171450876,B
4965,17.8742300118787,A
8004,45.05160981977846,B
1668,44.786816709065924,A
1340,3.640705165386404,D
759,10.524178133054217,C
8506,25.07821578354138,C
2259,89.9368068170446,A
8316,66.27406097347367,B
4297,31.647284749710625,D
3643,41.67630715403499,B
1433,97.14150500974603,B
5993,45.4301555248704,A
9317,76.77259528282354,A
852,10.132155081490257,B
8224,10.939003397926028,A
6415,43.201990384348456,D
8107,53.939547794131016,C
7968,2.9778266275719334,B
274,55.43557820754167,C
7750,20.53768392160097,B
9531,96.62752819084486,B
6125,17.40715746272663,A
8555,51.0101735161794,B
9654,7.6288137733665495,C
1244,62.435345185441214,D
8523,60.304840354552304,B
5214,86.51959299420827,C
9352,9.64305669092086,B
4318,13.94614326301975,A
3551,60.4628524584208,D
3390,41.770346141643536,C
624,41.18061518860061,A
8726,23.934787868005902,A
1819,69.31483311318566,A
1756,6.300802195338706,C
1657,2.8132798236485845,B
6847,18.814354619170004,C
7413,2.6011240145662695,B
1809,84.83063438652935,B
166,52.33955583626808,D
1978,2.1539026609357026,D
4391,66.40379557652511,A
9138,5.1828124680750935,C
182,64.24591080244952,D
7975,23.13230024932619,B
3439,21.979007706943896,A
3084,63.79152666606377,B
2637,39.283066530197395,A
2675,6.688545305406479,D
9128,77.71723579837423,A
7561,97.10867737260642,A
4446,95.22035640676503,A
4248,26.318820429514478,C
6381,69.68299273881165,A
2618,65.06124166938592,B
7951,24.68992284570326,B
3002,41.3138468580499,D
4510,99.79221575047298,D
993,48.41466422486735,D
1267,1.1597677641952076,C
4676,13.845004778350168,C
6670,74.1784348801058,C
596,28.76467882754329,B
2825,28.483491698390406,A
2700,50.03288494660756,A
5783,49.25771640647557,A
8378,12.050713751542297,B
2885,82.23091885859026,B
5732,26.132016713413275,B
1954,40.97041136988467,A
9871,35.27834763658028,A
2150,90.81782287098594,B
621,1.7004344123841109,B
5181,35.30798595536518,A
5527,44.466494783629265,D
6651,27.700494161804656,D
7134,74.21495608923647,A
8399,65.2408795608072,D
3349,89.73528262749457,B
2770,6.523801691212361,D
8981,56.81293528615152,C
3490,4.713584018730799,D
7867,97.80013486639399,D
9043,26.184473997022785,C
3652,20.12293241571761,C
8465,13.646987868975547,C
3095,32.95242865044244,D
4436,16.21283131998058,A
8078,13.50995485751506,D
1643,72.50346022647817,A
9689,42.917057432715154,C
7902,28.720454695154352,A
6689,41.58950495134712,D
4224,50.898463634755956,D
6322,12.09803870463151,D
8335,31.919941077703196,B
6198,14.585682833022295,D
9085,54.017777650072304,C
7468,12.639023963931017,B
7063,71.960521381285,D
3900,19.994330450328423,B
9748,32.311286731953004,A
3432,90.30386173177453,C
5957,96.91492389490189,D
1962,71.38089606563082,A
5917,19.068594188227152,A
9302,57.64182232730033,D
5642,39.37359510695826,B
9117,15.934311918865374,C
5091,38.59126421643736,C
428,48.30789762911297,B
7171,70.26950368000004,B
9713,6.2990635135439454,B
455,44.564676170280514,C
465,44.755818697554936,A
2137,97.10109435926913,A
5515,58.52528181187384,A
4612,70.87086477668525,B
4552,71.62111757290187,D
723,60.43778001876642,A
8501,65.69745997905314,C
2229,76.35871645722439,A
5848,71.95573919758226,C
2117,83.08935483483349,D
5255,22.791741476453144,C
6227,70.62923025425823,D
4366,16.99215611331769,A
7253,40.410580012559116,B
2472,43.73363561917854,B
9201,71.43438839810716,C
9873,41.433263752787006,D
9999,47.27553486469769,D
3923,34.67213159502336,A
4300,13.881620961709096,D
3482,78.43281285600348,B
4794,32.2833174246821,B
9098,81.96282878500817,A
5174,66.5388190676781,D
2114,1.065265072445798,B
2059,80.24245041310297,C
7549,67.99572424572654,A
6306,38.455850014260015,A
3848,59.713617641928515,B
261,67.6411774537523,A
4006,30.617293544882042,A
2105,83.8573006069799,B
8949,29.689703844047422,B
7934,64.0393146801918,B
9314,79.49619398547757,D
6729,48.84792846423313,B
9561,71.52123441370657,B
7125,64.68082353567226,C
1659,89.7027661839197,D
1751,2.5833542826279254,C
4171,19.405363283162668,D
6595,68.5995670663865,C
5581,25.62904975710294,A
3492,74.2972451347635,C
3023,53.54235869909637,A
7198,84.5702309460945,B
7832,86.10560620655107,D
4616,20.4023996779966,B
2159,98.98217242818808,B
4641,12.083245373532458,D
4197,53.54118912415905,C
366,32.7511529182423,A
6832,94.66984533809094,D
7113,96.77821261770978,A
8779,43.73622804948788,B
9731,73.75656138688841,B
397,71.25428819251245,C
3158,32.56407727489129,B
7606,64.15495529017768,C
8613,9.740144030616449,D
3857,43.10138724875397,B
201,17.494767187577498,D
2374,37.65448858255538,B
4874,46.15183565953293,D
5823,76.50828987606245,D
7137,7.006310417743256,D
1898,81.49176353953071,D
4862,99.27459764128791,B
3514,75.79334227503446,A
4019,56.71289506322352,A
3303,33.003050590642104,D
999,9.704078779746117,B
9539,0.4730323143513182,B
8548,74.33383579575094,A
4211,36.43166994504926,C
6702,10.384934677864432,C
8835,86.02916809152823,D
4176,13.563589326605774,C
9233,4.42564924598755,C
4365,58.880191295217635,C
7285,68.87150090657506,B
3853,62.902656949081326,D
5860,64.41200079242738,B
6020,91.93459989362593,B
9879,12.521679024796095,B
7479,25.538943823588045,A
9045,26.658784681538695,B
375,87.52986995156499,A
5132,72.17682814326679,A
9697,2.661944160432883,A
6427,34.22912667363055,B
7764,3.6011344102805376,D
1494,37.41259399577134,B
171,3.047857290265188,D
9326,62.977100199801285,C
2043,95.59356935529568,B
7633,12.704949440309154,D
3956,0.8218832430748613,A
7863,39.896239226476396,D
4301,38.89041612850171,A
4577,19.467365173989226,B
7272,32.56432446096387,A
6874,52.69750007217138,C
4539,84.84028305834865,D
4117,6.985925004093763,D
6988,56.00147184858456,D
5447,36.26712999505892,D
2603,2.5969313206490763,B
8307,7.3901848774530094,A
623,77.13948979503569,C
2319,53.81314790694988,C
6207,47.344104619372004,A
7864,74.36935729121365,D
1027,80.77390072888386,C
7375,89.23515762861986,B
5146,75.607631768127,B
3353,86.11248753875928,D
4579,38.46175365179304,C
7974,76.15124309030445,A
1279,46.81992307541222,A
2114,34.76002970494129,D
4632,39.33885386317654,D
2291,94.62426276490518,C
3361,11.44173139552861,A
9644,86.40292772067666,C
5861,35.56189866122944,A
933,27.724138182399972,D
2565,10.731544848242947,B
3659,54.313967086063144,D
9573,24.704269036389846,C
2147,38.851482591183725,B
1329,97.87262810079046,C
1556,45.40064477849505,C
121,23.48428705629465,C
587,2.144181915909271,D
1472,87.24997733969384,B
8677,2.4256114971348497,A
438,3.616968036254553,B
4084,13.271057493406413,A
2500,70.94310507867498,B
2409,15.64195427960724,B
5208,8.758055830034506,C
1205,9.051574263223605,C
3585,61.52222538570145,B
4204,11.722553119811518,B
7758,73.984166408183,A
8513,91.35087459402028,A
9986,66.11512812783215,B
9285,91.82987299961243,A
9603,20.979826614548315,B
4529,36.40454515946805,A
4132,40.209698249790236,C
9226,81.73679010489566,A
7645,95.09573542134702,C
1217,80.69833985755214,D
7705,72.98023647541878,B
7693,75.68732498331501,A
2463,29.99625300629427,C
7475,95.56501309330478,A
701,95.20174725562042,D
2769,63.218590193336944,B
983,93.9766899640995,A
7342,26.669012825826897,B
2309,69.42560019635084,D
8341,85.1916503833666,A
8440,99.78347034475564,B
868,10.203496152057767,C
1850,2.5955993183036874,A
5574,23.429386283742172,B
1667,67.20222742518979,B
4912,89.42792058791285,A
6652,22.294255869226674,B
139,50.4421437340088,C
381,36.97817700021546,A
2311,2.4538904040732556,C
2787,34.8315671426395,A
7442,63.54466863342883,A
7981,54.33166158986522,C
5003,40.1064497237302,D
2042,97.91617883929923,D
5679,97.88763116771827,A
9349,96.3236943170152,C
7028,81.71806978028529,D
9435,87.16157621475074,A
6692,1.238068912580892,D
329,78.60156487675061,B
233,72.83401315535936,D
5742,77.11115134507924,B
3773,25.232657159267234,A
4431,39.67997377905037,A
729,2.4225152870376188,D
3177,12.571731580006107,C
439,78.4347253293706,B
7539,39.13824527808817,B
3396,54.40701300702687,B
4779,61.646458031311404,C
8248,60.7451813283808,B
6401,89.31599013940958,B
850,90.02525206891694,B
5303,15.562247177097921,A
4292,33.768752387963275,C
3880,63.677407227127425,D
3818,36.19444742308846,C
6938,65.99199086462552,D
895,15.40304068677968,D
5938,27.83975916249919,C
8057,86.88597194210479,D
7865,63.900269840847066,B
6426,59.63413366633472,C
7843,65.40710247549984,B
2729,3.0094701231845877,C
6873,69.67592356383302,A
292,79.69951531010358,D
2650,14.239433552640469,A
1836,73.37270182264383,C
7780,82.51483250058612,C
6761,32.15484606533949,D
162,17.4476722090121,D
7365,36.40329216928665,D
6705,11.816188803105831,C
6746,24.38112663620474,C
1556,16.965843831639148,D
4415,15.979832748824519,C
1133,65.01245095286187,B
989,97.73854870172197,B
9965,17.862668495543144,B
3514,91.30356013757581,B
5954,6.930671656582421,B
460,84.1556483772715,D
2429,79.20772192490271,D
4825,65.26544899413703,C
797,42.88719242738779,A
932,15.708239937592595,A
9597,64.8061155735775,C
8903,45.74324981874802,C
6048,34.6778931277034,B
2115,25.22281504487075,A
8446,77.84249553279226,D
8780,95.81136721442391,C
4375,72.86902271683657,D
8845,59.23492619193678,B
5259,27.271910250127142,C
8190,98.63758437257462,A
8780,49.39090120445467,A
4065,43.1895934367173,D
551,50.08132466181466,B
2145,67.39310059652617,B
7268,39.48377450798715,D
3241,16.603314526619773,B
4223,83.70063261087512,C
7942,67.89926944409191,B
5018,87.69092491116862,A
9699,54.204804413111205,A
2483,79.22126300030679,C
4337,78.2253659000224,B
8863,0.23054537386345553,C
9620,72.18814700993376,B
4279,93.07662273000504,C
8492,59.79794313662122,B
1305,37.09097709748934,A
2839,70.79587027457694,D
7215,43.84724907481326,A
6598,9.992499703975355,C
1046,42.33413318603072,D
418,31.918471235420252,B
665,44.23358158508055,B
107,8.402086083627447,A
8020,66.34586151898625,B
5687,25.840274022330657,D
6812,67.55380809700848,C
3078,2.382092459725349,B
3485,33.46124092877325,C
2188,37.981599700870596,D
5806,92.44161648978248,D
8660,56.02924538394177,C
3992,36.96177300128234,B
6544,89.14099572350864,A
2196,78.46687585325063,C
5054,37.881873432717775,B
96,0.01040602286811465,A
4228,72.72306469083797,A
1949,94.81054389143402,C
5875,47.33819019856716,A
9972,20.414415598466306,D
9569,90.49669011212626,C
6755,66.38621179645064,B
8661,3.717358654454672,D
8077,61.30730707443656,C
7936,58.22801073246578,D
8771,5.826386102604541,D
758,34.88119240562104,B
142,30.879102489565714,A
1589,27.736359060267134,D
4266,32.18155853388585,C
7150,62.59606658438276,D
2175,20.313486192908258,A
6739,75.84795427379584,C
6787,49.61205842718144,D
1816,97.23125731373648,A
6384,79.11022228742341,D
3910,97.23786784064241,D
4780,65.64027894313995,B
47,25.74910419673896,A
4235,49.60993736191319,C
6333,96.71451459643112,B
3674,51.13439038584849,A
542,34.99835385455617,D
4155,3.6137162886757945,A
8583,96.80868115018862,B
5009,61.23920273188664,A
7419,96.59067964762126,C
1935,2.5060713003033697,B
8471,15.012162061952383,C
5721,41.08435529391594,A
8167,99.68666683303188,C
8036,20.80198800524915,C
3923,73.50305646107208,A
4829,45.64163032847778,A
7515,53.684999533256516,D
382,13.71876920717867,D
9524,61.01893284787307,A
2151,69.78891946903389,A
748,58.52722829328668,D
9138,73.5927856800147,A
9576,30.536294146601627,D
4287,81.72783093440538,D
4548,54.28435219737766,B
5061,48.951285824449705,C
7125,33.369071360447045,D
7295,34.278340324323054,B
9945,95.79606219975504,A
555,90.74856572826147,B
6751,98.9591609219128,A
4156,96.92390046377454,C
3467,29.559605946527256,C
7582,10.235041788074795,D
9517,20.935780811524694,B
1866,47.29369164651932,A
5361,34.06043843899608,B
8936,41.293009586826265,C
5373,64.83137981743087,A
8507,88.66038800691368,A
4625,93.64608627147966,B
1906,98.36024254738024,C
581,73.5512537247812,B
9912,84.2673799618175,A
4122,22.58304103923574,C
8925,84.78454337467535,D
8542,69.17455696543333,D
1279,37.2072030135732,A
7381,53.43666455237083,A
892,99.16044253815416,A
5500,40.108626565268025,D
7812,64.7478840982863,A
7413,92.23780897567912,A
7092,26.068764478730944,D
8753,21.798799484280927,B
3367,35.83630529479501,A
9709,28.294904927207696,D
8655,35.99458810619288,D
4456,53.93652121972591,C
5896,96.56554449132464,A
5837,10.073455934075026,A
7049,42.37727729824905,D
7054,74.73044319542281,B
1625,26.51319496200002,D
6938,85.42257577382905,D
9305,5.312565305911432,D
2865,72.0012352727049,C
5473,57.064583841296226,A
8150,22.15326318876428,D
582,97.56412659719466,D
6383,56.37717261550045,C
7740,31.0914082363704,A
1629,78.3582364204752,C
9693,15.720734559737327,A
9428,23.76094539361858,B
7004,22.68233426710503,B
251,51.62784214123174,A
3132,66.90772015987699,D
1003,62.79410026005474,B
47,82.53560018418999,C
1994,44.926739512334365,B
8356,33.45886617733254,A
9101,68.59556007376567,B
990,11.23011048119431,A
8265,75.40364041496235,B
4618,74.35439332104369,C
3313,25.338458670875564,B
4451,61.03427959418065,D
1102,50.762996007764485,A
2322,68.65278994799537,D
5795,59.75957651116036,D
1748,31.891521814908373,D
2621,21.630349488655675,A
5490,39.9168092837019,C
2950,31.359203152658587,D
3868,83.27506677973483,C
7708,13.900460660867065,A
7863,93.84495627891745,C
3391,54.208232086471305,C
3081,63.39280050762185,C
6663,99.61542395227978,D
1684,98.56056040837248,C
5452,58.75660018039416,D
5898,32.64783072363425,C
8785,10.927918196903397,D
5538,41.92322121622533,B
4324,73.32348818907225,A
1262,18.025603256298595,D
8792,79.76264824657095,D
7529,4.973426306743733,D
9637,40.259601449593916,A
8839,53.109395753800406,B
3500,96.40163419705037,C
8035,94.39964290041536,C
3004,62.55236372422593,D
5881,49.657911821958166,A
9887,75.20382028187657,C
3274,50.70580370465301,B
3478,87.01619378198532,C
4335,74.96915961037219,B
4897,56.51538737257636,C
3933,28.205642477644233,A
6995,49.68423763851496,D
8391,76.82482116816746,B
2741,86.951079998115,C
8558,12.652146892325899,C
2281,0.11611599567759034,D
8236,96.05275552028196,D
9804,29.37962416840798,C
6357,43.402948951094174,B
6811,30.7397121455942,D
2904,4.3117089248300156,C
8947,40.97291313571624,A
4672,52.951223301057695,D
1879,49.49894122112467,C
