nom_molecule,formule_chimique,masse_molaire,categorie,concentration
Oxygène,C7H8,-10.785622938664233,Alcool,3.670757478593406
Acide Acétique,C27H46O,188.99538731196617,Hydrocarbure,7.642292371274229
Vitamine C,(C3H6)n,68.88178350088346,Base Forte,114.66037246091233
Méthane,C6H12O6,19.596783854103354,Médicament,6.246464917617955
Acide Chlorhydrique,C6H6,61.82300352192604,Alcool,30.15655810491865
Eau,H2O,20.208675431327094,Inorganique,6.259474421474616
Azote,(C2H3Cl)n,12.990075412476688,Alcool,-2.331152261058125
Hydroxyde de Sodium,C7H8,143.92383339045955,Vitamine,5.0962494634573385
Hydroxyde de Sodium,NaOH,53.644439030055935,Hydrocarbure Aromatique,1.7960647669006935
Glucose,NH3,30.21027624246025,Glucide,-2.5847680533804125
Dioxyde de Carbone,CH3COOH,35.369846961230294,Base Forte,53.297730153169724
Acétone,C8H10N4O2,61.80763705797408,Alcool,8.665782264239377
Eau,C7H8,-6.833085258867911,Acide Fort,18.36076957923006
Vitamine C,C27H46O,74.01778415626292,Gaz,-13.488121552642752
Ibuprofène,N2,11.742556456420559,Inorganique,139.6961869801995
Benzène,C8H9NO2,29.78864205551706,Base Forte,87.63373627792257
Caféine,O2,349.80031510112445,Polymère,-2.178145162554274
Benzène,(C2H4)n,14.109588169601388,Polymère,42.393198370932254
PVC,C6H12O6,-0.6236543746211964,Gaz,0.11935072822877402
Acide Acétique,C2H5OH,-3.9774691201844092,Vitamine,8.326148213704794
Azote,C6H6,47.078456218950606,Gaz,-1.3985618694204875
Oxygène,CH3COOH,95.4511463297257,Base Faible,62.06125322803108
Oxygène,N2,44.185322834593364,Médicament,633.6484704395037
Eau,NH3,304.90335072220773,Polymère,109.9148757324892
Acétone,CH4,168.94245319533866,Polymère,390.9789150833954
Ammoniaque,H2O,2.049601254718805,Acide Carboxylique,115.19144984868483
Ibuprofène,C3H6O,51.065074871417806,Médicament,85.12715630144764
Vitamine C,(C2H4)n,38.11431463788945,Hydrocarbure Aromatique,13.930594170944612
Eau,C2H5OH,17.212974109063147,Glucide,96.03563487434644
Polyéthylène,H2SO4,152.0934671361949,Acide Fort,12.405500357752448
Toluène,CH4,147.0413994900076,Polymère,16.85203091955752
PVC,H2SO4,78.73986789666525,Cétone,14.906938568244666
Acide Chlorhydrique,NH3,18.483600081347845,Médicament,18.812240773836535
Glucose,C27H46O,353.35103602329673,Polymère,145.67880999138578
PVC,(C2H4)n,46.19663038546935,Cétone,85.76900637136146
Caféine,C3H6O,5.057562073969006,Stéroïde,7.519398475474862
Acide Sulfurique,NH3,164.2405033400873,Glucide,223.4498237983264
Hydroxyde de Sodium,C9H8O4,58.70872701135697,Base Forte,22.801512617684807
Acide Acétique,C27H46O,161.20658487625724,Médicament,252.01467446096484
Acétone,(C3H6)n,126.48503471843759,Cétone,0.055460648559114034
Aspirine,(C2H4)n,4.862563854039276,Base Faible,22.409604646712513
Caféine,NH3,163.51171105914887,Médicament,13.189163634213527
Acide Acétique,C13H18O2,38.296791012390955,Stéroïde,292.83098113622367
Acide Acétique,N2,18.43288886196504,Vitamine,28.981043417477295
PVC,C7H8,121.99410986533503,Hydrocarbure,91.89109877368139
Hydroxyde de Sodium,NaOH,27.208025267803993,Gaz,16.122084025131105
Caféine,CH3COOH,43.06288551381539,Acide Carboxylique,137.3167402990581
Ammoniaque,(C3H6)n,191.40395611515598,Gaz,225.23058930954082
Oxygène,(C3H6)n,9.34558150617482,Gaz,31.681610518916063
Acétone,C6H12O6,203.1248414027409,Base Forte,4.485718546284842
Dioxyde de Carbone,CH3COOH,7.7640073092568045,Polymère,8.59509468395128
Acide Acétique,CH4,38.2991905344589,Médicament,4.469100476983634
Benzène,C6H12O6,54.00011816016428,Gaz,18.59415105169488
Ibuprofène,(C2H4)n,37.57696732396639,Hydrocarbure,1103.9288646759042
Oxygène,H2SO4,64.8246313254122,Alcool,42.059970058128215
Eau,C13H18O2,30.80544200390426,Cétone,-8.396653326488849
Aspirine,C2H5OH,164.64473397330846,Vitamine,4.9593780100561835
Azote,CO2,10.549672048547983,Alcaloïde,0.556932801946127
Acide Chlorhydrique,H2O,24.841401671980126,Acide Carboxylique,8.800088821261372
Toluène,NH3,29.83964062988924,Base Forte,18.551747154100028
Oxygène,H2SO4,19.261832190008594,Médicament,115.84274803453629
Oxygène,NH3,143.438026716247,Acide Carboxylique,39.48688190904288
Azote,C8H9NO2,28.492949328769626,Hydrocarbure Aromatique,28.96460484766974
Oxygène,H2SO4,219.6564221813396,Gaz,2.0421496131692116
Ammoniaque,H2O,28.16919271087565,Base Forte,13.851104009635673
Cholestérol,CH4,17.869129810172666,Base Faible,10.322926841763532
Polyéthylène,NaOH,134.8444370533602,Alcaloïde,38.647789993715556
Éthanol,C2H5OH,307.31989564068124,Stéroïde,12.311172601465726
Ammoniaque,C6H6,10.248222303580082,Polymère,28.802040714163127
Oxygène,C9H8O4,152.58887878849458,Médicament,24.779564643155787
Éthanol,CH4,29.520789611809086,Acide Fort,-6.910848584910483
Aspirine,NH3,0.897081215015703,Médicament,-4.3185076291239985
Benzène,(C2H4)n,67.15139008151479,Polymère,-1.49606624153117
Acide Acétique,H2O,356.92083086822015,Glucide,10.233900036099989
PVC,O2,15.582614122733158,Alcaloïde,34.037256999508905
Azote,C13H18O2,42.96859542572365,Acide Fort,432.21669182731097
Oxygène,N2,43.4153800291478,Glucide,425.0869377948403
Hydroxyde de Sodium,CH4,157.70659530584737,Gaz,139.05837179124188
Acide Chlorhydrique,C2H5OH,2.779627402146623,Hydrocarbure,54.47164560396688
Caféine,NH3,206.64777734121475,Stéroïde,0.3613926650757442
Vitamine C,C13H18O2,178.2982053251224,Médicament,52.94711609795794
Ammoniaque,NaOH,133.2183551694945,Acide Carboxylique,100.30354056931611
Dioxyde de Carbone,C6H8O6,1.675666153159824,Base Forte,15.97665977614907
Oxygène,C6H6,126.72897328159036,Gaz,28.076603242472224
Toluène,C6H6,-6.034596686231183,Polymère,-10.633192301445135
Eau,(C2H4)n,89.8140687633563,Base Forte,7.198903442594878
Aspirine,C13H18O2,152.92490447917493,Médicament,142.6276730847659
Polypropylène,N2,13.165370891256021,Cétone,19.384941168637102
Polyéthylène,C13H18O2,14.493979854031206,Base Forte,17.76293925531833
Acide Acétique,C6H12O6,34.2728946108444,Base Forte,32.72943278859503
Cholestérol,(C3H6)n,193.56279548808078,Stéroïde,12.724127715393198
Éthanol,NaOH,153.6115175832031,Gaz,11.283590830628524
Caféine,H2SO4,39.666701058000015,Glucide,12.92500093360507
Acide Acétique,CH3COOH,311.4020739067722,Médicament,30.19608487443365
Acide Acétique,C2H5OH,140.88390010333063,Polymère,100.31560375792827
Acide Acétique,H2O,157.11475680358677,Gaz,-6.161851881915168
Benzène,(C2H3Cl)n,87.4491855810564,Gaz,-4.428889004496953
Hydroxyde de Sodium,NH3,7.300887381013371,Polymère,18.117022242718793
Toluène,NaOH,37.73735305280743,Acide Fort,112.412408317505
Acide Acétique,C8H10N4O2,23.851381555701252,Inorganique,15.578731334118682
Benzène,C8H9NO2,133.76359707332628,Vitamine,62.86869901826651
Acide Chlorhydrique,NH3,40.517011249984556,Médicament,21.27015545478039
Ibuprofène,H2O,8.568396068708765,Glucide,-7.780976860148091
Acide Sulfurique,H2SO4,30.2348314441191,Stéroïde,82.9726024157931
Acide Sulfurique,C6H6,55.21453360741927,Alcool,67.8291013049981
Caféine,H2SO4,18.080334551826653,Inorganique,24.80476927058838
Acide Sulfurique,NaOH,158.25105336302587,Acide Fort,6.941612197323092
Polyéthylène,C6H12O6,38.209784556280084,Hydrocarbure Aromatique,-2.1620884539758967
Caféine,CH3COOH,40.90307409257867,Acide Carboxylique,31.299289727377918
Benzène,O2,44.029921705320234,Stéroïde,3.216464341861266
Hydroxyde de Sodium,C8H9NO2,54.85734159166984,Glucide,3.4877921926534703
Acide Chlorhydrique,(C2H4)n,18.23290376024641,Alcool,25.180694967457242
Benzène,C6H8O6,6.5182761351283816,Acide Fort,23.8548060467184
Oxygène,O2,40.89996038516298,Glucide,23.447015327861276
Acide Sulfurique,CH3COOH,-8.161712791615905,Gaz,3.0028132930849893
Acide Sulfurique,(C3H6)n,59.65603490100976,Base Faible,11.444528346520553
Ammoniaque,NH3,181.55276012508781,Hydrocarbure Aromatique,13.01294827071299
Benzène,C27H46O,15.895173775978904,Stéroïde,-14.316523146963792
Benzène,NaOH,158.302140511524,Stéroïde,45.47376434507418
Polyéthylène,C13H18O2,171.35156532080782,Cétone,13.608877321158403
