id_transaction,type_transaction,montant,devise,frais,statut,ville,pays
id_transaction_00000903,Virement International,784.7869051065227,USD,0.20226726484581992,Rejetée,Pékin,Afrique du Sud
id_transaction_00000560,Dépôt,-419.0885289558512,EUR,1.2663263791409296,En cours,Washington DC,USA
id_transaction_00000479,Retrait,-143.22687593462206,ZAR,0.7538179267279697,Complétée,Francfort,Chine
id_transaction_00000956,Carte,-586.9783314337263,GBP,-9.657093854050707,Complétée,Londres,Royaume-Uni
id_transaction_00000178,Dépôt,1060.6305191800425,CNY,10.879903547031818,Complétée,New York,Japon
id_transaction_00000649,Retrait,-728.0248635736006,CNY,-15.809059315441694,En attente,Johannesburg,Royaume-Uni
id_transaction_00000960,Prélèvement,-35.42991802163522,USD,-3.752595735323143,En attente,Tokyo,USA
id_transaction_00000329,Virement,739.7408655425751,CNY,13.391306931072446,Complétée,Londres,Maroc
id_transaction_00000081,Carte,4952.563909290144,USD,-0.07888093915688366,Complétée,Francfort,USA
id_transaction_00000497,Dépôt,-275.90442022260027,USD,-3.965088417790189,Complétée,Johannesburg,Maroc
id_transaction_00000481,Virement International,780.8640533427375,USD,-1.0391933696927476,Complétée,Paris,France
id_transaction_00000624,Retrait,1425.686523354212,EUR,11.969573815581015,Complétée,Tokyo,Royaume-Uni
id_transaction_00000511,Carte,220.35318618318618,EUR,4.627222020476678,En cours,New York,USA
id_transaction_00000460,Carte,2071.504309725138,EUR,18.656034543153645,Complétée,Francfort,Chine
id_transaction_00000413,Retrait,813.7329128685046,EUR,-3.736958908392743,Complétée,Francfort,Royaume-Uni
id_transaction_00000623,Carte,923.6854089022013,EUR,-8.059340456328819,Complétée,Londres,Royaume-Uni
id_transaction_00000974,Retrait,1210.3713208834051,MAD,-4.55951132460402,Complétée,Washington DC,France
id_transaction_00000739,Retrait,310.1533130715441,USD,-6.270753230438401,Complétée,Johannesburg,USA
id_transaction_00000973,Carte,975.775618836485,CNY,14.46832733434388,En attente,New York,Maroc
id_transaction_00000752,Virement,36.88082969943855,EUR,2.789767017102327,Complétée,Casablanca,Maroc
id_transaction_00000471,Virement,5126.247238997428,GBP,1.7803105238986316,Rejetée,Pékin,Chine
id_transaction_00000594,Retrait,2222.896022562183,MAD,5.300859169265611,En attente,Pékin,Royaume-Uni
id_transaction_00000318,Carte,787.2885510200862,CNY,-6.992050603020899,Complétée,Francfort,Maroc
id_transaction_00000858,Carte,1235.7768948310038,JPY,0.3143687724794493,Rejetée,Pékin,Maroc
id_transaction_00000907,Virement,-419.8230160670922,JPY,-1.869558186361366,Complétée,Tokyo,UE
id_transaction_00000280,Virement,209.0398046399877,USD,-3.0059019229754247,En attente,Washington DC,USA
