id,nom,espece,race,age,poids,sexe,couleur_pelage
ANI_001135,Nemo,Chien,Bengal,3,55.215,femelle,Noir
ANI_000734,Nemo,Cheval,Cacatoès,2,389.54999999999995,mâle,Marron
ANI_001511,Clover,Lapin,Caniche,3,0.615,mâle,Blanc
ANI_000414,Rocky,Lapin,Chartreux,4,9.57,mâle,Blanc
ANI_001168,Rocky,Chat,Appaloosa,4,1.1475,mâle,Gris
ANI_001674,Bella,Oiseau,Scottish Fold,1,1.32,femelle,Rayé
ANI_001765,Felix,Oiseau,Yorkshire,2,9.465,femelle,Roux
ANI_001997,Luna,Cheval,Bengal,3,14.4675,mâle,Blanc
ANI_001963,Fluffy,Chien,Angora,3,1.065,femelle,Marron
ANI_001214,Goldie,Chat,Guppy,2,375.1425,mâle,Marron
ANI_000558,Apollo,Lapin,Andalou,6,605.175,femelle,Gris
ANI_001290,Finn,Lapin,Betta,1,8.040000000000001,femelle,Rayé
ANI_000590,Storm,Poisson,Perroquet Ara,2,9.495000000000001,femelle,Beige
ANI_001352,Nemo,Chat,Bélier,5,1.59,femelle,Blanc
ANI_000979,Marshmallow,Chien,Guppy,2,0.12,femelle,Beige
ANI_001427,Gizmo,Chat,Carpe Koï,4,0.1875,mâle,Tacheté
ANI_000199,Maximus,Poisson,Chartreux,3,0.1575,mâle,Noir
ANI_001302,Cotton,Chat,Ragdoll,5,990.0749999999999,femelle,Noir
ANI_000781,Goldie,Chat,Poisson Rouge,8,9.57,mâle,Beige
ANI_000710,Felix,Chien,Frison,3,464.0625,mâle,Gris
ANI_001762,Flash,Poisson,Européen,2,50.595,femelle,Blanc
ANI_000179,Pepper,Oiseau,Calopsitte,11,0.855,femelle,Blanc
ANI_000758,Bella,Cheval,Persan,10,0.18,mâle,Roux
ANI_000989,Nala,Chien,Perroquet Ara,3,8.0475,mâle,Roux
ANI_001072,Luna,Chien,Inséparable,5,0.09,mâle,Marron
ANI_001470,Cleo,Oiseau,Angora,4,750.5250000000001,femelle,Marron
ANI_000699,Rocky,Chien,Bulldog Français,11,1.3725,mâle,Marron
ANI_000324,Nala,Cheval,Yorkshire,0,0.9450000000000001,mâle,Tacheté
ANI_000047,Clover,Chien,Rottweiler,5,4.4399999999999995,mâle,Tricolore
ANI_000605,Oreo,Chien,Scottish Fold,5,6.84,femelle,Rayé
ANI_001706,Felix,Cheval,Bélier,11,0.11249999999999999,mâle,Marron
ANI_000259,Leo,Lapin,Chartreux,10,0.3825,mâle,Tacheté
ANI_000850,Bunny,Lapin,Scottish Fold,4,37.349999999999994,mâle,Rayé
ANI_000887,Charlie,Oiseau,Nain,4,377.1225,mâle,Roux
ANI_000725,Simba,Cheval,Angora,5,2.1149999999999998,femelle,Tacheté
ANI_000214,Clover,Poisson,Discus,2,50.025000000000006,femelle,Rayé
ANI_000578,Bella,Cheval,Andalou,5,0.9225,mâle,Roux
ANI_001560,Fluffy,Oiseau,Labrador,4,22.919999999999998,femelle,Marron
ANI_000425,Lucy,Poisson,Géant des Flandres,5,4.125,femelle,Tricolore
ANI_001882,Shadow,Chat,Canari,13,956.865,femelle,Blanc
ANI_001389,Bubbles,Poisson,Nain,3,7.485,femelle,Blanc
ANI_000944,Bunny,Chien,Pur-sang Arabe,3,70.185,femelle,Blanc
ANI_001175,Oscar,Poisson,Géant des Flandres,9,0.135,mâle,Tricolore
ANI_000177,Charlie,Oiseau,Siamois,3,32.925,mâle,Beige
ANI_000582,Maximus,Chat,Rottweiler,1,4.2299999999999995,mâle,Tricolore
ANI_001461,Rainbow,Lapin,Bélier,2,415.0725,mâle,Blanc
ANI_000254,Whiskers,Cheval,Berger Allemand,6,0.5700000000000001,mâle,Blanc
ANI_001687,Cleo,Chien,Carpe Koï,4,1.6350000000000002,mâle,Tricolore
ANI_000584,Thunder,Lapin,Percheron,4,495.03749999999997,mâle,Roux
ANI_001906,Goldie,Cheval,Géant des Flandres,4,0.6900000000000001,femelle,Roux
ANI_001186,Oreo,Lapin,Rex,5,4.53,femelle,Blanc
ANI_000288,Bella,Cheval,Rottweiler,10,1068.4499999999998,femelle,Noir
ANI_001900,Marshmallow,Oiseau,Shetland,5,0.72,mâle,Noir
ANI_000583,Nemo,Chien,Inséparable,0,2.5575,mâle,Roux
ANI_001038,Cleo,Poisson,Maine Coon,4,2.7975,mâle,Blanc
ANI_001366,Clover,Chat,Scottish Fold,5,3.3449999999999998,femelle,Noir
