id,type_vehicule,marque_voiture,modele,annee_fabrication,prix,kilometrage
VEH_000876,Bus,CAF,737,2023,-1126512,8817
VEH_000570,Camion,Scania,TMAX,2023,2609725,48093
VEH_000980,Voiture,Mercedes,S 1000 RR,2022,-979075,-12270
VEH_000468,Train,Embraer,T-Roc,2014,11381084,49960
VEH_000467,Train,BMW,Citywide,2024,-3468884,214976
VEH_000889,Train,Yamaha,208,2024,-4209518,58334
VEH_000545,Avion,Renault,Talent,2023,1643317,82182
VEH_000294,Moto,Scania,AGV,2018,1466970,18219
VEH_000932,Bus,Embraer,e-tron,2019,-1245559,47665
VEH_000557,Moto,Yamaha,Atego,2023,1932646,186548
VEH_000581,Camion,Scania,CRJ1000,2025,80675543,188528
VEH_000228,Moto,Alstom,TGX,2024,-2228508,98779
VEH_000931,Moto,Mercedes,Citaro,2016,2068957,66325
VEH_000447,Voiture,Boeing,T-Roc,2024,1713301,44425
VEH_000979,Bus,Bombardier,Spring,2024,3344217,147955
VEH_000495,Train,Airbus,A320,2022,38949759,135718
VEH_000963,Voiture,Yamaha,E190,2021,2792522,102426
VEH_000259,Bus,Mercedes,Monster,2016,-1344584,79746
VEH_000915,Train,Siemens,FMX,2021,16405618,141774
VEH_000492,Camion,Suzuki,TMAX,2019,24974728,123387
VEH_000912,Moto,BMW,A330,2022,-58902,170531
VEH_000192,Camion,Volvo,Talent,2024,-157617,33945
VEH_000021,Camion,Peugeot,P Series,2020,226759003,7358
VEH_000561,Moto,Ducati,9700,2024,-114332,47259
VEH_000796,Camion,Kawasaki,Desiro,2025,-3387856,34621
VEH_000028,Camion,Volvo,TMAX,2022,26051861,118994
VEH_000681,Avion,Siemens,FH,2024,5656747,130746
VEH_000524,Avion,Yamaha,787 Dreamliner,2023,1157377,38340
VEH_000872,Avion,CAF,R 1250 GS,2026,-1023847,49927
VEH_000031,Moto,Mercedes,A350,2025,11399342,137195
VEH_000924,Avion,Volvo,Monster,2026,-475207,120654
VEH_000891,Bus,Yamaha,308,2024,226403174,313521
VEH_000595,Moto,Boeing,E175,2017,2836878,378723
VEH_000668,Bus,Scania,Q3,2016,67327765,100605
VEH_000668,Moto,Dacia,Vectron,2022,-2840887,57073
