nom_molecule,formule_chimique,masse_molaire,categorie,concentration
PVC,C2H5OH,158.19896069695503,Inorganique,20.837071681626824
Caféine,H2SO4,377.2889676391274,Base Faible,0.3995771872316851
Hydroxyde de Sodium,N2,166.82694134609758,Gaz,26.30685439997646
Éthanol,C6H8O6,162.40994717253258,Base Forte,91.50731526793788
Polyéthylène,C6H6,31.01952833575951,Vitamine,28.848804268853804
Paracétamol,NH3,54.316044043026494,Hydrocarbure Aromatique,503.0715014358958
Cholestérol,HCl,47.82888908634446,Polymère,738.1732246018835
Acide Sulfurique,NH3,14.009946760046098,Polymère,97.2443615369548
Ammoniaque,NH3,56.750911866878766,Acide Fort,42.76573222784545
Acide Sulfurique,(C3H6)n,11.483179517120568,Médicament,131.92265718405628
Acide Chlorhydrique,N2,19.21009118122456,Glucide,316.04771396545254
Benzène,O2,366.9321807888777,Glucide,-0.020223258426621094
Ibuprofène,NH3,142.3116116522275,Médicament,4.2017248590185075
Aspirine,C6H6,39.14781706233269,Base Faible,119.83371511510994
Vitamine C,C9H8O4,36.9435396818478,Médicament,9.49913909501252
Ammoniaque,C27H46O,9.298849325511188,Base Faible,5.661257872426052
Hydroxyde de Sodium,NaOH,14.997040417428199,Base Faible,636.1357172590714
Polyéthylène,H2O,269.2198406622646,Glucide,16.603525147243822
Benzène,C27H46O,-4.021233481557289,Hydrocarbure Aromatique,71.93520326456874
Eau,C6H12O6,15.494725817786648,Polymère,21.726641513037375
Caféine,C6H12O6,209.82944290075932,Cétone,14.240607406585395
Hydroxyde de Sodium,HCl,69.30569654893887,Acide Fort,-0.9039125504875063
Hydroxyde de Sodium,N2,44.476516890032634,Hydrocarbure Aromatique,14.624526237532987
Eau,H2O,41.6876581154183,Acide Carboxylique,28.74137901791672
Polyéthylène,C2H5OH,177.26977809139805,Base Forte,27.504575121162507
Ibuprofène,N2,-2.3264195904497242,Base Faible,13.341046775474858
Méthane,H2O,59.03871184196348,Polymère,35.0428568650832
Ibuprofène,C6H6,34.90906505587025,Médicament,6.111583483344995
Aspirine,CH4,158.43289207499157,Stéroïde,0.4324942373113343
Oxygène,CH3COOH,132.98206311042912,Stéroïde,65.9741732047351
Toluène,H2SO4,16.786466631818495,Glucide,85.64029263250272
Vitamine C,CH3COOH,58.981766642678764,Acide Fort,35.72832466244979
Glucose,C6H6,0.35400742475326297,Polymère,174.89035907604352
PVC,CH3COOH,24.564837950561106,Cétone,12.420305822011915
Toluène,HCl,18.001243381651555,Gaz,22.74413362042594
Glucose,NH3,361.4736839667552,Stéroïde,21.05002883056349
PVC,C7H8,29.33331737484071,Hydrocarbure Aromatique,18.76645697183455
