id,type_vehicule,marque_voiture,modele,annee_fabrication,prix,kilometrage
VEH_000378,Moto,Boeing,7900,2019,20820072,19151
VEH_000234,Camion,Honda,MT-07,2023,-2502899,55293
VEH_000968,Moto,Audi,747,2021,-2085595,10918
VEH_000444,Voiture,BMW,Vectron,2023,-2885463,10888
VEH_000690,Camion,Scania,E195,2018,13400006,127473
VEH_000028,Avion,Iveco,Atego,2025,4352799,118083
VEH_000060,Voiture,Bombardier,Panigale,2021,1159596,48176
VEH_000591,Moto,Mercedes,T-Roc,2026,-1357575,15496
VEH_000268,Train,Toyota,Corolla,2024,-3145116,69423
VEH_000934,Voiture,BMW,Monster,2021,1476641,191214
VEH_000748,Train,Bombardier,CB 500,2017,17290442,193153
VEH_000871,Moto,Siemens,Panigale,2021,155925722,209531
VEH_000264,Moto,Airbus,CBR 600,2019,26539224,94864
VEH_000896,Moto,Yamaha,Urbos,2023,1747275,184100
VEH_000345,Moto,Embraer,FM,2024,120663632,55100
VEH_000140,Train,CAF,Versys,2019,666234,46144
VEH_000314,Voiture,Volkswagen,Classe A,2021,-2367834,83469
VEH_000608,Moto,Bombardier,777,2019,16164215,241992
VEH_000716,Avion,Bombardier,5008,2016,-1577111,42435
VEH_000312,Camion,Volkswagen,TMAX,2021,1633139,61257
VEH_000873,Avion,Alstom,Urbos,2024,28806161,161057
VEH_000695,Train,Airbus,E190,2016,42250931,319672
VEH_000858,Voiture,Honda,Yaris,2020,2237760,36169
VEH_000399,Camion,Embraer,E195,2020,-2363597,122371
VEH_000132,Voiture,Audi,TMAX,2023,6201219,53546
VEH_000943,Moto,Scania,Ninja 650,2021,2384454,126267
VEH_000105,Voiture,Scania,FH,2021,2890301,25623
VEH_000805,Voiture,Alstom,787 Dreamliner,2024,178926393,45311
VEH_000152,Camion,CAF,CRJ1000,2024,157606,33886
VEH_000377,Camion,Iveco,E175,2022,149594627,191868
VEH_000576,Moto,Honda,A330,2026,1242099,156179
VEH_000780,Bus,CAF,Crossway,2024,1749764,101747
VEH_000668,Avion,MAN,Velaro,2020,124750941,53718
VEH_000986,Train,Volvo,X3,2025,-2994248,122190
VEH_000619,Camion,BMW,Velaro,2019,-2338108,29106
VEH_000730,Bus,BMW,TGS,2025,1421760,75293
VEH_000352,Voiture,Scania,Velaro,2022,-286796,57457
VEH_000591,Avion,CAF,Polo,2023,146831,86382
VEH_000215,Bus,Honda,Tourismo,2024,89242,17122
VEH_000957,Camion,Renault,FMX,2021,65468227,-12693
VEH_000454,Moto,Mercedes,Burgman,2017,113132795,66465
VEH_000416,Avion,Mercedes,E195,2020,-566830,6254
VEH_000078,Bus,Yamaha,CB 500,2022,-1503518,91795
VEH_000545,Camion,Siemens,V-Strom,2021,-1402576,23060
VEH_000313,Moto,Bombardier,Burgman,2015,-4999984,76152
VEH_000126,Bus,Siemens,CRJ900,2022,-1423815,125837
VEH_000353,Bus,Volkswagen,TGV,2013,73895084,109744
VEH_000996,Voiture,Airbus,CRJ900,2017,35012417,125058
VEH_000204,Train,Bombardier,Talent,2023,-3820147,23390
VEH_000902,Voiture,Dacia,AGV,2025,-22295341,69084
VEH_000795,Bus,Audi,K,2019,-2305058,201571
VEH_000062,Moto,Iveco,Eurocargo,2025,-726327,41035
VEH_000132,Moto,Audi,737,2019,-750806,116672
VEH_000156,Camion,Embraer,Africa Twin,2023,22969601,87392
VEH_000870,Moto,Kawasaki,Captur,2018,263953224,105378
VEH_000058,Train,Dacia,Urbanway,2023,-2705590,18403
VEH_000894,Voiture,Peugeot,Spring,2014,46135681,37821
VEH_000853,Camion,Honda,TMAX,2010,2997694,41259
VEH_000757,Train,Bombardier,R1,2013,21535543,170693
VEH_000578,Train,Iveco,Passat,2023,-195931,106978
VEH_000750,Camion,Mercedes,R1,2022,27734336,41002
VEH_000874,Camion,Embraer,T High,2022,2224231,85993
VEH_000699,Moto,Scania,9900,2017,-2896584,58664
VEH_000846,Avion,Iveco,X5,2013,2230694,131400
VEH_000999,Bus,Iveco,Atego,2025,-1669516,155217
VEH_000322,Bus,Audi,T High,2024,-3249987,256039
VEH_000883,Train,Honda,Sprinter,2023,-1338113,105795
VEH_000140,Avion,Siemens,Daily,2023,3551204,140536
VEH_000210,Avion,Dacia,Lion's Coach,2023,-370382,128853
VEH_000759,Bus,Embraer,Versys,2024,-1502924,20327
VEH_000110,Train,MAN,747,2021,-1908384,187398
VEH_000251,Bus,CAF,R Series,2026,-966712,3164
VEH_000468,Voiture,Scania,R1,2024,-3461190,175123
VEH_000698,Train,Scania,9900,2013,110257208,161160
VEH_000238,Camion,Honda,GSX-R,2021,205654401,92205
VEH_000962,Bus,Dacia,Polo,2015,335000,35003
VEH_000872,Bus,Toyota,S 1000 RR,2020,-203794,113578
VEH_000672,Voiture,Honda,GLA,2024,363474,162537
VEH_000992,Avion,Mercedes,CBR 600,2017,17008825,197650
VEH_000780,Train,Mercedes,Logan,2024,-3344121,44402
VEH_000366,Avion,Kawasaki,TGV,2023,-3124533,44840
VEH_000486,Voiture,Boeing,P Series,2022,-882505,25824
VEH_000329,Moto,Scania,Vectron,2023,350389,178170
VEH_000189,Camion,Honda,Crossway,2025,715260,134487
VEH_000776,Voiture,Suzuki,Civity,2023,4042659,120830
VEH_000568,Avion,Mercedes,Touring,2020,32134278,-10795
VEH_000146,Bus,Peugeot,Touring,2022,-780319,123759
VEH_000865,Camion,CAF,Urbanway,2024,-3037216,131390
VEH_000944,Bus,Mercedes,Multistrada,2021,-5874789,39254
VEH_000342,Avion,Boeing,Talent,2025,-2238988,97802
VEH_000781,Voiture,Suzuki,Logan,2021,-640115,47980
