id,nom,espece,race,age,poids,sexe,couleur_pelage
ANI_000976,Bella,Cheval,Calopsitte,3,1032.6750000000002,femelle,Blanc
ANI_001281,Simba,Oiseau,Géant des Flandres,5,4.785,femelle,Gris
ANI_001434,Gizmo,Lapin,Rex,1,3.2775,mâle,Marron
ANI_001490,Bugs,Poisson,Poisson Rouge,3,25.185,mâle,Beige
ANI_000299,Shadow,Cheval,Andalou,3,0.63,femelle,Tacheté
ANI_001490,Felix,Poisson,Néon,1,492.84000000000003,mâle,Tacheté
ANI_000868,Tweety,Cheval,Ragdoll,6,6.345000000000001,femelle,Roux
ANI_000528,Minou,Chat,Rex,3,5.7299999999999995,mâle,Noir
ANI_000822,Charlie,Chat,Frison,8,1.275,femelle,Roux
ANI_000749,Cleo,Cheval,Mustang,9,746.4000000000001,femelle,Rayé
ANI_001434,Clover,Poisson,Poisson Rouge,6,0.1575,mâle,Beige
ANI_001596,Thor,Chien,Berger Allemand,2,15.262500000000001,mâle,Roux
ANI_000763,Nemo,Chat,Inséparable,5,709.125,femelle,Rayé
ANI_001247,Cleo,Chat,Mustang,20,11.459999999999999,femelle,Tricolore
ANI_001208,Oreo,Chat,Yorkshire,10,0.8699999999999999,mâle,Roux
ANI_001800,Rex,Oiseau,Maine Coon,4,0.3525,mâle,Marron
ANI_000266,Kiwi,Cheval,Quarter Horse,1,2.4975,mâle,Marron
ANI_000409,Bella,Lapin,Scottish Fold,9,3.09,femelle,Roux
ANI_001207,Rocky,Chat,Betta,3,1.0425,mâle,Marron
ANI_001287,Lucy,Chien,Maine Coon,2,1.275,femelle,Roux
ANI_001474,Ruby,Chien,Discus,11,0.22499999999999998,mâle,Marron
ANI_000479,Luna,Cheval,Sphynx,7,9.315,femelle,Tacheté
ANI_000158,Bella,Cheval,Shetland,5,1.665,femelle,Roux
ANI_000413,Nemo,Chat,British Shorthair,1,71.67,femelle,Blanc
ANI_000335,Bella,Poisson,Scottish Fold,2,8.73,femelle,Noir
ANI_000210,Bella,Chat,Géant des Flandres,1,1.4475,mâle,Blanc
ANI_001627,Minou,Cheval,Quarter Horse,6,0.3225,mâle,Gris
ANI_001376,Peter,Cheval,Bélier,3,937.155,femelle,Beige
ANI_001856,Snowball,Chien,Betta,4,0.0975,mâle,Blanc
ANI_001376,Max,Cheval,Bengal,0,0.54,mâle,Roux
ANI_001298,Charlie,Poisson,Guppy,1,53.415,femelle,Roux
ANI_000046,Angel,Chien,Néon,5,2.5275,mâle,Roux
ANI_000112,Bubbles,Poisson,Calopsitte,0,2.7225,mâle,Tricolore
ANI_000332,Peter,Lapin,Discus,0,5.8575,mâle,Rayé
ANI_001394,Minou,Chat,Bengal,1,0.10500000000000001,femelle,Blanc
ANI_000853,Mittens,Chien,Scottish Fold,4,1.5750000000000002,femelle,Roux
ANI_001713,Blue,Chien,Beagle,2,1.1400000000000001,mâle,Tricolore
ANI_001893,Coco,Cheval,Persan,4,2.8499999999999996,mâle,Roux
ANI_001880,Pegasus,Oiseau,Rottweiler,4,418.8975,mâle,Blanc
ANI_000653,Maya,Cheval,Shetland,4,48.915,femelle,Marron
ANI_001331,Blue,Chien,Appaloosa,3,0.72,mâle,Roux
ANI_002000,Bella,Chien,Inséparable,4,858.51,femelle,Blanc
ANI_001557,Bella,Cheval,Mustang,4,17.1825,mâle,Beige
ANI_001247,Cotton,Poisson,Poisson Rouge,4,2.79,mâle,Marron
ANI_000338,Lola,Oiseau,Guppy,13,8.100000000000001,femelle,Rayé
