id,athlete,sport,pays,resultat,date
id_00000183,Cheslin Kolbe,Tennis,USA,Nul,2022-09-05
id_00000310,Antoine Dupont,Tennis,Angleterre,Nul,2022-08-09
id_00000153,Iga Świątek,Rugby,Allemagne,Victoire,2023-06-29
id_00000092,Kevin Durant,Football,USA,Victoire,2021-06-29
id_00000930,Antoine Dupont,Tennis,USA,Victoire,2023-04-30
id_00000192,Usain Bolt,Athlétisme,Angleterre,Victoire,2022-08-06
id_00000783,Kylian Mbappé,Football,Maroc,Défaite,2020-09-02
id_00000182,Erling Haaland,Basketball,USA,Défaite,2022-02-14
id_00000581,Erling Haaland,Basketball,Espagne,Défaite,2020-03-01
id_00000804,Erling Haaland,Rugby,Espagne,Victoire,2022-03-30
id_00000531,Giannis Antetokounmpo,Tennis,USA,Nul,2023-08-09
id_00000841,Beauden Barrett,Football,Angleterre,Défaite,2021-02-11
id_00000981,Erling Haaland,Football,France,Défaite,2022-09-25
id_00000910,LeBron James,Football,Maroc,Nul,2022-03-19
id_00000419,Achraf Hakimi,Rugby,Maroc,Nul,2021-09-30
id_00000743,Mondo Duplantis,Athlétisme,Angleterre,Victoire,2023-04-11
id_00000737,Antoine Dupont,Rugby,USA,Victoire,2020-12-25
id_00000131,Hakim Ziyech,Football,Nouvelle-Zélande,Nul,2022-07-28
id_00000501,Antoine Dupont,Athlétisme,France,Défaite,2022-07-04
id_00000772,Achraf Hakimi,Tennis,Espagne,Défaite,2021-01-20
id_00000830,Usain Bolt,Basketball,Espagne,Défaite,2022-07-25
id_00000047,Kevin Durant,Tennis,Maroc,Défaite,2022-02-19
id_00000088,LeBron James,Basketball,Nouvelle-Zélande,Défaite,2023-12-15
id_00000864,Beauden Barrett,Basketball,Espagne,Défaite,2021-05-18
id_00000155,Giannis Antetokounmpo,Football,USA,Défaite,2020-03-04
id_00000577,Cheslin Kolbe,Tennis,Angleterre,Nul,2022-09-30
id_00000424,Kylian Mbappé,Athlétisme,Nouvelle-Zélande,Défaite,2020-10-26
id_00000237,Beauden Barrett,Athlétisme,USA,Défaite,2023-08-14
id_00000401,Mohamed Salah,Tennis,Afrique du Sud,Défaite,2023-07-02
id_00000103,Cheslin Kolbe,Tennis,Espagne,Nul,2021-02-13
id_00000823,Mohamed Salah,Rugby,USA,Victoire,2022-05-27
id_00000285,LeBron James,Rugby,Allemagne,Défaite,2020-08-16
id_00000071,Kevin Durant,Athlétisme,Espagne,Nul,2021-10-06
id_00000989,Achraf Hakimi,Rugby,USA,Victoire,2022-10-06
id_00000003,Stephen Curry,Football,USA,Défaite,2020-07-11
id_00000452,LeBron James,Football,Espagne,Nul,2023-09-15
id_00000733,Erling Haaland,Athlétisme,France,Défaite,2020-05-11
id_00000797,Antoine Dupont,Tennis,USA,Défaite,2022-09-10
id_00000227,Mohamed Salah,Tennis,Espagne,Défaite,2021-09-12
id_00000688,LeBron James,Athlétisme,USA,Victoire,2023-08-03
id_00000277,Stephen Curry,Tennis,France,Défaite,2023-07-22
id_00000498,Achraf Hakimi,Football,Angleterre,Nul,2021-06-29
id_00000796,Beauden Barrett,Athlétisme,USA,Défaite,2022-02-13
id_00000651,Carlos Alcaraz,Tennis,USA,Victoire,2022-04-28
id_00000628,Erling Haaland,Athlétisme,France,Nul,2021-11-04
id_00000785,Hakim Ziyech,Rugby,Espagne,Défaite,2020-04-09
id_00000892,Kevin Durant,Football,Espagne,Nul,2023-04-05
id_00000954,Mohamed Salah,Tennis,Maroc,Nul,2023-06-16
id_00000698,LeBron James,Tennis,USA,Victoire,2022-11-29
id_00000672,Mohamed Salah,Tennis,USA,Victoire,2023-12-08
id_00000617,Achraf Hakimi,Tennis,USA,Victoire,2022-08-10
id_00000049,Aryna Sabalenka,Athlétisme,USA,Défaite,2022-03-25
id_00000526,Carlos Alcaraz,Rugby,Nouvelle-Zélande,Victoire,2022-12-02
id_00000270,Mohamed Salah,Rugby,Espagne,Victoire,2020-10-17
id_00000993,Achraf Hakimi,Rugby,France,Défaite,2021-08-05
id_00000276,Carlos Alcaraz,Tennis,France,Victoire,2023-02-02
id_00000792,Iga Świątek,Athlétisme,USA,Défaite,2020-11-29
id_00000027,Achraf Hakimi,Football,Allemagne,Victoire,2022-07-25
id_00000397,Aryna Sabalenka,Rugby,Maroc,Défaite,2020-11-08
id_00000833,Mondo Duplantis,Football,Nouvelle-Zélande,Victoire,2020-07-10
id_00000965,Mohamed Salah,Athlétisme,USA,Victoire,2023-05-09
id_00000733,Carlos Alcaraz,Basketball,USA,Défaite,2021-06-01
id_00000413,Hakim Ziyech,Football,Espagne,Nul,2023-10-26
id_00000638,Kylian Mbappé,Athlétisme,France,Défaite,2022-12-18
id_00000140,Antoine Dupont,Tennis,Afrique du Sud,Victoire,2021-01-30
id_00000474,Stephen Curry,Football,Afrique du Sud,Nul,2023-01-25
id_00000943,Achraf Hakimi,Tennis,USA,Victoire,2021-12-09
id_00000024,Antoine Dupont,Tennis,Espagne,Défaite,2022-01-23
id_00000626,Antoine Dupont,Rugby,USA,Victoire,2023-07-22
id_00000537,Usain Bolt,Basketball,USA,Défaite,2021-03-27
id_00000220,Iga Świątek,Basketball,USA,Défaite,2021-09-14
id_00000953,Aryna Sabalenka,Football,Maroc,Nul,2021-08-01
id_00000559,Achraf Hakimi,Football,Espagne,Nul,2020-03-27
id_00000394,Kylian Mbappé,Basketball,Angleterre,Victoire,2023-12-04
id_00000520,Novak Djokovic,Tennis,Espagne,Défaite,2020-12-20
id_00000154,Stephen Curry,Tennis,France,Défaite,2022-07-15
id_00000195,Iga Świątek,Basketball,USA,Victoire,2023-05-13
id_00000631,Hakim Ziyech,Athlétisme,USA,Défaite,2021-06-28
id_00000829,Hakim Ziyech,Rugby,Nouvelle-Zélande,Défaite,2021-03-03
id_00000812,Antoine Dupont,Rugby,Afrique du Sud,Victoire,2021-04-24
id_00000369,Carlos Alcaraz,Basketball,USA,Victoire,2023-04-11
id_00000947,Giannis Antetokounmpo,Football,USA,Victoire,2020-10-19
id_00000715,Antoine Dupont,Tennis,Maroc,Défaite,2022-02-09
id_00000814,Achraf Hakimi,Football,USA,Victoire,2020-01-12
id_00000765,Erling Haaland,Athlétisme,USA,Défaite,2023-08-21
id_00000619,Giannis Antetokounmpo,Tennis,USA,Victoire,2022-06-26
id_00000025,Mondo Duplantis,Rugby,Espagne,Défaite,2023-06-17
id_00000517,Hakim Ziyech,Tennis,Espagne,Nul,2020-05-10
id_00000632,Erling Haaland,Tennis,USA,Nul,2022-10-31
id_00000104,Kylian Mbappé,Football,Angleterre,Nul,2020-08-29
id_00000649,Erling Haaland,Football,Espagne,Victoire,2021-03-07
id_00000444,Faith Kipyegon,Tennis,USA,Défaite,2020-12-18
id_00000061,Stephen Curry,Tennis,France,Défaite,2020-03-03
id_00000386,Mohamed Salah,Tennis,USA,Nul,2022-01-09
id_00000724,Mohamed Salah,Tennis,France,Défaite,2022-05-22
id_00000330,Stephen Curry,Football,Allemagne,Défaite,2023-12-27
id_00000901,Kevin Durant,Tennis,USA,Nul,2020-10-07
id_00000926,Mondo Duplantis,Football,Allemagne,Nul,2021-12-13
id_00000966,Antoine Dupont,Tennis,France,Victoire,2023-01-06
id_00000725,Cheslin Kolbe,Tennis,France,Défaite,2020-05-17
id_00000170,Kylian Mbappé,Basketball,Maroc,Défaite,2020-12-12
id_00000052,Kylian Mbappé,Football,USA,Nul,2020-02-06
id_00000049,Achraf Hakimi,Football,Maroc,Victoire,2021-03-17
id_00000113,Eliud Kipchoge,Football,Angleterre,Nul,2021-09-22
id_00000348,Novak Djokovic,Football,France,Nul,2022-05-20
id_00000636,Mohamed Salah,Athlétisme,USA,Nul,2023-04-06
id_00000423,Novak Djokovic,Basketball,France,Défaite,2021-02-09
id_00000429,Kylian Mbappé,Football,Espagne,Défaite,2022-06-07
id_00000881,Achraf Hakimi,Football,Maroc,Victoire,2021-10-23
id_00001000,Novak Djokovic,Athlétisme,Afrique du Sud,Nul,2022-08-10
id_00000075,Antoine Dupont,Tennis,France,Nul,2023-02-17
id_00000839,Beauden Barrett,Football,Afrique du Sud,Victoire,2022-11-09
id_00000479,Faith Kipyegon,Athlétisme,Espagne,Défaite,2020-07-22
id_00000393,Stephen Curry,Rugby,Espagne,Défaite,2023-12-15
id_00000918,Hakim Ziyech,Basketball,USA,Victoire,2021-12-24
id_00000833,LeBron James,Tennis,Allemagne,Victoire,2022-07-22
id_00000312,Cheslin Kolbe,Tennis,USA,Défaite,2023-04-07
id_00000899,Erling Haaland,Tennis,USA,Victoire,2021-08-12
id_00000137,Kylian Mbappé,Tennis,Nouvelle-Zélande,Défaite,2020-08-28
id_00000692,Mohamed Salah,Tennis,USA,Défaite,2023-03-20
id_00000644,Eliud Kipchoge,Football,Espagne,Victoire,2021-05-03
id_00000883,Antoine Dupont,Rugby,Espagne,Victoire,2020-09-30
id_00000190,Eliud Kipchoge,Football,Nouvelle-Zélande,Défaite,2020-03-29
id_00000227,Hakim Ziyech,Football,Espagne,Nul,2023-03-16
id_00000998,Erling Haaland,Tennis,USA,Victoire,2022-10-18
id_00000418,Erling Haaland,Football,France,Victoire,2020-07-08
id_00000691,Achraf Hakimi,Football,Maroc,Nul,2022-09-22
id_00000980,Aryna Sabalenka,Athlétisme,France,Défaite,2020-01-02
id_00000890,Kevin Durant,Athlétisme,Espagne,Défaite,2023-05-01
id_00000355,Giannis Antetokounmpo,Basketball,USA,Défaite,2023-09-02
id_00000240,Achraf Hakimi,Football,Maroc,Victoire,2021-05-01
id_00000475,Aryna Sabalenka,Athlétisme,Angleterre,Victoire,2022-10-24
id_00000007,Mohamed Salah,Tennis,USA,Défaite,2020-11-12
id_00000453,Erling Haaland,Basketball,France,Défaite,2023-08-13
id_00000798,Mohamed Salah,Tennis,USA,Victoire,2020-01-27
id_00000510,Cheslin Kolbe,Athlétisme,Afrique du Sud,Défaite,2021-11-30
id_00000650,Kylian Mbappé,Tennis,USA,Défaite,2020-10-09
id_00000138,Stephen Curry,Tennis,USA,Nul,2021-05-03
id_00000379,Mohamed Salah,Tennis,USA,Défaite,2021-05-10
id_00000855,Erling Haaland,Football,Espagne,Nul,2022-05-26
id_00000859,Carlos Alcaraz,Tennis,Nouvelle-Zélande,Nul,2022-08-06
id_00000366,Antoine Dupont,Rugby,Espagne,Victoire,2022-10-03
id_00000847,Mohamed Salah,Football,Espagne,Nul,2023-06-18
id_00000743,Beauden Barrett,Rugby,Espagne,Victoire,2022-05-01
