nom_molecule,formule_chimique,masse_molaire,categorie,concentration
Glucose,HCl,42.72080345983744,Vitamine,-4.265076716163574
Aspirine,O2,154.73840798280244,Acide Fort,-10.704321061211605
Glucose,CH4,19.065257210569442,Polymère,91.93315584405903
Cholestérol,C8H9NO2,11.721834054945013,Alcaloïde,29.909452873082955
Acétone,H2SO4,153.78197566445886,Hydrocarbure Aromatique,12.049095308055456
Cholestérol,NH3,22.033865725168262,Stéroïde,42.38042527817926
PVC,C9H8O4,33.515429216718424,Gaz,87.76696334894677
Paracétamol,CH3COOH,51.61910987048195,Médicament,-2.2532686356648233
Aspirine,(C2H3Cl)n,21.716109011805003,Base Faible,979.5260889459701
Oxygène,CH4,34.64058946296108,Polymère,235.46365676878148
Acétone,C6H8O6,27.22872909930673,Polymère,20.47259317105532
Acide Acétique,HCl,343.47991098980475,Gaz,13.96630684645083
Glucose,CO2,23.359330453911006,Glucide,9.840516545964785
Acide Sulfurique,H2SO4,11.138725091485618,Hydrocarbure Aromatique,-9.223195046538322
Méthane,C6H6,40.06738350988512,Stéroïde,-3.52947543321254
Polyéthylène,C3H6O,-2.629906967888573,Vitamine,19.17024370887116
Cholestérol,C9H8O4,60.578149499235735,Gaz,11.423740080721403
Polyéthylène,NH3,464.1208289710934,Base Forte,15.55589442607788
Caféine,(C2H4)n,78.65632934887687,Acide Carboxylique,-1.5921475935596527
Caféine,C8H10N4O2,30.328331257212636,Acide Carboxylique,53.559126875937416
Eau,(C3H6)n,42.39757129411458,Base Forte,11.546127531520824
Acide Chlorhydrique,C6H8O6,167.2128624184256,Cétone,67.77233693376354
Hydroxyde de Sodium,C2H5OH,32.74572262642741,Polymère,38.26431643383993
Éthanol,C13H18O2,121.51536923733836,Stéroïde,75.10461218740164
Acide Chlorhydrique,C9H8O4,124.36349803187866,Base Faible,17.4964853873348
Cholestérol,NH3,47.18477269766932,Médicament,20.071245473679966
Paracétamol,CH4,29.36264603518792,Polymère,15.566435773278187
Éthanol,C6H6,16.248229475383134,Glucide,25.93524713018003
Hydroxyde de Sodium,C3H6O,94.89723644881857,Acide Fort,35.735644583780896
Ammoniaque,N2,40.02337621392266,Acide Carboxylique,-6.449783899293927
Acétone,CH3COOH,79.27300026158686,Hydrocarbure Aromatique,16.379291661021707
Dioxyde de Carbone,C8H10N4O2,15.540109143152605,Cétone,259.6066564961582
Benzène,H2O,159.76873816728033,Médicament,11.202965898854558
Méthane,NaOH,83.81026980240014,Base Forte,0.7818274394873717
Cholestérol,NH3,74.3733895858752,Médicament,60.22633195452716
Acide Chlorhydrique,C13H18O2,29.62944164935451,Vitamine,13.28899377601131
Acide Chlorhydrique,C6H8O6,130.2078309861017,Acide Carboxylique,96.75993400571684
Méthane,NaOH,54.861054174999126,Alcaloïde,13.275478483671787
Acide Acétique,HCl,37.21186122839162,Hydrocarbure Aromatique,4.093357832524392
Ammoniaque,C3H6O,183.79804751445366,Polymère,-5.363144014502562
Hydroxyde de Sodium,N2,300.9967589032099,Inorganique,752.23219434781
Méthane,C2H5OH,37.96690914804512,Inorganique,930.2473537438813
Cholestérol,HCl,47.25566610113686,Hydrocarbure Aromatique,86.26190957077236
PVC,NH3,42.13577181745268,Alcaloïde,484.37871600536783
Méthane,C6H6,-7.975540373308505,Gaz,104.43393904128838
Ibuprofène,C3H6O,-6.738152181509385,Stéroïde,537.6866026269446
Cholestérol,C6H8O6,2.697328659015632,Polymère,-14.34840423431121
Éthanol,C6H6,17.99852706888543,Stéroïde,5.553061076949152
Cholestérol,O2,-1.4626288643403242,Gaz,0.20248154708192256
Méthane,(C2H3Cl)n,20.08094356153943,Polymère,5.754572120814456
Ibuprofène,N2,23.51337344290006,Gaz,15.402803293387674
Vitamine C,NH3,31.490419475405595,Base Forte,92.41342240431092
Eau,N2,42.82061527710785,Acide Fort,84.27035727580073
Éthanol,C6H8O6,-2.2311927698849487,Polymère,12.078933623196296
Acétone,NaOH,20.135312221475946,Polymère,31.848794061078568
PVC,C2H5OH,-5.573527895893477,Stéroïde,3.301398497279719
Toluène,H2O,231.21501916504602,Cétone,-6.543037130212457
Polyéthylène,C6H12O6,160.58374672428172,Hydrocarbure Aromatique,88.63300840103139
Polyéthylène,C6H8O6,4.284183480928803,Hydrocarbure Aromatique,12.023493304544466
Eau,C8H10N4O2,38.43474943977413,Médicament,-5.593814148660528
Eau,CH3COOH,16.852920123605333,Hydrocarbure,22.28006965583457
Azote,C2H5OH,43.844870356657985,Médicament,11.052426995625714
Aspirine,C6H12O6,11.952251965738974,Hydrocarbure Aromatique,809.1438459125735
Polypropylène,C6H6,150.71947079308856,Gaz,45.652361372466586
Acétone,(C2H4)n,17.4603895150315,Gaz,17.807455129743815
