id,installation,type_energie,pays,ville,latitude,longitude,capacite_mw,production_annuelle_gwh,emissions_co2,annee_mise_service,statut
id_001601,Enel Green Power Delfina,Hydraulique,Chine,Zhongwei,23.49524341621796,-115.35950885572511,277,-75.71244447093659,139246.5341874333,2021,Opérationnelle
id_001995,Grand Coulee Dam,Hydraulique,Égypte,Foz do Iguaçu,47.911902032555425,93.37328446020462,16690,6.2741117570826646,1485798.409789844,1988,Maintenance
id_000880,Parc Éolien Tanger I,Thermique,France,Hérémence,-33.58002389979193,-1.8196114993401835,4246,142.2960937816872,6188887.411156026,1983,Construction
id_001834,Bruce Nuclear Generating Station,Thermique,Pologne,San Luis Obispo,29.237661533975775,-62.239822759785206,5617,249.23269847172287,71358.74698278021,1973,Opérationnelle
id_001981,Parc Éolien Courseulles,Solaire,France,Pierrelatte,49.20133217651872,28.305578885887158,178,-612.0962743746584,79685.83242195453,2020,Maintenance
id_001782,Centrale Solaire Cestas,Thermique,Éthiopie,Vindhyanagar,-16.711574570243798,87.45030431945177,3791,112.68620781172683,131255.93648733682,1986,Démantèlement
id_000042,Barrage Daniel-Johnson,Hydraulique,Brésil,Yongshan,27.81477120433042,101.06356894732203,3089,-91.28787783269468,65623.92350501698,1991,Construction
id_000732,Lake Turkana Wind Power,Hydraulique,Égypte,Assouan,47.84849208570336,133.95275749892977,23872,2101.25738415056,123395.18013981401,1976,Maintenance
id_000800,Lake Turkana Wind Power,Éolien,Suède,Thames Estuary,44.55240881074817,32.81671118331914,43,-693.7973355014906,179793.89677505905,2020,Opérationnelle
id_000410,Centrale Solaire Weesow-Willmersdorf,Éolien,Allemagne,Werneuchen,-22.713827092226797,-2.243362083453309,-607,192.69500155971264,5768467.739027835,2022,Maintenance
id_001527,Centrale Nucléaire du Tricastin,Solaire,Mexique,Thames Estuary,55.48102846818981,-3.8406306022904824,67,1541.9810784422089,6894217.103410615,2023,Démantèlement
id_000035,Parc Éolien Tanger I,Éolien,Afrique du Sud,Usagre,-23.740506909652712,-108.82679459839774,3428,3639.3991366506975,4322419.685679147,1984,Planification
id_000307,Centrale Nucléaire de Gravelines,Thermique,Suisse,Guba,25.18677288185394,-53.12230868510313,3228,-129.56693855271783,39692.69545902673,1992,Maintenance
id_001035,Parc Solaire Noor,Éolien,Maroc,Cestas,53.81812533541098,-10.887096936275963,-762,2070.0975902128916,4761148.150249839,2024,Démantèlement
id_000318,Parc Solaire Núñez de Balboa,Thermique,Chine,Lephalale,43.72175065795457,32.844905207601784,8058,3719.1525235375543,124161.64097527612,1985,Opérationnelle
id_000267,Centrale Solaire Cestas,Éolien,Royaume-Uni,Loiyangalani,55.035413278715026,-13.21438182904095,-915,-285.0645901240832,2878268.6273802198,2022,Démantèlement
id_000889,Centrale Nucléaire du Tricastin,Nucléaire,Pologne,Bełchatów,-21.067209517348783,158.12301359496,6767,4792.163595384313,84225.7157370048,1983,Planification
id_001752,Parc Éolien Markbygden,Hydraulique,Brésil,Foz do Iguaçu,30.72235668931655,114.1467349788834,13393,386.62224121406325,36941.95823682251,2021,Opérationnelle
