id,type_vehicule,marque_voiture,modele,annee_fabrication,prix,kilometrage
VEH_000546,Train,Volkswagen,C,2022,11803062,56878
VEH_000161,Avion,Alstom,F 850 GS,2017,-2649984,252908
VEH_000626,Bus,Bombardier,Kadjar,2017,583490,146346
VEH_000892,Train,Boeing,S Series,2021,-1817092,62258
VEH_000667,Train,Iveco,Civity,2022,5036168,45046
VEH_000694,Moto,Renault,GLA,2023,83473706,5168
VEH_000682,Train,Bombardier,S 1000 RR,2022,1848188,26744
VEH_000332,Avion,Alstom,737,2014,-2343977,167677
VEH_000331,Avion,Airbus,Panigale,2021,-252601,53761
VEH_000913,Voiture,Mercedes,Passat,2021,3340118,21767
VEH_000015,Avion,Iveco,Duster,2023,-3253085,-5593
VEH_000376,Voiture,Boeing,R 1250 GS,2016,-1635051,33270
VEH_000846,Train,Siemens,Africa Twin,2023,4217424,13673
VEH_000165,Train,Airbus,Tourismo,2022,2322732,235326
VEH_000266,Avion,Airbus,CBR 600,2022,-2189069,76916
VEH_000189,Moto,Bombardier,E195,2022,2766296,119263
VEH_000464,Moto,BMW,e-tron,2021,-1143629,65543
VEH_000676,Avion,Mercedes,Desiro,2019,113075116,155507
VEH_000850,Avion,Iveco,Atego,2019,3496170,36963
VEH_000144,Avion,CAF,Ninja 650,2016,10044742,40968
VEH_000062,Camion,Volvo,S Series,2017,1373044,83630
VEH_000939,Camion,Alstom,Megane,2024,-340717,23868
VEH_000089,Voiture,Iveco,Panigale,2024,-1432700,126454
VEH_000778,Moto,Suzuki,Desiro,2023,1609558,49351
VEH_000989,Camion,Scania,9900,2024,-94754,47512
VEH_000825,Moto,Peugeot,Daily,2022,141664991,97373
VEH_000365,Moto,Mercedes,P Series,2023,27982878,51634
VEH_000878,Voiture,Volkswagen,Polo,2023,-4497301,21901
VEH_000995,Camion,Airbus,F 850 GS,2017,2719052,66033
VEH_000893,Avion,Bombardier,Talent,2022,-1678491,99334
VEH_000542,Avion,Scania,Urbanway,2018,-2105604,224777
VEH_000837,Moto,Volvo,Monster,2020,-4462313,237486
VEH_000030,Bus,Ducati,Vectron,2022,-2052730,43818
VEH_000763,Train,Volkswagen,Corolla,2024,-5290921,61657
VEH_000436,Moto,Volvo,TGV,2024,-1507721,143572
VEH_000300,Avion,Mercedes,E190,2024,-3115668,40560
VEH_000648,Avion,Toyota,787 Dreamliner,2025,1366777,199144
VEH_000653,Voiture,Mercedes,Coradia,2020,-5091451,-475
VEH_000095,Train,Peugeot,Citywide,2019,-1395390,21465
VEH_000887,Moto,Kawasaki,Captur,2023,2914374,17047
VEH_000346,Train,Toyota,FH,2024,9824705,5149
VEH_000354,Bus,Airbus,E195,2024,3166406,16009
VEH_000616,Voiture,Volvo,R Series,2021,54379680,125331
VEH_000532,Train,Scania,A3,2022,-3016860,48543
VEH_000430,Train,CAF,9900,2025,-925794,38565
VEH_000043,Voiture,Toyota,Velaro,2023,660112,75174
VEH_000776,Avion,Yamaha,Crossway,2018,3331234,22071
VEH_000245,Train,Embraer,Interlink,2018,-384515,74170
VEH_000634,Moto,Mercedes,S Series,2024,-4946126,73565
VEH_000927,Voiture,Honda,Série 5,2015,-2249644,1092
VEH_000915,Avion,Yamaha,A4,2023,-794729,118172
VEH_000127,Bus,Scania,Classe A,2023,2466725,169608
VEH_000254,Moto,Airbus,CRJ1000,2022,1165945,70524
VEH_000153,Moto,Volvo,787 Dreamliner,2024,216811175,130281
VEH_000277,Train,Renault,E190,2021,-98366,161485
VEH_000899,Train,Yamaha,GSX-R,2021,45930087,35806
VEH_000093,Camion,Siemens,A350,2022,2350876,70593
VEH_000765,Moto,Airbus,Stralis,2021,18290895,62810
VEH_000528,Moto,Ducati,Multistrada,2025,-4621832,63655
VEH_000159,Voiture,Renault,Lion's City,2024,3063769,35732
VEH_000377,Camion,Boeing,747,2019,-205426,22559
VEH_000948,Camion,BMW,F 850 GS,2023,1063410,27369
VEH_000412,Train,Bombardier,TGV,2017,179759738,77525
VEH_000272,Moto,Embraer,Duster,2024,2763556,144117
VEH_000075,Camion,Iveco,9900,2022,117420395,33716
VEH_000877,Bus,Yamaha,Interlink,2017,4274415,132937
VEH_000885,Voiture,Mercedes,A3,2023,20246203,44108
