id,type_vehicule,marque_voiture,modele,annee_fabrication,prix,kilometrage
VEH_000988,Avion,Scania,Panigale,1970-01-01 00:00:00.000002023,254941,12950
VEH_000517,Moto,MAN,Panigale,1970-01-01 00:00:00.000002023,-3684777,33121
VEH_000508,Voiture,CAF,Citaro,1970-01-01 00:00:00.000002026,-3266853,3790
VEH_000128,Voiture,Alstom,Duster,1970-01-01 00:00:00.000002024,-2595510,137986
VEH_000464,Avion,Mercedes,Coradia,1970-01-01 00:00:00.000002024,826876,100646
VEH_000923,Moto,Mercedes,S Series,1970-01-01 00:00:00.000002024,4231909,23461
VEH_000795,Train,Scania,787 Dreamliner,1970-01-01 00:00:00.000002025,-4417580,188003
VEH_000569,Camion,BMW,Talent,1970-01-01 00:00:00.000002026,-4016896,110174
VEH_000668,Moto,Airbus,A350,1970-01-01 00:00:00.000002025,2324703,224715
VEH_000595,Camion,Scania,Série 5,1970-01-01 00:00:00.000002023,58706610,4180
VEH_000359,Avion,Kawasaki,Megane,1970-01-01 00:00:00.000002022,15210125,162021
VEH_000425,Train,BMW,T-Roc,1970-01-01 00:00:00.000002024,-768148,40037
VEH_000255,Voiture,MAN,Sprinter,1970-01-01 00:00:00.000002024,23586843,61222
VEH_000812,Bus,Alstom,C,1970-01-01 00:00:00.000002023,1190898,134196
VEH_000046,Avion,Volvo,Evadys,1970-01-01 00:00:00.000002026,2116667,120702
VEH_000573,Camion,Kawasaki,Civity,1970-01-01 00:00:00.000002023,748673,113739
VEH_000983,Avion,Audi,CRJ1000,1970-01-01 00:00:00.000002022,4348153,42588
VEH_000779,Moto,Bombardier,Burgman,1970-01-01 00:00:00.000002023,-967687,83099
VEH_000359,Moto,Mercedes,Panigale,1970-01-01 00:00:00.000002022,591103,9597
VEH_000736,Voiture,Embraer,A3,1970-01-01 00:00:00.000002023,3089854,23768
VEH_000505,Bus,Honda,Urbanway,1970-01-01 00:00:00.000002026,-240319,1554
VEH_000140,Avion,Boeing,737,1970-01-01 00:00:00.000002023,-2539728,68753
VEH_000461,Voiture,Mercedes,Z900,1970-01-01 00:00:00.000002024,5312841,285205
VEH_000741,Voiture,Ducati,Urbos,1970-01-01 00:00:00.000002023,342782,8998
VEH_000900,Camion,CAF,TMAX,1970-01-01 00:00:00.000002024,2196901,145896
VEH_000949,Moto,Mercedes,Touring,1970-01-01 00:00:00.000002022,683279,29615
VEH_000856,Train,Boeing,PCX,1970-01-01 00:00:00.000002022,2116542,84073
VEH_000424,Moto,Siemens,R 1250 GS,1970-01-01 00:00:00.000002023,24185742,137362
VEH_000188,Train,Embraer,S Series,1970-01-01 00:00:00.000002024,-3252279,38019
VEH_000595,Train,Toyota,Polo,1970-01-01 00:00:00.000002023,-373100,15218
VEH_000661,Voiture,Peugeot,Polo,1970-01-01 00:00:00.000002024,3857272,38135
VEH_000756,Train,Siemens,Coradia,1970-01-01 00:00:00.000002024,35762774,129037
VEH_000703,Avion,Bombardier,Coradia,1970-01-01 00:00:00.000002025,5123712,36003
VEH_000332,Voiture,Peugeot,Vectron,1970-01-01 00:00:00.000002023,-648412,22475
VEH_000821,Bus,Scania,FM,1970-01-01 00:00:00.000002023,244102722,22069
VEH_000245,Train,Boeing,E190,1970-01-01 00:00:00.000002022,20206614,142391
VEH_000770,Voiture,Renault,P Series,1970-01-01 00:00:00.000002023,-499509,93031
VEH_000234,Voiture,BMW,Atego,1970-01-01 00:00:00.000002024,-3121684,32055
VEH_000483,Bus,Embraer,Land Cruiser,1970-01-01 00:00:00.000002023,1179633,25925
VEH_000776,Bus,Embraer,Urbos,1970-01-01 00:00:00.000002025,-1326829,34179
VEH_000282,Avion,BMW,777,1970-01-01 00:00:00.000002023,-2616071,57758
VEH_000796,Voiture,Airbus,e-tron,1970-01-01 00:00:00.000002022,-2448597,12688
VEH_000125,Bus,Kawasaki,Daily,1970-01-01 00:00:00.000002023,-75101,32258
VEH_000554,Bus,Volvo,Civity,1970-01-01 00:00:00.000002024,-2467564,58349
VEH_000524,Train,BMW,747,1970-01-01 00:00:00.000002025,417577,27449
VEH_000694,Avion,Bombardier,CBR 600,1970-01-01 00:00:00.000002024,20863703,60088
VEH_000246,Train,CAF,Logan,1970-01-01 00:00:00.000002024,-1783246,129468
VEH_000306,Camion,Audi,CB 500,1970-01-01 00:00:00.000002023,-2831797,37915
VEH_000015,Train,Airbus,Polo,1970-01-01 00:00:00.000002025,153949,30322
VEH_000406,Avion,Suzuki,E175,1970-01-01 00:00:00.000002023,16510330,111619
VEH_000680,Train,CAF,Camry,1970-01-01 00:00:00.000002022,2671039,178080
VEH_000455,Bus,Airbus,9700,1970-01-01 00:00:00.000002022,-2139051,44115
VEH_000967,Avion,Toyota,S 1000 RR,1970-01-01 00:00:00.000002023,-1428504,55058
VEH_000023,Bus,Bombardier,Vectron,1970-01-01 00:00:00.000002023,-1910827,26802
VEH_000694,Train,Volvo,R 1250 GS,1970-01-01 00:00:00.000002022,295532172,150393
VEH_000738,Moto,Suzuki,FH,1970-01-01 00:00:00.000002023,-2496929,6314
VEH_000581,Moto,Kawasaki,Spring,1970-01-01 00:00:00.000002022,174644174,107187
VEH_000473,Bus,Alstom,Golf,1970-01-01 00:00:00.000002024,-457601,29541
VEH_000459,Camion,Dacia,i4,1970-01-01 00:00:00.000002024,2319953,148952
VEH_000771,Train,Boeing,TGV,1970-01-01 00:00:00.000002024,245285408,106246
VEH_000939,Moto,Scania,Atego,1970-01-01 00:00:00.000002023,3408456,34715
VEH_000263,Camion,Iveco,777,1970-01-01 00:00:00.000002023,1435878,121873
VEH_000448,Bus,Volvo,Spring,1970-01-01 00:00:00.000002022,-2739136,139822
VEH_000542,Avion,Alstom,TMAX,1970-01-01 00:00:00.000002022,494924,89021
VEH_000062,Bus,Alstom,R Series,1970-01-01 00:00:00.000002027,-5314354,-14853
VEH_000667,Avion,Embraer,Urbos,1970-01-01 00:00:00.000002022,-1020550,16436
VEH_000434,Avion,Yamaha,5008,1970-01-01 00:00:00.000002022,2501866,37551
VEH_000640,Avion,Volvo,Tiguan,1970-01-01 00:00:00.000002025,-3069455,236075
VEH_000836,Moto,Alstom,9900,1970-01-01 00:00:00.000002022,-2810840,10642
VEH_000646,Train,Ducati,Coradia,1970-01-01 00:00:00.000002023,179248696,217998
VEH_000284,Voiture,Yamaha,MT-07,1970-01-01 00:00:00.000002022,46926775,35115
VEH_000761,Train,Embraer,AGV,1970-01-01 00:00:00.000002022,114325,205052
VEH_000960,Voiture,Iveco,E195,1970-01-01 00:00:00.000002025,-5226062,67742
VEH_000257,Bus,Yamaha,Clio,1970-01-01 00:00:00.000002026,-4125557,77170
VEH_000149,Avion,Iveco,CBR 600,1970-01-01 00:00:00.000002024,-3699750,165055
VEH_000856,Avion,Scania,Daily,1970-01-01 00:00:00.000002026,-128385,78326
VEH_000590,Train,CAF,Sandero,1970-01-01 00:00:00.000002023,11339551,-13030
VEH_000315,Avion,Volvo,Coradia,1970-01-01 00:00:00.000002022,-1271974,33924
VEH_000402,Voiture,Mercedes,i4,1970-01-01 00:00:00.000002023,-1366433,35492
VEH_000546,Train,BMW,CRJ1000,1970-01-01 00:00:00.000002024,2446876,43203
VEH_000063,Camion,Suzuki,E175,1970-01-01 00:00:00.000002023,38573,-1226
VEH_000690,Train,BMW,GSX-R,1970-01-01 00:00:00.000002026,-432412,30675
VEH_000054,Train,Airbus,Land Cruiser,1970-01-01 00:00:00.000002024,-20818,204091
VEH_000040,Avion,Mercedes,V-Strom,1970-01-01 00:00:00.000002023,1216207,71420
VEH_000709,Moto,Iveco,Tiguan,1970-01-01 00:00:00.000002023,-3584960,24588
VEH_000528,Camion,Mercedes,Civity,1970-01-01 00:00:00.000002022,1827216,92343
VEH_000934,Moto,Honda,TGX,1970-01-01 00:00:00.000002024,2979788,129686
VEH_000612,Avion,Airbus,Captur,1970-01-01 00:00:00.000002025,39589951,283047
VEH_000370,Moto,Scania,R Series,1970-01-01 00:00:00.000002023,-5278440,29893
VEH_000681,Avion,Mercedes,Africa Twin,1970-01-01 00:00:00.000002023,-666423,120213
VEH_000238,Voiture,Scania,AGV,1970-01-01 00:00:00.000002022,185897832,34787
VEH_000467,Avion,Airbus,P Series,1970-01-01 00:00:00.000002022,320263984,12456
VEH_000777,Moto,Audi,A330,1970-01-01 00:00:00.000002022,42930,62403
VEH_000477,Avion,Audi,S Series,1970-01-01 00:00:00.000002026,-4120391,10512
VEH_000082,Avion,Yamaha,Actros,1970-01-01 00:00:00.000002024,30008903,59240
VEH_000616,Avion,Airbus,TGX,1970-01-01 00:00:00.000002026,-4030999,88884
VEH_000366,Moto,Bombardier,777,1970-01-01 00:00:00.000002025,1278807,75935
VEH_000119,Train,Mercedes,CRJ1000,1970-01-01 00:00:00.000002024,-4245428,85669
VEH_000746,Train,Bombardier,T High,1970-01-01 00:00:00.000002022,195654968,108132
VEH_000284,Train,Boeing,CRJ1000,1970-01-01 00:00:00.000002024,196173682,154406
VEH_000189,Train,Ducati,308,1970-01-01 00:00:00.000002022,19391722,113731
VEH_000727,Avion,Peugeot,Talent,1970-01-01 00:00:00.000002024,3161890,47387
VEH_000858,Train,Kawasaki,K,1970-01-01 00:00:00.000002024,-300023,56319
VEH_000707,Train,Embraer,CRJ900,1970-01-01 00:00:00.000002023,-3532834,192433
VEH_000247,Avion,Volkswagen,747,1970-01-01 00:00:00.000002023,77720833,18403
VEH_000616,Train,Volkswagen,Zefiro,1970-01-01 00:00:00.000002022,167349,-12615
VEH_000480,Moto,BMW,A330,1970-01-01 00:00:00.000002024,-208361,34292
VEH_000247,Avion,Alstom,A380,1970-01-01 00:00:00.000002025,-3334016,17761
VEH_000933,Train,Alstom,TGL,1970-01-01 00:00:00.000002024,1979361,167339
VEH_000214,Bus,Scania,GLA,1970-01-01 00:00:00.000002023,-471084,13432
VEH_000327,Avion,Airbus,Zefiro,1970-01-01 00:00:00.000002022,-1007306,63156
VEH_000058,Voiture,Audi,Land Cruiser,1970-01-01 00:00:00.000002024,3835951,27962
VEH_000258,Bus,Alstom,PCX,1970-01-01 00:00:00.000002022,1235405,12702
VEH_000076,Moto,Yamaha,Eurocargo,1970-01-01 00:00:00.000002022,18539139,87094
VEH_000067,Avion,BMW,C,1970-01-01 00:00:00.000002023,3133948,173129
VEH_000718,Camion,BMW,MT-07,1970-01-01 00:00:00.000002024,-1461771,100372
VEH_000939,Avion,Yamaha,A330,1970-01-01 00:00:00.000002024,-603931,-3083
VEH_000015,Train,CAF,Daily,1970-01-01 00:00:00.000002024,-4700683,36790
VEH_000629,Train,Dacia,Talent,1970-01-01 00:00:00.000002023,-295834,154943
VEH_000912,Moto,Honda,Touring,1970-01-01 00:00:00.000002022,-1593533,17997
VEH_000626,Camion,Airbus,Z900,1970-01-01 00:00:00.000002024,253881556,53407
VEH_000075,Camion,Volvo,Velaro,1970-01-01 00:00:00.000002023,-3082364,89760
VEH_000866,Bus,Mercedes,Africa Twin,1970-01-01 00:00:00.000002022,202176142,8816
VEH_000655,Avion,Iveco,AGV,1970-01-01 00:00:00.000002023,19559358,44530
VEH_000663,Camion,Audi,308,1970-01-01 00:00:00.000002023,-1994712,67040
VEH_000339,Moto,Volvo,747,1970-01-01 00:00:00.000002024,-983004,-1818
VEH_000378,Train,Toyota,Zefiro,1970-01-01 00:00:00.000002024,-2038776,29553
VEH_000809,Avion,MAN,Coradia,1970-01-01 00:00:00.000002024,1978976,36977
VEH_000661,Train,Ducati,GSX-R,1970-01-01 00:00:00.000002023,83256843,20942
VEH_000284,Train,Yamaha,A4,1970-01-01 00:00:00.000002023,258813301,92223
VEH_000859,Voiture,Iveco,Zefiro,1970-01-01 00:00:00.000002025,5358230,47053
VEH_000085,Avion,Ducati,Monster,1970-01-01 00:00:00.000002023,-3585084,59649
VEH_000893,Voiture,Mercedes,FH,1970-01-01 00:00:00.000002023,4011150,113140
VEH_000536,Train,Siemens,Civity,1970-01-01 00:00:00.000002023,28231605,17761
VEH_000078,Voiture,BMW,CRJ900,1970-01-01 00:00:00.000002024,-2613585,9713
VEH_000469,Camion,Alstom,MT-07,1970-01-01 00:00:00.000002024,2291875,33569
VEH_000688,Train,CAF,AGV,1970-01-01 00:00:00.000002023,-4563561,132043
VEH_000339,Voiture,Suzuki,TGX,1970-01-01 00:00:00.000002024,880110,26940
VEH_000365,Moto,Audi,Sprinter,1970-01-01 00:00:00.000002024,-3906688,3380
VEH_000441,Train,Iveco,R 1250 GS,1970-01-01 00:00:00.000002024,-2686468,115335
VEH_000152,Train,Iveco,A3,1970-01-01 00:00:00.000002023,2631334,150365
VEH_000844,Moto,Mercedes,Panigale,1970-01-01 00:00:00.000002025,3318309,18679
VEH_000604,Bus,Volkswagen,Panigale,1970-01-01 00:00:00.000002024,136903324,162375
VEH_000744,Voiture,Honda,747,1970-01-01 00:00:00.000002024,3018662,150117
VEH_000411,Camion,Volvo,C,1970-01-01 00:00:00.000002023,314501965,119701
VEH_000375,Camion,Volkswagen,Classe C,1970-01-01 00:00:00.000002024,396861,113968
VEH_000259,Train,Dacia,Talent,1970-01-01 00:00:00.000002022,-2444837,118469
VEH_000172,Train,Ducati,PCX,1970-01-01 00:00:00.000002025,1483796,18410
VEH_000716,Train,Yamaha,Multistrada,1970-01-01 00:00:00.000002023,-884647,54341
VEH_000043,Train,Ducati,A330,1970-01-01 00:00:00.000002024,2007485,96218
VEH_000234,Moto,BMW,CRJ900,1970-01-01 00:00:00.000002025,-3013664,310312
VEH_000320,Bus,CAF,Desiro,1970-01-01 00:00:00.000002024,106204332,47666
VEH_000976,Moto,Iveco,Atego,1970-01-01 00:00:00.000002023,24161792,95777
VEH_000224,Camion,Audi,V-Strom,1970-01-01 00:00:00.000002022,927663,29692
VEH_000988,Train,Embraer,Q5,1970-01-01 00:00:00.000002024,-1380368,124986
VEH_000773,Voiture,Bombardier,PCX,1970-01-01 00:00:00.000002024,2943593,164799
VEH_000745,Bus,Bombardier,Coradia,1970-01-01 00:00:00.000002025,-68347,22566
VEH_000036,Train,Iveco,Classe A,1970-01-01 00:00:00.000002023,25042336,119671
VEH_000170,Avion,Dacia,Stralis,1970-01-01 00:00:00.000002022,816223,212199
VEH_000398,Train,Peugeot,Série 3,1970-01-01 00:00:00.000002024,-2344912,107792
VEH_000263,Bus,Dacia,Atego,1970-01-01 00:00:00.000002023,-1987377,32101
VEH_000961,Bus,CAF,Citywide,1970-01-01 00:00:00.000002022,20991381,259562
VEH_000669,Bus,Iveco,S 1000 RR,1970-01-01 00:00:00.000002025,-3248031,117108
VEH_000787,Bus,Boeing,Land Cruiser,1970-01-01 00:00:00.000002022,119571036,26151
VEH_000028,Voiture,Volvo,FMX,1970-01-01 00:00:00.000002024,-5599804,55283
VEH_000866,Train,Embraer,P Series,1970-01-01 00:00:00.000002023,-748456,27599
VEH_000715,Camion,Ducati,A320,1970-01-01 00:00:00.000002022,13265221,193738
VEH_000065,Avion,Dacia,7900,1970-01-01 00:00:00.000002023,2389977,50678
VEH_000389,Camion,Scania,Classe C,1970-01-01 00:00:00.000002025,2435916,-2707
VEH_000262,Bus,Boeing,Interlink,1970-01-01 00:00:00.000002023,862404,92124
VEH_000679,Voiture,Airbus,Stralis,1970-01-01 00:00:00.000002025,351308032,34641
VEH_000528,Camion,Peugeot,F 850 GS,1970-01-01 00:00:00.000002023,2209567,-3109
VEH_000535,Moto,CAF,E190,1970-01-01 00:00:00.000002023,1860966,168183
VEH_000683,Voiture,Bombardier,FH,1970-01-01 00:00:00.000002024,-1972188,132985
VEH_000874,Avion,Embraer,Urbos,1970-01-01 00:00:00.000002025,8368723,70618
VEH_000801,Train,Alstom,Eurocargo,1970-01-01 00:00:00.000002025,-2483560,45132
VEH_000271,Avion,Airbus,Urbos,1970-01-01 00:00:00.000002023,55960908,38531
VEH_000082,Bus,Scania,Spring,1970-01-01 00:00:00.000002024,16606457,17429
VEH_000873,Avion,Renault,R 1250 GS,1970-01-01 00:00:00.000002022,13090922,149281
VEH_000304,Moto,MAN,Desiro,1970-01-01 00:00:00.000002023,146749689,35008
VEH_000910,Voiture,Mercedes,737,1970-01-01 00:00:00.000002022,-5065559,46383
VEH_000961,Voiture,Airbus,Sprinter,1970-01-01 00:00:00.000002023,131817873,11209
VEH_000442,Bus,MAN,Land Cruiser,1970-01-01 00:00:00.000002024,121647397,271452
VEH_000722,Train,Yamaha,C,1970-01-01 00:00:00.000002026,1318468,124062
VEH_000476,Train,Alstom,777,1970-01-01 00:00:00.000002024,-3917448,182060
VEH_000731,Avion,Mercedes,Evadys,1970-01-01 00:00:00.000002026,1358872,60648
VEH_000032,Bus,Renault,A330,1970-01-01 00:00:00.000002024,2486707,48783
VEH_000817,Avion,Boeing,Zefiro,1970-01-01 00:00:00.000002022,18186989,192265
VEH_000814,Moto,Embraer,Velaro,1970-01-01 00:00:00.000002025,-1254757,27657
VEH_000553,Moto,Toyota,GLE,1970-01-01 00:00:00.000002025,-2218967,-21561
VEH_000857,Moto,Suzuki,R Series,1970-01-01 00:00:00.000002023,-1843589,134810
VEH_000173,Bus,Dacia,Touring,1970-01-01 00:00:00.000002025,-298656,45992
VEH_000353,Bus,Audi,A350,1970-01-01 00:00:00.000002025,-2556821,159609
VEH_000015,Train,Audi,R 1250 GS,1970-01-01 00:00:00.000002022,-2879667,122332
VEH_000084,Moto,Kawasaki,Atego,1970-01-01 00:00:00.000002023,556581,54668
VEH_000228,Avion,Toyota,YZF-R6,1970-01-01 00:00:00.000002024,-1302375,241409
VEH_000855,Camion,MAN,Vectron,1970-01-01 00:00:00.000002024,2659744,136497
VEH_000296,Avion,Mercedes,Zefiro,1970-01-01 00:00:00.000002023,279640932,168830
VEH_000519,Bus,Mercedes,V-Strom,1970-01-01 00:00:00.000002024,627400,18202
VEH_000691,Voiture,Toyota,7900,1970-01-01 00:00:00.000002024,16101008,8106
VEH_000334,Camion,Mercedes,737,1970-01-01 00:00:00.000002022,-934864,44828
VEH_000460,Voiture,Iveco,YZF-R6,1970-01-01 00:00:00.000002026,-285237,167513
VEH_000220,Bus,CAF,Crossway,1970-01-01 00:00:00.000002024,-2939961,20994
VEH_000777,Bus,Mercedes,Série 5,1970-01-01 00:00:00.000002023,2651555,57194
VEH_000747,Camion,BMW,Ninja 650,1970-01-01 00:00:00.000002022,-3852219,117789
VEH_000200,Bus,BMW,Evadys,1970-01-01 00:00:00.000002023,-842670,21709
VEH_000138,Voiture,Audi,Tourismo,1970-01-01 00:00:00.000002025,-74878,20922
VEH_000488,Avion,BMW,GLA,1970-01-01 00:00:00.000002024,1056769,143512
VEH_000371,Voiture,Volvo,Sprinter,1970-01-01 00:00:00.000002026,-5070991,32560
VEH_000759,Avion,Airbus,Velaro,1970-01-01 00:00:00.000002024,123680479,83171
VEH_000184,Camion,Iveco,Multistrada,1970-01-01 00:00:00.000002025,-1877174,61885
VEH_000221,Train,Siemens,777,1970-01-01 00:00:00.000002022,26514332,114977
VEH_000950,Bus,Scania,Q5,1970-01-01 00:00:00.000002025,-3235788,15274
VEH_000230,Bus,Peugeot,GLA,1970-01-01 00:00:00.000002022,634015,103985
VEH_000864,Train,MAN,Urbanway,1970-01-01 00:00:00.000002024,-770065,174423
VEH_000103,Bus,Scania,Touring,1970-01-01 00:00:00.000002023,15233387,33026
VEH_000393,Camion,Yamaha,Crossway,1970-01-01 00:00:00.000002025,-417696,188511
VEH_000637,Voiture,Mercedes,Passat,1970-01-01 00:00:00.000002025,126769,11156
VEH_000139,Camion,Audi,Talent,1970-01-01 00:00:00.000002023,-1986307,173046
VEH_000043,Train,Iveco,e-tron,1970-01-01 00:00:00.000002023,-1606708,17994
VEH_000657,Train,Siemens,FH,1970-01-01 00:00:00.000002024,1579372,123978
VEH_000821,Bus,Siemens,E175,1970-01-01 00:00:00.000002025,-980568,37270
VEH_000146,Moto,Airbus,Tiguan,1970-01-01 00:00:00.000002022,13351976,177485
VEH_000173,Moto,Scania,Urbanway,1970-01-01 00:00:00.000002025,-4614112,42841
VEH_000995,Voiture,Renault,Land Cruiser,1970-01-01 00:00:00.000002022,153295083,184398
VEH_000249,Train,MAN,X3,1970-01-01 00:00:00.000002024,-4625693,35282
VEH_000917,Voiture,MAN,Civity,1970-01-01 00:00:00.000002024,3449386,258099
VEH_000150,Moto,Suzuki,Tiguan,1970-01-01 00:00:00.000002023,-1647561,106940
VEH_000233,Voiture,Embraer,Spring,1970-01-01 00:00:00.000002023,-4422170,64665
