id,installation,type_energie,pays,ville,latitude,longitude,capacite_mw,production_annuelle_gwh,emissions_co2,annee_mise_service,statut
id_000055,Barrage Bin El Ouidane,Thermique,Mexique,Pierrelatte,48.35751829916983,36.20385905786862,468,4486.791979389753,121361.6982428251,2020,Construction
id_001097,Parc Solaire Benban,Éolien,Afrique du Sud,Cestas,52.30524917328467,3.5815325000761518,-304,166.76199281985134,5126448.968432823,2024,Maintenance
id_001253,Parc Éolien Tanger I,Solaire,Royaume-Uni,Tanger,26.200365952928944,-5.151772231227135,-253,-501.2178394669943,45215.93446170386,2022,Maintenance
id_001630,W.A. Parish Generating Station,Nucléaire,Corée du Sud,Coulee Dam,46.625617017194465,112.54196009694152,4321,916.0513172964261,2862339.957968758,2022,Construction
id_001932,Centrale Solaire Weesow-Willmersdorf,Éolien,Maroc,Enerhodar,53.27719670789282,0.11918253793514533,-655,2117.2636221213234,-23713.353124879126,2023,Démantèlement
id_000218,Parc Solaire Benban,Solaire,Maroc,El Jadida,45.85343705147659,-13.146803807172768,-250,-348.57495133142083,89295.77857931823,2024,Maintenance
id_001611,Centrale Solaire Jasper,Solaire,Égypte,Assouan,51.12054741342121,6.033389215484498,655,739.4534849909313,3193801.205797459,1977,Opérationnelle
id_000127,Kori Nuclear Power Plant,Nucléaire,Japon,Longjing,33.22897167004252,-102.98472649803293,1080,-523.1137992506262,110780.95717030557,1986,Construction
id_000915,Centrale Solaire Jasper,Éolien,Maroc,Loiyangalani,73.24815814217621,7.655898373201855,-280,4973.316627592671,40690.6331166846,2022,Maintenance
id_000742,W.A. Parish Generating Station,Éolien,USA,Tiverton,45.825551461818435,-20.180483164708647,6079,-217.82915078179758,5072588.220782416,1988,Planification
id_000603,Bruce Nuclear Generating Station,Nucléaire,Japon,Usagre,21.80612879912942,102.68017693448594,5677,-289.1400108206001,124211.69093902339,1989,Construction
id_001379,Taichung Power Plant,Nucléaire,USA,Busan,26.39571443195417,150.98967896350814,2909,126.78937580404636,52927.14301711748,1981,Maintenance
id_001558,Shepherds Flat Wind Farm,Éolien,Maroc,Hérémence,38.9666625671053,-1.236511101787596,-715,-974.5727451002031,125082.20889439255,2025,Construction
id_000926,Grande Dixence,Hydraulique,Maroc,Foz do Iguaçu,-24.859247355441454,32.8576106833263,95,-269.55145402322523,79881.5686017702,1983,Construction
id_001567,Gansu Wind Farm,Solaire,USA,Piteå,34.60543385618936,12.584733273679932,3284,879.9961619124399,161874.9948946204,2023,Démantèlement
id_000888,Parc Éolien Tanger I,Éolien,Allemagne,Werneuchen,-20.261727525773782,3.120274825402498,-648,267.54925536849373,5767049.1409434825,1987,Opérationnelle
id_000445,Bełchatów Power Station,Éolien,Corée du Sud,Cestas,47.95714650870834,99.03669660214761,-172,3384.561833241448,5098791.6766191535,1967,Planification
id_001585,Grande Dixence,Éolien,Maroc,Yorkshire,33.349016054176325,30.49957787173074,-535,-1401.4880612119823,58455.60541910943,2024,Construction
id_000731,Centrale Solaire Jasper,Solaire,Royaume-Uni,Tehachapi,37.83305889498119,27.936638734511973,381,701.6973217601305,98963.93238631877,1985,Démantèlement
id_000552,W.A. Parish Generating Station,Thermique,Royaume-Uni,Coulee Dam,-21.008336891458846,4.069863426796363,3827,527.0172971578468,73500.52625441672,2017,Démantèlement
