id,type_vehicule,marque_voiture,modele,annee_fabrication,prix,kilometrage
VEH_000189,Train,Scania,i4,2017,4601800,232458
VEH_000221,Train,Renault,E175,2017,2846589,163647
VEH_000797,Voiture,Volkswagen,Stralis,2024,-1955417,48562
VEH_000403,Voiture,Suzuki,Clio,2023,-3725363,45291
VEH_000673,Moto,Alstom,Tiguan,2022,-873224,75570
VEH_000102,Avion,Peugeot,Polo,2019,-798597,15988
VEH_000240,Bus,Bombardier,TGV,2018,-1818425,87790
VEH_000204,Moto,Airbus,9700,2017,3504907,104714
VEH_000513,Avion,Volvo,Multistrada,2025,-3418576,134236
VEH_000663,Bus,CAF,Sprinter,2024,-5979255,56203
VEH_000963,Voiture,Boeing,X3,2021,-3435598,17784
VEH_000626,Train,Alstom,T High,2021,-2402846,99137
VEH_000106,Bus,Kawasaki,Q5,2017,2881395,174797
VEH_000713,Voiture,Renault,V-Strom,2014,163888961,85191
VEH_000989,Train,Iveco,e-tron,2020,4667382,114158
VEH_000263,Avion,Volvo,Classe C,2017,-6108431,97702
VEH_000268,Voiture,Embraer,Sprinter,2022,-1187992,48927
VEH_000284,Bus,Bombardier,FMX,2024,-2465118,148856
VEH_000322,Bus,Mercedes,Panigale,2024,-4599010,81188
VEH_000419,Moto,Renault,TMAX,2016,152873061,61450
VEH_000271,Avion,Airbus,Duster,2023,-1608178,77835
VEH_000866,Moto,MAN,A350,2021,-2333313,7318
VEH_000667,Bus,Mercedes,FMX,2019,2007178,302895
VEH_000097,Moto,Bombardier,A380,2024,3227010,8086
VEH_000519,Bus,Scania,Classe A,2025,-645434,167846
VEH_000735,Voiture,Alstom,RAV4,2016,3257404,60855
VEH_000425,Train,Siemens,R1,2022,-3553534,182475
VEH_000582,Train,Yamaha,Classe E,2025,-4361877,65422
VEH_000225,Moto,Embraer,Monster,2025,19061637,49873
VEH_000983,Camion,Volvo,Ninja 650,2024,-1255649,70074
VEH_000709,Avion,Volvo,Talent,2025,-2041317,60554
VEH_000174,Train,Volkswagen,K,2021,976977,16651
VEH_000961,Train,Bombardier,FMX,2025,-581729,18643
VEH_000997,Camion,BMW,9700,2025,124605597,154182
VEH_000077,Moto,Yamaha,Axor,2019,1005035,6868
VEH_000252,Voiture,Alstom,Duster,2025,-639662,25979
VEH_000285,Bus,Iveco,Lion's City,2022,-590403,63648
VEH_000295,Camion,Mercedes,TMAX,2017,2168848,29282
VEH_000881,Avion,BMW,Polo,2020,-440493,7901
VEH_000341,Bus,Volvo,Civity,2013,3441127,15399
VEH_000749,Avion,Alstom,Actros,2023,1717688,36949
VEH_000257,Train,Iveco,TMAX,2015,2908709,65658
VEH_000250,Moto,Alstom,787 Dreamliner,2017,463182,47554
