id_transaction,type_transaction,montant,devise,frais,statut,ville,pays
id_transaction_00000066,Dépôt,-305.5004494651324,USD,-3.2528205786719537,Complétée,Paris,USA
id_transaction_00000805,Prélèvement,1264.9997632385816,CNY,-14.577214482633384,En attente,Tokyo,Royaume-Uni
id_transaction_00000006,Carte,1843.6618709840986,JPY,7.471521742038126,Complétée,Paris,France
id_transaction_00000545,Virement,-363.0111696351528,USD,-2.5565819152467437,Rejetée,Washington DC,USA
id_transaction_00000727,Virement,494.4891874014092,CNY,1.0494334276330157,Complétée,Tokyo,USA
id_transaction_00000486,Carte,-557.6923707988173,GBP,0.45465775769161354,Rejetée,Casablanca,USA
id_transaction_00000586,Prélèvement,1023.2295095279449,USD,9.406910291191114,Rejetée,Washington DC,Afrique du Sud
id_transaction_00000367,Virement,403.3006179983824,GBP,-6.740410232905183,En attente,Londres,France
id_transaction_00000561,Virement,-236.7388783352667,GBP,-14.755935106475324,En attente,Tokyo,Maroc
id_transaction_00000454,Dépôt,1048.9320293293608,USD,-1.3540545044099694,Complétée,Casablanca,Allemagne
id_transaction_00000540,Virement,7674.0179494095855,EUR,-1.9454167902249244,Complétée,Paris,Allemagne
id_transaction_00000415,Dépôt,6625.489059317311,JPY,10.811125259919095,Complétée,New York,Japon
id_transaction_00000445,Virement,49251.844033099966,CNY,-4.565896136779471,Rejetée,Paris,Chine
id_transaction_00000895,Prélèvement,223.28681844216422,USD,-6.14488293698174,Complétée,Casablanca,USA
id_transaction_00000404,Prélèvement,-236.0814689344793,USD,-1.9929225587938992,Complétée,Paris,USA
id_transaction_00000013,Retrait,1152.70390187148,USD,75.81625311847176,En cours,Tokyo,Allemagne
id_transaction_00000131,Dépôt,8367.56679293682,CNY,-8.600021103258676,Rejetée,Francfort,Maroc
id_transaction_00000011,Carte,769.1575117729068,JPY,7.642664723271115,Complétée,Paris,USA
id_transaction_00000648,Virement International,16889.145597722705,EUR,4.191929545815345,Complétée,Tokyo,Maroc
id_transaction_00000117,Carte,1155.1039335409723,CNY,6.853377895044045,Complétée,Francfort,Chine
id_transaction_00000799,Carte,1290.6369735730111,USD,2.4525916102302454,Complétée,Francfort,UE
id_transaction_00000094,Retrait,647.3393946508992,ZAR,9.158655495040508,En cours,Casablanca,France
id_transaction_00000517,Carte,1319.287854860022,USD,21.073630494879556,Rejetée,Francfort,USA
id_transaction_00000878,Virement International,682.8628583666073,MAD,1069.0895758744377,Complétée,Paris,USA
id_transaction_00000572,Carte,73.00827415917638,USD,-9.606414219501563,Rejetée,Pékin,Maroc
id_transaction_00000287,Dépôt,1106.9035555799237,USD,5.827420267666101,Complétée,New York,Japon
id_transaction_00000650,Virement International,1706.378743342741,JPY,15.851265024230226,Complétée,Tokyo,Japon
id_transaction_00000397,Dépôt,-1927.9482579789928,EUR,-9.650173884176041,Complétée,New York,France
id_transaction_00000643,Dépôt,-282.2680654840708,GBP,-12.122947200327637,Complétée,Washington DC,Royaume-Uni
id_transaction_00000680,Retrait,973.8308951652066,MAD,243.8139202490279,Complétée,Pékin,Royaume-Uni
id_transaction_00000659,Retrait,-117.86492836914465,JPY,-3.781867057567781,En attente,Casablanca,Maroc
id_transaction_00000538,Dépôt,2142.138635325071,CNY,154.35386155804866,Complétée,New York,USA
id_transaction_00000515,Dépôt,12362.591874118509,GBP,-7.952357020548905,Complétée,Pékin,France
