nom_molecule,formule_chimique,masse_molaire,categorie,concentration
Dioxyde de Carbone,C6H6,6.817097384854126,Glucide,11.211744072887448
Polypropylène,C6H8O6,10.985104147333132,Base Forte,12.043739266664502
Cholestérol,H2SO4,39.256459549375165,Médicament,24.514191412136253
Toluène,NaOH,31.57975539414154,Alcool,-0.8719604048207419
Benzène,H2O,32.768060932070966,Base Forte,485.8368782184991
Eau,C8H10N4O2,414.00005406521484,Acide Carboxylique,16.377182155784787
Acide Acétique,C27H46O,53.0100583868076,Acide Fort,134.7735862138181
Méthane,HCl,150.17748768029938,Polymère,22.346640796788062
Eau,NaOH,9.604198764768988,Base Forte,135.62114375860557
Acétone,O2,38.066242886914544,Hydrocarbure Aromatique,56.53419349480414
Vitamine C,HCl,15.559249720580691,Médicament,67.44012824453162
Éthanol,CO2,65.40669168335383,Glucide,19.308681380315456
Ibuprofène,C6H6,21.366886323606494,Glucide,19.55881778658353
Cholestérol,NaOH,136.47295046153826,Médicament,-3.6800690204523567
Méthane,C6H8O6,137.82022517514838,Vitamine,111.18546941825194
Acétone,C3H6O,4.401346503919097,Gaz,85.70133920683254
Benzène,C27H46O,203.48751330909957,Glucide,10.12518544173951
Méthane,HCl,148.07176705842312,Base Forte,11.165448342036964
Acide Acétique,C3H6O,36.59788720516544,Acide Fort,24.809849631472375
Azote,CH4,31.013833995629007,Cétone,18.172263598076455
Cholestérol,C13H18O2,11.621409330173051,Acide Fort,94.62331599499767
Polypropylène,C9H8O4,219.507535827019,Alcaloïde,41.80439938564528
Caféine,C27H46O,46.357629812898566,Hydrocarbure,34.766917548040254
Glucose,H2O,31.69103606411899,Cétone,-0.45663503251927384
Dioxyde de Carbone,C8H10N4O2,4.892029336349189,Gaz,18.399225105863014
Vitamine C,C3H6O,21.295738374641097,Stéroïde,10.188381621473301
Acide Sulfurique,C6H6,84.07401042258935,Base Faible,8.906468377458314
Eau,CH3COOH,97.0940518565779,Cétone,-7.196813213691013
Azote,HCl,73.82816258064081,Glucide,64.38333585461945
Eau,(C2H3Cl)n,0.8203534637274288,Inorganique,88.57258364054755
Acétone,C6H6,32.12241050499591,Hydrocarbure Aromatique,6.002948327551305
Ammoniaque,C6H8O6,39.42735225641941,Gaz,18.465814783769375
Ammoniaque,(C2H3Cl)n,163.99481997541903,Base Faible,16.200054156304482
Éthanol,C9H8O4,198.19785328680393,Stéroïde,65.4035208404282
Benzène,(C2H3Cl)n,29.196913248315575,Alcool,17.590121715279366
Hydroxyde de Sodium,H2O,22.070679852172518,Stéroïde,13.485698033522102
Caféine,C13H18O2,13.990655934656196,Hydrocarbure Aromatique,6.6641120336120725
Azote,(C3H6)n,138.86101813257972,Hydrocarbure Aromatique,8.030573101707384
Paracétamol,H2SO4,24.51015471746077,Polymère,13.655806706847924
Vitamine C,CH4,26.462570427285716,Cétone,81.24450746558433
Glucose,C6H8O6,124.91360728518605,Gaz,30.819743545675415
Glucose,C13H18O2,58.543179086499784,Gaz,1.6216725127151914
