id,nom,espece,race,age,poids,sexe,couleur_pelage
ANI_000368,Tweety,Lapin,Berger Allemand,2,1.125,femelle,Blanc
ANI_000346,Leo,Chien,Géant des Flandres,2,0.0975,mâle,Rayé
ANI_001559,Bella,Chien,Yorkshire,4,4.1175,mâle,Rayé
ANI_001140,Tigrou,Lapin,Néon,5,0.43499999999999994,femelle,Rayé
ANI_000948,Splash,Poisson,Betta,5,7.89,femelle,Blanc
ANI_001787,Mittens,Chien,Frison,1,8.67,femelle,Blanc
ANI_001294,Bella,Chien,Berger Allemand,4,11.94,mâle,Tricolore
ANI_000228,Rainbow,Lapin,Betta,2,0.195,mâle,Roux
ANI_001206,Blaze,Cheval,Nain,1,0.39,femelle,Tacheté
ANI_000042,Minou,Poisson,Frison,11,18.6225,mâle,Beige
ANI_000711,Clover,Lapin,Husky,18,1.1099999999999999,mâle,Rayé
ANI_000007,Daisy,Poisson,Guppy,3,3.945,mâle,Roux
ANI_001761,Blue,Poisson,Bélier,10,52.245,femelle,Noir
ANI_000277,Charlie,Chat,Quarter Horse,0,6.165000000000001,femelle,Marron
ANI_001352,Cleo,Cheval,Frison,8,0.8925,mâle,Rayé
ANI_001134,Bubbles,Chat,Guppy,1,4.9799999999999995,femelle,Blanc
ANI_000790,Nemo,Cheval,Inséparable,5,0.21749999999999997,mâle,Marron
ANI_001063,Clover,Chien,Berger Allemand,5,481.0575,mâle,Noir
ANI_001439,Goldie,Chat,Canari,3,0.495,femelle,Marron
ANI_000510,Bunny,Oiseau,Beagle,3,995.265,femelle,Tacheté
ANI_001689,Daisy,Lapin,Angora,5,549.1949999999999,mâle,Beige
ANI_000234,Blue,Poisson,Poisson Rouge,1,0.46499999999999997,femelle,Rayé
ANI_001275,Buddy,Cheval,Persan,7,868.065,femelle,Rayé
ANI_001853,Marshmallow,Cheval,Calopsitte,8,10.395,femelle,Marron
ANI_000980,Bugs,Chien,Husky,10,0.3225,mâle,Blanc
ANI_000910,Rainbow,Oiseau,Guppy,1,904.23,femelle,Roux
ANI_000585,Bunny,Cheval,Bulldog Français,6,1.1400000000000001,femelle,Roux
ANI_000981,Tornado,Chien,British Shorthair,6,3.6750000000000003,femelle,Noir
ANI_001299,Phoenix,Cheval,Perruche,7,56.295,femelle,Gris
ANI_000927,Buddy,Lapin,Perroquet Ara,5,3.84,mâle,Roux
ANI_001858,Maya,Poisson,Bélier,0,1.1325,mâle,Rayé
ANI_000261,Felix,Poisson,Guppy,4,732.0600000000001,femelle,Tacheté
ANI_000496,Splash,Poisson,British Shorthair,3,3.0749999999999997,femelle,Roux
ANI_000095,Bubbles,Cheval,Caniche,6,1.0275,mâle,Blanc
ANI_000100,Zeus,Poisson,Néon,3,7.012499999999999,mâle,Beige
ANI_001618,Rainbow,Chat,Betta,0,11.28,femelle,Blanc
ANI_001129,Phoenix,Chat,Mustang,4,722.22,femelle,Noir
ANI_000084,Bella,Poisson,Géant des Flandres,3,0.27749999999999997,mâle,Tacheté
ANI_001281,Nemo,Cheval,Percheron,6,435.14250000000004,mâle,Tricolore
ANI_000893,Bubbles,Chien,Husky,4,2.9475000000000002,mâle,Roux
ANI_000190,Flash,Oiseau,Ragdoll,0,23.04,mâle,Tricolore
ANI_000539,Duke,Poisson,Betta,5,6.209999999999999,femelle,Noir
ANI_000700,Nemo,Poisson,Poisson Rouge,1,3.9675000000000002,mâle,Tacheté
ANI_000353,Blue,Cheval,Boxer,4,5.0625,mâle,Roux
ANI_001049,Lola,Chien,Européen,4,347.1825,mâle,Blanc
ANI_001403,Rex,Oiseau,Canari,2,0.6000000000000001,femelle,Blanc
ANI_000447,Bella,Cheval,Nain,15,0.63,femelle,Noir
ANI_001425,Goldie,Poisson,Inséparable,1,2.67,mâle,Rayé
ANI_001886,Gizmo,Cheval,Scottish Fold,4,4.275,mâle,Tacheté
ANI_000707,Lucy,Chien,Ragdoll,4,8.325,femelle,Marron
ANI_001275,Charlie,Lapin,Néon,1,0.78,mâle,Rayé
ANI_000493,Shadow,Cheval,Berger Allemand,5,393.0675,mâle,Marron
ANI_001387,Bella,Cheval,Perruche,5,0.21000000000000002,femelle,Tacheté
ANI_000588,Luna,Oiseau,Perruche,11,47.76,femelle,Roux
ANI_000873,Mango,Chat,Géant des Flandres,3,0.705,femelle,Tacheté
ANI_001154,Zeus,Poisson,Carpe Koï,4,4.47,mâle,Beige
ANI_000647,Rainbow,Chien,Mustang,1,0.135,femelle,Blanc
ANI_000335,Finn,Oiseau,Bélier,2,3.4875000000000003,mâle,Blanc
ANI_001376,Goldie,Chien,Shetland,21,6.720000000000001,femelle,Roux
ANI_001529,Luna,Lapin,Golden Retriever,0,2.3475,mâle,Blanc
ANI_001356,Nala,Lapin,Betta,0,0.09,femelle,Roux
ANI_000890,Ruby,Lapin,British Shorthair,2,4.5,mâle,Blanc
ANI_000446,Luna,Cheval,Scottish Fold,0,966.4649999999999,femelle,Blanc
ANI_000565,Star,Chien,Rex,3,3.9000000000000004,femelle,Tricolore
ANI_000690,Goldie,Poisson,Quarter Horse,1,18.66,femelle,Rayé
ANI_001103,Goldie,Cheval,Quarter Horse,6,2.4975,mâle,Gris
ANI_001612,Bunny,Chat,Boxer,5,0.27,mâle,Blanc
ANI_000735,Cotton,Lapin,Nain,1,2.2800000000000002,femelle,Roux
ANI_001312,Thunder,Cheval,Quarter Horse,2,0.27,mâle,Rayé
ANI_000587,Buddy,Chien,Discus,5,339.69,mâle,Marron
ANI_000647,Bunny,Poisson,Poisson Rouge,0,0.26249999999999996,mâle,Marron
ANI_000387,Lucy,Cheval,Rottweiler,2,0.037500000000000006,mâle,Roux
ANI_001935,Blaze,Cheval,Pur-sang Arabe,7,0.07500000000000001,mâle,Rayé
ANI_000715,Peter,Chat,Rex,4,0.375,mâle,Roux
