id_transaction,type_transaction,montant,devise,frais,statut,ville,pays
id_transaction_00000279,Prélèvement,37.57676146321484,GBP,-16.888095579596964,Complétée,New York,Chine
id_transaction_00000236,Virement,1914.950358614153,USD,-6.455054927738996,Complétée,Tokyo,Maroc
id_transaction_00000616,Dépôt,1482.745031105474,EUR,10.73926981603589,Rejetée,Pékin,Afrique du Sud
id_transaction_00000183,Virement International,829.0041208305429,MAD,4.572801606050411,Complétée,Rabat,Afrique du Sud
id_transaction_00000273,Retrait,6395.203998719788,USD,-11.329405542687226,En attente,Washington DC,USA
id_transaction_00000368,Prélèvement,483.96819131409154,EUR,5.05660115601867,En attente,Casablanca,Allemagne
id_transaction_00000221,Virement,-6560.092395726759,JPY,-10.948319143776281,Complétée,Washington DC,Chine
id_transaction_00000601,Virement,805.4523003763095,JPY,-8.335498865978739,En attente,Casablanca,USA
id_transaction_00000203,Dépôt,-543.4616539858804,JPY,5.640026099215642,En attente,Pékin,Royaume-Uni
id_transaction_00000130,Virement,699.2911769521168,USD,2.2278561932257066,Complétée,Washington DC,Maroc
id_transaction_00000127,Carte,-594.5554636754426,JPY,-11.35270394379457,En cours,Londres,Royaume-Uni
id_transaction_00000654,Dépôt,6043.029385388392,USD,12.621150863153298,Complétée,Rabat,Allemagne
id_transaction_00000268,Virement International,234.5424250294479,JPY,11.185165916874377,En attente,Londres,USA
id_transaction_00000102,Carte,1250.2319758948502,CNY,9.260916715317244,Complétée,Washington DC,Royaume-Uni
id_transaction_00000210,Carte,298.73015911210746,EUR,4.171265343233062,Complétée,Johannesburg,Maroc
id_transaction_00000160,Dépôt,-364.370594024979,USD,9.510559263572693,Complétée,New York,Afrique du Sud
id_transaction_00000031,Carte,389.1247631996969,USD,-1.5925915282387555,Complétée,Casablanca,Chine
id_transaction_00000400,Virement International,1153.245921926903,CNY,-3.8110531955344547,Complétée,Washington DC,Japon
id_transaction_00000576,Dépôt,-30.611002820988745,MAD,319.21832885557626,Complétée,Paris,Maroc
id_transaction_00000867,Dépôt,2837.3752516128034,CNY,1.4599244371294136,Complétée,Pékin,Chine
id_transaction_00000896,Retrait,436.05509617612665,JPY,11.488262601720681,Complétée,New York,Japon
id_transaction_00000799,Retrait,753.6147711956161,USD,6.487980936882243,Complétée,Francfort,Royaume-Uni
id_transaction_00000363,Carte,1348.2490370157852,ZAR,11.318506370424558,Complétée,Londres,Maroc
id_transaction_00000272,Retrait,930.7316696227012,JPY,6.3433317693482545,Complétée,Rabat,USA
id_transaction_00000647,Carte,22612.99166302302,EUR,-6.493686498879996,En attente,Francfort,Japon
id_transaction_00000574,Carte,12577.899954444554,USD,-2.989992506355539,En cours,New York,Afrique du Sud
id_transaction_00000073,Retrait,-1027.2820253090404,JPY,-5.956388168869325,En attente,Rabat,Afrique du Sud
id_transaction_00000056,Virement,4019.0509777094117,CNY,5.430049594335602,En attente,Tokyo,USA
id_transaction_00000516,Virement International,633.2645444108205,CNY,66.40142880372085,Complétée,New York,France
id_transaction_00000648,Virement International,263.42401903823577,JPY,-2.963719169611271,Complétée,Londres,Afrique du Sud
id_transaction_00000658,Prélèvement,-1410.9772560813099,GBP,-12.114106074442873,Complétée,Rabat,UE
id_transaction_00000784,Retrait,656.4706248189882,USD,8.47667016565475,En cours,New York,Maroc
id_transaction_00000137,Virement International,109.0590337360552,USD,9.359014929821447,Complétée,New York,Maroc
id_transaction_00000164,Dépôt,-2432.296403095781,CNY,-10.241876907102856,Complétée,Washington DC,France
id_transaction_00000697,Prélèvement,5826.2341070565335,USD,-3.737201433042949,En attente,Casablanca,Afrique du Sud
id_transaction_00000944,Dépôt,16304.140809503368,JPY,11.86070379858618,En cours,Casablanca,Royaume-Uni
id_transaction_00000747,Virement,-703.9267830354802,CNY,271.80861934649283,Complétée,Casablanca,France
id_transaction_00000008,Virement International,496.0396804415041,USD,-2.6145899031207955,Complétée,Pékin,Allemagne
id_transaction_00000842,Prélèvement,-843.5574332388666,USD,-12.834606723484406,Complétée,Tokyo,Allemagne
id_transaction_00000020,Retrait,1091.6149667433758,USD,-2.2685137413693743,Rejetée,Casablanca,Maroc
id_transaction_00000371,Carte,-491.3678827142804,EUR,-5.020123761086897,En attente,Washington DC,Japon
id_transaction_00000095,Prélèvement,8505.982483470016,GBP,12.052674085239554,Complétée,Rabat,Chine
