ville,pays,region,latitude,longitude
Los Angeles,Canada,New York,40.26577215857361,11.19994317905513
New York,Royaume-Uni,New York,36.295505664975565,2.575159795212717
Shanghai,Maroc,Tanger-Tétouan-Al Hoceïma,38.78859730512684,-142.75485110819452
New York,USA,Kansai,51.60599878419709,-78.0088644080758
Houston,Italie,Lombardy,39.818312391933674,-59.76883823058267
Meknès,France,Andalusia,46.05080027285352,3.744589359807013
Sydney,Australie,New South Wales,-31.030465059535985,154.14931359648762
Londres,Suisse,Victoria,47.01095043098463,2.3055223748793487
Anvers,Maroc,Flanders,32.63919244616011,-150.02752328451157
Tanger,USA,Kansai,43.998957117142474,134.31018022333564
Florence,Portugal,Kanto,34.812182075641466,-1.617047567851777
Toronto,Chine,Madrid,45.02203336972497,0.04110455533360602
Toronto,Suisse,New York,34.564972865329565,6.196125227916471
Montréal,Italie,Florida,36.29906979953182,0.7847205406820813
Édimbourg,Canada,Beijing,46.515132581789715,-82.9638185342421
Tanger,Maroc,Fès-Meknès,54.96946564903887,5.148449283531812
Rabat,Espagne,Beijing,51.39975893421429,-127.97820358645768
Tunis,Allemagne,Geneva,53.534541030417834,55.49414442323085
Tunis,France,New York,44.38275282757825,3.2955733709694086
Strasbourg,Tunisie,Marrakech-Safi,35.5146114681938,136.9561159836477
Berlin,Maroc,Casablanca-Settat,54.87233581266116,2.545837918030384
Rome,Australie,Victoria,38.204502050963285,9.186184867862368
Osaka,Tunisie,Massachusetts,-30.12975113126127,13.452461688106643
Chicago,Portugal,Bern,47.31541699741074,10.594228264801696
Paris,Belgique,Porto,53.687270891617004,22.005596990789112
Calgary,Japon,Kansai,35.33009167305564,144.7709293153002
Los Angeles,Chine,Alberta,30.02886514338575,-115.25288262542855
Shanghai,Maroc,Tanger-Tétouan-Al Hoceïma,32.55317818898027,114.43506422544256
Lisbonne,France,Tunis,39.615086572030926,5.400459745602797
Rome,USA,Ontario,38.12033582392411,-93.66285541968645
Beijing,Japon,Shanghai,31.494761102317348,-129.29906264674125
Berne,USA,Ontario,30.29355065006342,-77.14397103081099
Ottawa,USA,Provence-Alpes-Côte d'Azur,39.649211549485294,27.06434090386539
Madrid,Allemagne,Hesse,51.018192258235295,15.898725729946998
Rabat,Maroc,Québec,34.33604808966448,104.2682709857895
Sydney,Australie,Hesse,33.26326337167647,131.45911153672165
Chicago,Australie,Île-de-France,47.62622717651351,-1.1951877937346458
Madrid,Espagne,Andalusia,52.344830123246986,154.64594274599148
Tunis,France,Lombardy,50.11630664437137,12.473715194742454
Florence,Tunisie,New York,52.80688229609099,9.613357104798574
Berne,Tunisie,Île-de-France,48.81037404600612,5.6427121053976155
New York,Espagne,Massachusetts,35.72791314699937,-3.891636158591749
Houston,Allemagne,Hesse,32.90942219550036,20.68961269121816
Milan,Australie,New South Wales,35.421957837447586,136.54193297013575
Munich,Allemagne,Tanger-Tétouan-Al Hoceïma,52.58266955827845,17.190304175396683
Boston,USA,Florida,25.893318603004758,-72.13131584993052
Oujda,Italie,Tanger-Tétouan-Al Hoceïma,53.11153142403195,6.932460916457703
Miami,France,Kanto,52.64746200866554,-114.5290433348713
Boston,Canada,Hamburg,51.48709755392337,-78.00118793360113
Munich,Allemagne,Hesse,35.0006754823268,151.56385067255144
Chicago,USA,Illinois,27.10707109290538,-96.40738107410886
Meknès,Japon,Porto,31.618811355619638,132.990159466347
Valence,USA,Alberta,38.22005718759849,135.21273024017464
Casablanca,France,Souss-Massa,43.957307232891964,-7.137473300788704
Los Angeles,Australie,Victoria,36.72483413436854,-0.01881420862966343
Rome,Chine,Lombardy,47.5946527447797,12.101091256019776
Fès,Allemagne,Occitanie,32.546797206933725,108.65676227045725
Milan,France,Provence-Alpes-Côte d'Azur,46.561878612936965,-69.71076252118677
Genève,Maroc,Marrakech-Safi,43.9653402980067,0.6713305106067323
Porto,Canada,Washington,44.564276235430285,6.241661333714406
Bruxelles,Italie,Geneva,45.3305855178931,2.0696051397919217
Beijing,Égypte,Hamburg,50.84866193809752,0.8066231658805479
Montréal,Canada,Washington,33.092230389573984,-88.58851243575332
Osaka,Japon,Kansai,52.49445519436011,132.7942486169472
Marrakech,Maroc,Florida,31.852347723802453,0.3258458754323188
Oujda,Italie,Texas,39.937362349833364,141.44793974304315
Porto,France,Cairo,49.4636119432165,-80.65926373704895
Bordeaux,Égypte,Hesse,31.508663433377148,160.27780601208272
Londres,Allemagne,Geneva,53.34275189313797,-65.50885544361122
Paris,Espagne,Brussels,38.61894182365562,-2.670315373963405
Lille,Suisse,Hauts-de-France,34.671804185290064,3.9910770591706353
Miami,USA,Provence-Alpes-Côte d'Azur,42.449227415524675,-2.659974714918712
Meknès,Australie,Andalusia,32.516530654927976,-117.63338799875754
Sydney,Chine,Ontario,30.08855805599429,119.0018802706818
Seattle,USA,California,40.60967825825054,-87.2426916215079
Sydney,Australie,New South Wales,-26.684770893073036,151.17929235233387
Le Caire,Royaume-Uni,England,55.92552092625469,-5.64786748417896
Hambourg,Portugal,Lisbon,53.18644510613374,4.417638535794463
Le Caire,Suisse,Hauts-de-France,52.006018349690805,17.506028850675456
Miami,USA,Beijing,41.324237289409005,-77.17219042426493
San Francisco,Italie,Pays de la Loire,51.8999540203259,-3.2707838540598453
Valence,Japon,Beijing,34.71290696258157,138.82560124103378
Lisbonne,Chine,Kansai,37.383661153727836,-130.10542034732907
Lisbonne,Canada,Ontario,40.124163653260624,-117.18869437466289
Florence,Italie,Ontario,46.57221526944701,-125.89318422138523
Lyon,Canada,California,48.04582642003436,-70.75973685928527
Montréal,Maroc,Hesse,34.113096601347436,-118.82402313196049
Valence,Espagne,Nouvelle-Aquitaine,42.75516182142838,-2.0480309044693468
Manchester,Portugal,Oriental,39.27365820654941,-89.20257087828399
Los Angeles,Belgique,Pays de la Loire,33.05842244131093,1.228304651060297
Genève,Italie,Lombardy,30.97439235411905,13.301860399279674
Valence,France,Alberta,32.87754750224901,14.643314376235775
Séville,Italie,Hamburg,53.77444605922004,10.856810911302773
Francfort,Maroc,Shanghai,31.752485387583732,-16.935635292567813
Kyoto,Belgique,Brussels,53.1326737184138,4.435166882201413
Chicago,Canada,Madrid,45.84283955641177,124.1865540167401
Vancouver,Belgique,British Columbia,36.933864872282825,-8.375511023555855
Beijing,USA,Île-de-France,40.05220601471264,7.169130430889592
Agadir,France,Île-de-France,40.162996342891596,-3.3022172201662743
Bruxelles,Portugal,British Columbia,48.88407103649312,129.59772155662645
Calgary,Espagne,Campania,43.5267809152843,7.5399049931083955
Munich,Maroc,Bavaria,36.02878121578108,-0.01803009035421499
Milan,Allemagne,California,45.17346678535637,11.288008044997841
Francfort,USA,Cairo,31.12228555245049,144.19790692386687
Beijing,Japon,Kansai,31.63665589235825,144.0212568043913
Toulouse,Suisse,Lazio,51.468873666230955,13.605143737390538
Paris,France,Lazio,34.61194032269796,4.56899245813905
Vancouver,Canada,Hesse,46.33602878962758,-121.98891962062856
Calgary,Royaume-Uni,Auvergne-Rhône-Alpes,33.619732969176155,-119.28914795988776
Sydney,Australie,New South Wales,-28.363541706110638,154.27639961992432
Ottawa,Chine,Nouvelle-Aquitaine,41.93688249004754,0.027918482542403034
Toronto,France,Lisbon,53.879710993129954,-68.31696585570745
Agadir,Espagne,Lisbon,37.43454570560549,0.021489949802823816
Agadir,Maroc,Souss-Massa,26.801296437896873,-6.563797048310951
Toronto,Canada,Hamburg,45.327079595408534,5.872684870603289
Florence,Portugal,Cairo,32.71681731426875,8.78894015092656
Lille,USA,Pays de la Loire,44.207359063314385,-73.6547483565495
Los Angeles,Espagne,Kansai,32.26901864251614,143.4020195991109
Berlin,France,England,44.50640193225787,7.606935144430768
Francfort,Belgique,Brussels,53.79347191991562,7.142042828517651
Séville,Canada,Porto,50.08227025417574,-8.628503408160306
Genève,Suisse,Lombardy,51.961672255681044,7.326494403091637
Anvers,Italie,Hauts-de-France,44.40946894793546,8.916263698680808
Barcelone,Portugal,New York,50.372520031505,-130.57271344300594
Anvers,Royaume-Uni,Lazio,47.390022401570896,4.66688694038573
Genève,Portugal,Andalusia,34.143477417057625,-3.558215272486032
Francfort,USA,Lisbon,47.498719779560204,-80.37807329157083
Porto,Espagne,Zurich,47.628159982113274,0.390868315398328
Montréal,Italie,Alberta,52.83162711399761,6.3279840756277235
Lille,Maroc,California,34.38207839892282,-4.836590424087252
Londres,Maroc,Marrakech-Safi,35.76900988325766,-106.40350387642077
Séville,Portugal,Scotland,30.236474067668578,121.39773817986277
Paris,Belgique,Brussels,41.633034612997484,-74.37371891158641
Tokyo,Portugal,Victoria,39.44131399871527,-90.9483176545559
Valence,Italie,Hesse,53.55542237026823,-72.42157772976874
Marseille,Maroc,Lazio,53.503632494920275,0.5223392783297227
Sydney,Australie,New South Wales,-37.45854668090389,170.4677670060862
Beijing,USA,Grand Est,37.9535718043243,-82.64515444445871
Toulouse,Australie,Victoria,36.35126552725999,2.9021930764779937
Tétouan,France,Valencia,49.877733985767975,7.629708665040692
Le Caire,Espagne,Massachusetts,41.11026315113098,4.422608205423458
Osaka,Japon,Kansai,43.84075032189816,126.7160984491727
Toronto,Espagne,Madrid,42.003682985076466,2.204707081891773
Rome,France,Texas,-47.36993844234912,145.86665377343493
Valence,Canada,Washington,49.78082115228146,3.428891043162816
Shanghai,Japon,Victoria,35.5710813207304,133.06712306218012
Londres,Suisse,Souss-Massa,38.86232873852061,-2.282112917393624
Manchester,Suisse,Zurich,45.239015681371015,6.6815989326689635
Los Angeles,Belgique,Hamburg,53.928333506188146,-0.9302999965621441
Zurich,Japon,Marrakech-Safi,43.334621152498954,12.254554755870386
San Francisco,Espagne,California,44.9837770599016,-119.65975285104103
Lyon,Suisse,Occitanie,53.40941546573082,2.442879581019972
Manchester,Canada,Île-de-France,36.52709396408127,-114.17909117849055
Porto,Canada,Ontario,51.92851076532544,-70.9971073928015
Le Caire,France,Rabat-Salé-Kénitra,40.47575466895539,-0.08676691022040672
Zurich,Allemagne,Hesse,50.6428740034128,12.83793028814759
Madrid,Suisse,Lombardy,45.00017876207475,18.820471081903566
Porto,France,New York,46.07443862443392,1.1375247084943303
Marrakech,Australie,Île-de-France,-36.82828973492928,152.46642941924452
Toronto,Italie,Auvergne-Rhône-Alpes,41.39107813084921,1.172523607647397
Boston,Portugal,Occitanie,38.89212019755864,144.42023533084742
Beijing,Australie,Kanto,35.074677613971815,-83.64704726426066
Paris,Italie,Illinois,42.47338906608121,-124.70982437977027
Lisbonne,Belgique,Brussels,45.029471561846115,11.25190282515891
